	日期	事件标题	国家	区域	消费品名称	涉及的消费品数量	伤害事件	事件来源	消费品一级类别	消费品二级类别	链接	伤害类型	严重程度	危害情况	危害源	消费品危害类型	消费品一级危害类型	消费品二级危害类型	消费者年龄	消费者受教育程度	消费者职业	健康状况	消费品问题部件	尺寸	绳索及类似物	不透气	填充物	锐利边缘	部件空隙或开口	尖角	光滑表面	粗糙表面	小零件	昼夜	温度	湿度	海拔	稳定性	腐蚀性	速度	腐蚀物	坎坷	爬坡	下坡	地面摩擦	斜坡	楼梯	灰尘	静电	辐射	警示标识缺失	高温表面	高温液体	高温气体	低温表面	低温液体	低温气体	明火	高低电压	过热	漏电	短路	接触不良	铁芯发热	散热不良	稳定性噪音危害	变动性噪音危害	脉冲性噪音危害	爆炸性气体	爆炸性粉尘	爆炸性喷雾	聚合爆炸	蒸发爆炸	液体混合爆炸	爆炸性化合物	固体爆炸性物质	爆炸性气体	旋转部件牵扯	飞行物体撞击	移动部件挤压	机械稳定性	机械强度	弹性组件失控	压力空间失控	热辐射危害	激光辐射	紫外线辐射	X光线辐射	高频电磁辐射	低频电磁辐射	甲醛	乙醛	丙烯醛	其它有毒醛类	蒽类化合物	菲类化合物	芘类化合物	其它有毒芳香稠环类化合物类	N-杂环化合物	S-杂环化合物	O-杂环化合物	其它有毒杂环类化合物	有机氟化物	有机氯化物	有机溴化物	其它有毒有机氯化物	一氧化氮	一氧化碳	氯气	臭氧	氯化氢	硫化氢	其它有毒气体	砷	镉	铬	铜	汞	镍	铅	其它有毒重金属及其化合物	硫酸	盐酸	氢氧化钠	其它有毒酸碱类物	氢氰酸	氰化钾	氰化氢	其它无机氰化物	尘螨	蛔虫卵	绦虫卵	其它寄生虫危害	甲肝病毒	甲型流感病毒	轮状病毒	禽流感病毒	其它原生微生物危害	皮肤癣真菌	着色真菌	孢子丝菌	新生隐球菌	假丝酵母菌	曲霉	毛霉	卡氏肺孢菌	其它真核细胞微生物危害	大肠杆菌	沙门氏菌	副溶血性弧菌	金黄色葡萄球菌	腊样芽孢肝菌	其它原核细胞微生物危害
360	2018/4/13	空	欧盟	不详	UV美甲灯	1	PVC绝缘电线可能会过热，塑料外壳不耐热。易被接触的金属部位仅采用基础绝缘来隔离带电部件。塑料外壳着火会熔化。用户接触金属部件时会遭受电击。	召回	家用电器及电器附件	空	空	烧伤,烫伤	2	电击，火灾	漏电	物理危害	电气危害	触电危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
361	2018/4/13	空	欧盟	不详	电暖器	1	电气绝缘性能不足。产品会过热。用户能接触带电部件，过热表面会使用户烫伤。	召回	家用电器及电器附件	空	空	烫伤	2	烧伤，电击	漏电	物理危害	高/低温物质危害,电气危害	高温物质危害,触电危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	有	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
362	2018/4/17	空	美国	不详	串灯组合	1	该产品的玻璃罐在正常使用时可能会碎裂，有造成割伤的危险。	召回	家具装饰装修材料	空	空	未知	0	割伤	锐利边缘	物理危害	机械危害	形状和表面性能危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
363	2018/4/18	空	美国	不详	装饰靠垫	1	该产品遇到火源容易燃烧，有造成火灾的危险。	召回	家具装饰装修材料	空	空	烧伤	2	火灾	明火	物理危害	高/低温物质危害	高温物质危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
364	2018/4/19	空	美国	不详	玩具木琴	1	该产品敲击棒一端的红色球可能脱落，有造成儿童窒息的危险	召回	儿童用品	空	空	窒息	3	窒息	低机械强度	物理危害	机械危害	潜在能量危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
365	2018/4/19	空	美国	不详	水瓶	1	该粉色水瓶外部的粉色油漆含铅量超过联邦铅涂料标准。铅为有毒物质，摄入铅可能对儿童健康造成危害。	召回	日用杂品	空	空	未知	0	铅摄入	铅及其化合物	化学危害	无机毒物危害	有毒重金属及其化合物危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	有	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
366	2018/4/20	空	欧盟	不详	便携式收音机	1	电绝缘不足，导线的横截面过小。当为收音机充电时，可接触金属部位会带电，电线会过热。	召回	信息技术产品	空	空	烫伤	2	电击，火灾	漏电	物理危害	电气危害	触电危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
367	2018/4/20	空	欧盟	不详	奇装异服配件	1	产品含有DEHP（占重达22%），邻苯二甲酸盐会对儿童健康造成危害，可能对生殖系统产生损害。	召回	儿童用品	空	空	未知	0	化学	其它	化学危害	有机毒物,无机毒物危害	有毒芳香稠环类化合物,有毒酸碱类危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	有	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
368	2018/4/20	空	欧盟	不详	水晶泥	1	黄色凝胶中的硼迁移量过高（测得520 mg/kg）。摄入或接触过量的硼会损害儿童的生殖系统，从而危害儿童健康。	召回	儿童用品	空	空	生殖系统损伤	4	化学	其它	化学危害	无机毒物危害	有毒重金属及其化合物危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	有	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
369	2018/4/20	空	欧盟	不详	警察玩具套装	1	塑料口哨（组件）可完全刚好放进圆柱件里，儿童会将口哨放进口中并呛噎。	召回	儿童用品	空	空	窒息	3	呛噎	小零件	物理危害	机械危害	形状和表面性能危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
370	2018/4/20	空	欧盟	不详	弹力球	1	球的塑料材料含DEHP（占重达31.7%），邻苯二甲酸盐会对儿童健康造成危害，可能对生殖系统产生损害。	召回	儿童用品	空	空	未知	0	化学	其它	化学危害	有机毒物,无机毒物危害	有毒芳香稠环类化合物,有毒酸碱类危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	有	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
371	2018/4/20	空	欧盟	不详	玩具购物篮	1	产品纺织纤维含DEHP（测得2.68%）。邻苯二甲酸盐会对儿童健康造成危害，可能对生殖系统产生损害。	召回	儿童用品	空	空	未知	0	化学	其它	化学危害	有机毒物,无机毒物危害	有毒芳香稠环类化合物,有毒酸碱类危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	有	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
372	2018/4/20	空	欧盟	不详	塑料娃娃套装	1	娃娃的塑料材料含DEHP、DBP、DINP（测得分别为23.9%、0.7%、3.51%）。邻苯二甲酸盐会对儿童健康造成危害，可能对生殖系统产生损害。 产品含有短链氯化石蜡（SCCPs）（测得值3100mg/kg）。SCCPs持续存在于环境中，低浓度即对水生有机物有毒，并在野生动物和人类中生物积累，对人类健康和环境构成威胁。	召回	儿童用品	空	空	未知	0	化学，环保	其它	化学危害	有机毒物,无机毒物危害	有毒芳香稠环类化合物,有毒酸碱类危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	有	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
373	2018/4/20	空	欧盟	不详	灯串	1	电线过细，焊接到LED的电线终端没有恰当保护以防止拉扯和扭断，插座允许插头的单极插入。电线容易过热导致着火，带电部位会被用户接触。	召回	家具及建筑装饰装修材料	空	空	烧伤,烫伤	2	电击，火灾	漏电	物理危害	电气危害	触电危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
374	2018/4/20	空	欧盟	不详	灯串	1	电线过细，焊接到LED的电线终端没有恰当保护以防止拉扯和扭断，插座允许插头的单极插入。电线容易过热导致着火，带电部位会被用户接触。	召回	家具及建筑装饰装修材料	空	空	烧伤,烫伤	2	电击，火灾	漏电	物理危害	电气危害	触电危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
375	2018/4/20	空	美国	不详	压力地面清洁机	1	该产品的喷雾杆可能断裂，从中心毂脱离，导致破碎片击中消费者，有造成消费者受伤的危险。	召回	家用电器及电器附件	空	空	未知	0	受伤	低机械强度	物理危害	机械危害	潜在能量危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
376	2018/4/20	空	欧盟	不详	功率转换器	1	初级和次级电路之间无隔断，插座的保护挡板不足，使带电部件易被接触，用户接触可触碰部件时会遭到电击。	召回	家用电器及电器附件	空	空	未知	0	电击	漏电	物理危害	电气危害	触电危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
377	2018/4/20	空	欧盟	不详	纹身墨水	1	该产品含有砷（占重达8.0 mg/kg），钴（26 mg/kg），铅（13 mg/kg），和锌（200 mg/kg）。砷会致癌。接触铅对人体健康有害，会导致发育期神经毒性。 欧洲理事会决议ResAP(2008)1针对纹身及永久性化妆品安全性的要求和准则建议，纹身墨水中的砷和铅含量不能超过2mg/kg，钴含量不能超过25mg/kg，锌含量不能超过50mg/kg。	召回	文教体育用品	空	空	致癌	4	化学	铅及其化合物	化学危害	无机毒物危害	有毒重金属及其化合物	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	有	未知	未知	未知	未知	未知	有	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
378	2018/4/20	空	欧盟	不详	纹身墨水	1	产品含有芳香胺苯胺（占重达9.5 mg/kg），苯胺可能会导致基因缺陷和癌症，接触皮肤时有毒。 欧洲理事会决议ResAP(2008)1针对纹身及永久性化妆品安全性的要求和准则建议，在纹身和永久性化妆品中不应出现或从偶氮染料中释放出含有致癌、诱变、生殖毒性或致敏性的芳香胺。	召回	文教体育用品	空	空	过敏反应,致癌	4	化学	铅及其化合物	化学危害	无机毒物危害	有毒重金属及其化合物	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
379	2018/4/20	空	欧盟	不详	纹身墨水	1	该产品含有砷（占重达8.1 mg/kg），铅（24 mg/kg）和锌（170 mg/kg）。砷会致癌。接触铅对人体健康有害，会导致发育期神经毒性。 欧洲理事会决议ResAP(2008)1针对纹身及永久性化妆品安全性的要求和准则建议，纹身墨水中的砷和铅含量不能超过2mg/kg，锌含量不能超过50mg/kg。	召回	文教体育用品	空	空	致癌	4	化学	铅及其化合物	化学危害	无机毒物危害	有毒重金属及其化合物	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	有	未知	未知	未知	未知	未知	有	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
380	2018/4/25	空	美国	不详	吊扇	1	该产品连接吊扇叶片的支架可能断裂，从而使叶片掉落，有造成冲击的危险。	召回	家用电器及电器附件	空	空	未知	0	受伤、冲击	低机械强度	物理危害	机械危害	潜在能量危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
381	2018/4/27	空	欧盟	不详	恐龙玩具	1	玩具上的贴纸易脱落，幼童会将小部件放进口中及呛噎。	召回	儿童用品	空	空	窒息	3	呛噎	小零件	物理危害	机械危害	形状和表面性能危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
382	2018/4/27	空	欧盟	不详	玩具乐器	1	琴键上的按钮易脱落形成小部件，幼童会将小部件放进口中及呛噎。	召回	儿童用品	空	空	窒息	3	呛噎	小零件	物理危害	机械危害	形状和表面性能危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	有	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
383	2018/4/27	空	欧盟	不详	木制拼图钟	1	小部件（指针、拼图块的塑料楔子、塑料涂层）易脱落，幼童会将小部件放进口中及呛噎。	召回	儿童用品	空	空	窒息	3	呛噎	小零件	物理危害	机械危害	形状和表面性能危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
