标题,投诉对象,投诉要求,投诉内容,投诉时间,投诉链接,投诉进度
强烈要求黑鲨手机厂商为黑鲨手机用户免费更换不合格鼓包电池（包括我在内）,黑鲨游戏手机,免费更换不合格电池,黑鲨社区大把黑鲨3用户在正常使用没多长时间情况下出现电池鼓包导致屏幕脱胶翘起,2021-08-25,https://tousu.sina.com.cn/complaint/view/17354611233/,处理中
写着试用期前24小时可以取消订阅，还不到2天就直接扣款,表格编辑手机版,退款,投诉对象是表格手机版，因为工作需要下载了表格手机版，说好了7天试用期，上面清清楚楚写着7天试用期前的24小时自动续费，我是8月27号的中午12点多下载的表格手机版，距离私自扣款的时间还不到2天不到48小时就恶意扣款我298元，白纸黑字写着试用期前的24小时自动续费，现在直接扣款的行为我没办法接受，没有经过本人同意...,2021-09-05,https://tousu.sina.com.cn/complaint/view/17354802114/,待分配
维修时间无法确定，都检测好了,黑鲨游戏手机,无限期等待维修时间,8.31寄的手机9.1早上九点签收。问了客服说是当天消毒，1-3个工作日检测，硬是等了三个工作日。还是没答复，问了客服说是电池问题，电池现在没货，问等待时间。客服说要幸苦等待时间啦。无法给时间。无限期。现在没手机用，投诉无门。请帮忙一下，谢谢。,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354807467/,处理中
手机误碰到指纹解锁，在不知情的情况下跳转到百度小说充值页面，解锁手机时候自动充值,百度手机助手,退款,手机在兜里的时候被指纹解锁了，然后我不知道这个手机被解锁了，在兜里的时候手机跳转到百度小说会员服务充值页面，这时候我不知道手机被解锁了而且已经到付款页面了，我拿出来手机准备解锁，就自动指纹付款了,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354810136/,处理中
手机发售后快半个月了，还没修好，打电话没人接，也没人回信,黑鲨游戏手机,手机啥时候修好,手机坏了，发售后修，然后快半个月了，还没修好，打电话给售后，售后电话都没人接,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354808812/,处理中
手机寄去维修一直没有消息,黑鲨游戏手机,维修手机,手机寄过去维修，十多天了 ，一直没有消息，客服也搪塞说联系北京修手机的那边。我手机着急用,2021-08-19,https://tousu.sina.com.cn/complaint/view/17354523425/,已回复
黑鲨官方维修手机1个多月还没修好,黑鲨游戏手机,10天内修好,本人于2021年2月19日在天猫购买黑鲨3游戏手机，今年7月初系统推送安卓R大系统，升级后运行我公司软件出现系统无限重启。于是联系官网寄修，检测回复需要更换主板。等了1个多月手机还没修好，联系客服回复：主板处于待料中，具体时间未知。由于维修时间过长，根据三包规定因修理者自身原因，使修理时间超过30日未修好的，...,2021-08-19,https://tousu.sina.com.cn/complaint/view/17354519546/,已回复
手机质量有问题，,诺基亚手机,退货退款,手机的外包装有磨损 手机的音量非常小，而且收货没几天还不给我退,2021-09-10,https://tousu.sina.com.cn/complaint/view/17354881130/,处理中
在应用商店抽奖中的散热器不发货,黑鲨游戏手机,发货,在黑鲨应用商店抽奖中的散热背夹2pro逾期不发货,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354912718/,处理中
百度旗下Chillin app购买两个盲盒不发货不退款,手机百度技术支持,赔偿,本人于2021.9.7于Chillin 购买了两个盲盒 且当时规则上写了一周内发货 但是至今没有发货 也没有生成订单编号 并且拒不退款,2021-09-15,https://tousu.sina.com.cn/complaint/view/17354960977/,已回复
百度大字版无法提现,手机百度技术支持,恢复账号,账户无法提现，账号之前一直在正常使用，现在不知什么原因突然显示账户异常，反馈给官方客服无人应答。,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354909507/,已回复
虚假宣传,手机百度技术支持,发货,百度漫画的盲盒活动，活动结束了，不发货，问客服，客服不回答。怀疑虚假宣传,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354921025/,已回复
之前都行，昨天莫名奇妙就显示账号异常,手机百度技术支持,恢复账号,百度极速版拉新人，之前都行，昨天莫名奇妙就显示账号异常,2021-09-15,https://tousu.sina.com.cn/complaint/view/17354952761/,已回复
百度小程序度小店精选商铺以疫情地区为由拒绝发货,手机百度技术支持,"解释,改善服务",我在9月9日下午拍下百度小程序度小店精选商铺“陕西帮小农生鲜食品店”芒果2斤，现已过去六天，经反复催促该店铺，最后以我的收货地广西为疫情地区为由，拒绝发货，经查询国家卫健委疫情通报数据，广西并不属于疫情地区，区域交通并未受限。该店家最后还想以退款来打发顾客，此举涉嫌严重虚假欺骗消费者。,2021-09-15,https://tousu.sina.com.cn/complaint/view/17354957948/,已回复
百度漫画chillin盲盒不发货,手机百度技术支持,"退款,赔偿,发货",2021年9月6日、7日付款下单 至今仍未发货 要求立刻发货！！,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354942763/,已回复
百度旗下chillin盲盒活动,手机百度技术支持,发货,百度账号：忘记一切金牛，联系方式17805432***，参与活动抽到了nino尼诺系列河童至今没有发货，虚假活动欺骗消费者支付邮费，百度app坑钱,2021-09-15,https://tousu.sina.com.cn/complaint/view/17354964942/,已回复
赶紧发货,手机百度技术支持,发货,三个盲盒九月七日付款，至今没有发货，也没有物流号运单号，也联系不了客服,2021-09-16,https://tousu.sina.com.cn/complaint/view/17354970603/,已回复
chillin盲盒一直不发货,手机百度技术支持,发货,百度漫画盲盒机，涉嫌欺诈消费者，收款后不发货，无客服处理,2021-09-15,https://tousu.sina.com.cn/complaint/view/17354966964/,已回复
赶快发货，发货!都快十天了,手机百度技术支持,发货,赶快发货，发货都快十天了，真的9月7好到现在了，能不能发货啊,2021-09-15,https://tousu.sina.com.cn/complaint/view/17354966862/,已回复
chillin盲盒搞活动，完成活动后一直不发货,手机百度技术支持,发货,chillin盲盒搞活动，邀请三个新人之后就可以抽盲盒，我抽到两个价值58元的盲盒，还付了6元运费，但是都不给发货，属于欺诈行为,2021-09-16,https://tousu.sina.com.cn/complaint/view/17354970192/,已回复
手机寄回维修已经半个月了，一直待料，不给具体时间,黑鲨游戏手机,"退款,赔偿,换货,维修",我2020年11月买的手机，在21年五月出了一次问题，八月又出问题，寄回网点维修，一直说待料，问具体什么时间能修好也是含糊其辞，，问解决办法就给个加价换新手机，这售后服务已经这样了，我还敢换吗。距离寄回维修已经半个月了，我打电话过去问维修进度，还是说待料，问维修时间还是没有，我上班本来就需要手机，结果手...,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354920692/,处理中
软件上查不到物流信息，自己看，发货了但是商家退回，朋友的都发货了和到达,手机百度技术支持,发货,软件上查不到物流信息，自己看，发货了但是商家退回，朋友的都发货了和到达,2021-09-15,https://tousu.sina.com.cn/complaint/view/17354951587/,已回复
百度盲盒机活动 付款后一直不发货 说好5－7天内发货 至今仍未收到,手机百度技术支持,"赔偿,发货",用户名是 杨桐黄成 联系方式为15133****** 购买的rico系列的马卡龙rico 我于9.4号下单并申请发货 今日9.13仍未收到 而且活动页面也没有发货的痕迹 包括联系客服也答非所问 规定5－7天内发货 如今已经超过发货时间,2021-09-15,https://tousu.sina.com.cn/complaint/view/17354931067/,已回复
Chillin盲盒活动不发货,手机百度技术支持,"退款,解释,发货",七号的盲盒，15号依然没有发货迹象，询问客服说我账号异常，既然我没有所谓的参与条件为何发我优惠券收我运费？还是只是他们发不出来了找的借口，我按照要求完成任务，他们发我优惠券，该发货时说我账号异常？,2021-09-15,https://tousu.sina.com.cn/complaint/view/17354951565/,已回复
腾讯手机管家标记我手机号码,腾讯手机管家,取消标记,无缘无故别人给我打电话说我手机号被6人标记 毫不知情凭什么被标记 上面显示的是腾讯标记的,2021-08-03,https://tousu.sina.com.cn/complaint/view/17354294489/,处理中
黑鲨售后耍无赖，只会让人耐心等待,黑鲨游戏手机,修好手机，退钱,本人黑鲨3手机于7月16日正常使用时卡死黑屏无法开机。于当天把手机邮回厂家，次日到达。7月20日检测后一直等待辅料，于8月3日还是等待辅料，找客服，一直说给催，请耐心等待。没有别的话。我不知道别的手机售后是不是这样的，黑鲨真是让我大开眼界，产品有问题，让消费者浪费时间等待，消费者的时间就不是时间。产品的问...,2021-08-03,https://tousu.sina.com.cn/complaint/view/17354293059/,已回复
黑鲨2pro主板经常坏,黑鲨游戏手机,负责维修,买的黑鲨2pro用了快一年主板坏了，售后维修过后没几个月主板又坏了,2021-08-03,https://tousu.sina.com.cn/complaint/view/17354300772/,已完成
手机深圳通充值2次200元未到账也不退款！,手机深圳通,退款！,我在7/17凌晨一点40分左右在ios的手机深圳通充值2次200元、未有任何提示、钱扣了、但是钱没有充值到深圳通卡里；银行卡也没有给我退款！ 这种属于乱收费了、希望深圳通尽快给我退款,2021-07-22,https://tousu.sina.com.cn/complaint/view/17354136566/,处理中
手机表格版私自乱扣款298元,表格手机版,退款,下载了一个表格手机版，说好是试用期三天后自动续费，试用期结束前24小时会提示取消订阅，但用了不到48小时，就自动扣款298元，对于这种私自乱扣款现象，我要求全额退款！并请求下架这种违法APP,2021-07-22,https://tousu.sina.com.cn/complaint/view/17354132410/,已完成
黑鲨手机3虚假宣传,黑鲨游戏手机,"赔偿,道歉,解释",我十月份买的黑鲨3s五月份坏了一次，然后修好了七月份又坏了，黑鲨这边就一直踢皮球，小米商城让我找客服，客服现在又让我找中心，就一直循环，,2021-08-02,https://tousu.sina.com.cn/complaint/view/17354281939/,已完成
realme出新机活动，9.9购买新机包,realme手机,得到我该有的权益,我昨天看见大师系列出活动，9.9可以有一个耳机和一年的延保，我就问了客服，马上下单了 ，结果今天大师系列就变成了大师探索版，然后我昨天拍下的他们也不认，这不是欺诈吗,2021-07-16,https://tousu.sina.com.cn/complaint/view/17354045209/,已完成
开心手机恢复大师虚假宣传，服务没有用,开心手机恢复大师,退款,开心手机恢复大师虚假宣传，服务没有用，数据扫描了5个多小时，按照指示操作都没有用，用itunes操作也没有恢复成功。一点用处都没有还浪费我时间,2021-08-01,https://tousu.sina.com.cn/complaint/view/17354274990/,待分配
售后解决。要么退钱要么给我修好手机延长质保时间,黑鲨游戏手机,售后解决问题,本人在2020.8.7京东黑鲨自营店购买的黑鲨3s。后在2021.6.19进行返厂维修。然后就开始了黑鲨踢皮球游戏。京东自营客服推给售后，售后说马上跟领导沟通。然后循环，一个多月了。没有任何一个解决方案，也没想解决的意思。这个店大欺客么？真的不错啊。把消费者当猪杀呗。,2021-08-01,https://tousu.sina.com.cn/complaint/view/17354272960/,已完成
位寻-手机定位找人虚假宣传,位寻-手机定位找人,"退款,道歉",郑州20日下暴雨，想通过此软件定位朋友位置，根据它软件描述，充值会员后输入朋友手机号即可查询朋友位置。充值后软件提示，还需要朋友权限同意方可定位。本身就是联系不到朋友，才使用并且充值此软件。因此，该软件虚假宣传。,2021-07-21,https://tousu.sina.com.cn/complaint/view/17354118579/,待分配
烧屏，壁纸都印上去，这屏幕质量？,realme手机,换屏,在京东买的这手机，几个月，屏幕就有游戏痕迹，但不懂这烧屏。手机外屏碎了，到售后换屏客服也没说烧屏，只说换屏480。到其它手机维修店换外屏，检测内屏烧屏。但售后说它方拆机不享保修。内屏早已烧屏与后来摔外屏，它人拆机有何关系？更可气先在壁纸都印上去了？这屏幕的质量？realme客服解决问差劲，沟通费劲。,2021-07-15,https://tousu.sina.com.cn/complaint/view/17354034735/,已回复
售后不解决用户问题,黑鲨游戏手机,维修手机，给予解释,手机买了不到一年，在保修期内，7月18号玩游戏突然黑屏，联系商家说要寄修，寄修后，20号显示售后厂家已签收，第二天打电话说要换主板，我也不知道有没有检测手机问题，也没有给我说明具体的问题，维修进度一直停在寄修界面不动，然后又以主板待料为理由，一直拖，一直拖，联系售后也只会说耐心等待，耐心等待，每天都是...,2021-07-31,https://tousu.sina.com.cn/complaint/view/17354252770/,已完成
黑鲨质量保证，却迟迟不开始维修,黑鲨游戏手机,维修，退款,我买了一个黑鲨3S手机用了半年，半年内陆续出现卡顿，死机等现象，打游戏烧坏了主板，送去维修，却迟迟以配件没有到为理由不开始维修,2021-07-30,https://tousu.sina.com.cn/complaint/view/17354248663/,已完成
希望能退款申请给我,腾讯手机管家,"退款,赔偿,退款94.05",我看到八块钱一个月我想买一个月，然后他强行给我换94.05这不是恶意强行吗？还我94.05我就不计较。,2021-07-30,https://tousu.sina.com.cn/complaint/view/17354242634/,处理中
高利贷，威胁强迫支付高利贷,hi租手机分期平台,"赔偿,道歉,作出处罚",强迫支付高利贷我白天的时候看还有四千多晚上一看就要还五千六我3600买的手机外面只卖3000不到，而且男朋友还在这个平台贷了一个手机，也是这个样子,2021-07-30,https://tousu.sina.com.cn/complaint/view/17354238440/,已完成
这手机总坏，那就不说了主要是尾插总坏，要赔偿,诺基亚手机,"赔偿,赔偿",这手机总坏，那就不说了主要是尾插总坏，要赔偿,2021-07-29,https://tousu.sina.com.cn/complaint/view/17354237728/,处理中
黑鲨游戏手机4,黑鲨游戏手机,退款,因黑鲨手机本身质量问题，寄回保修这边已经过了半个多月，这边回复待料，数据丢失也无法修复，手机维修时间过长不给出具体时间也不给出解决方案只让消费者一直等待。,2021-07-29,https://tousu.sina.com.cn/complaint/view/17354235767/,已完成
手机麻麻提现一年不到账。,手机麻麻,要求提现金额到账,客服不及时解决，一直说人工处理，处理一年也没有处理结果。,2021-07-20,https://tousu.sina.com.cn/complaint/view/17354099281/,处理中
维修手机,黑鲨游戏手机,维修手机或者赔偿财产,维修手机的时候，一直以待料为由不维修，网上看到好多拖了几个月的，我折腾不了几个月，不管修好修不好是你们的事，但不能找借口影响我正常使用手机，手机更新很快拖一个月也许我都换手机了,2021-07-29,https://tousu.sina.com.cn/complaint/view/17354233281/,已完成
腾讯手机管家，广告多误导消费，不能退款,腾讯手机管家,"退款,解释,作出处罚,改善服务,修改宣传内容",7月26号刚登录腾讯手机管家，有新手推荐福利广告，误导消费，充了一年的会员服务，要求打开自动续费功能，随即要求退款，管家里找不到客服，反馈也一直没有回复。找微信腾讯客服说管不了。,2021-07-29,https://tousu.sina.com.cn/complaint/view/17354226320/,处理中
百度极速版莫名异常，不能签到提现,手机百度技术支持,"赔偿,解释,道歉,改善服务,恢复账号,撤销处罚",新人签到两天后就忽然显示异常，没有拉人刷单，不知为何异常，反馈无人处理一直机器人回复,2021-09-08,https://tousu.sina.com.cn/complaint/view/17354839705/,已回复
账号被归为未成年 修改不了实名 我成年人,腾讯手机管家,恢复账号,这个王者实名是前女友的 然后现在已经没有联系方式了 账号玩了很久 充了1300左右 现在我上号就显示要我过人脸 我现在联系不到前女友 多次申诉打客服电话 无效服务 全是机器人 客服不处理 健康系统提示把我归为未成年 还无法修改实名 到现在两个星期 账号都无法更改实名目前这个微信所有的游戏都已经限时 我是成年人 游戏...,2021-08-17,https://tousu.sina.com.cn/complaint/view/17354494517/,处理中
黑鲨3s保内主板问题和电池鼓包撑起屏幕,黑鲨游戏手机,"更换最新同价位的产品,或者退款",黑鲨3s在保内使用不开机售后检测为主板问题需更换！换完主板使用五天后手机亏电不开机屏幕翘起个人怀疑电池鼓包！,2021-08-15,https://tousu.sina.com.cn/complaint/view/17354464154/,已完成
手机一直待料,黑鲨游戏手机,一周内修好手机,手机从七月二十二开始就一直处于待料我觉得就算待料也不可能等一个月吧,2021-08-23,https://tousu.sina.com.cn/complaint/view/17354580344/,已完成
黑鲨手机在保修期内，售后一个月不处理,黑鲨游戏手机,及时得到售后维修,黑鲨3手机在保修期内，突然黑屏不开机。 本人于2021年7月24日申请售后，顺丰快递过去，黑鲨方于2021年7月26日收到手机。 经检测说我的手机主板有了问题，告知需要等待物料，结果一等就是一个月，还在无限制的等待中，本人于2021年8月25日再问客服，结果告知还需要继续等? 黑鲨你这边需要让消费者等多久，手机质量问题不...,2021-08-25,https://tousu.sina.com.cn/complaint/view/17354617947/,处理中
质保期内不质保,黑鲨游戏手机,手机质保,手机在质保期，外观无任何磕碰，屏幕也无破损，出厂自带屏保也完好无损，内屏幕无故漏液，寄回维修点，不在质保内,2021-08-26,https://tousu.sina.com.cn/complaint/view/17354639813/,处理中
售后服务不到位，维修周期太长，客服无效承诺，维修站点不接电话,黑鲨游戏手机,赔偿，道歉,1、我在去年8月31日在黑鲨京东自营官方旗舰店购买了一台黑鲨3s（12 256g天云黑）。 2、在今年8月16日下午正常使用手机时（当时在逛淘宝，手机剩余50几的电量），手机突然重启，然后过了15秒左右直接黑屏了，再也开不了机。并于当天晚上申请了质保售后。 3、在8月17日早上9点，按照客服要求寄到官方售后维修点继续在保维...,2021-08-24,https://tousu.sina.com.cn/complaint/view/17354602829/,处理中
售后超时维修,黑鲨游戏手机,"维修,立即进行维修并联系我",我在14号将手机寄到黑鲨售后维修点 15号维修点签收 可是维修点的电话我打了几十次都无法接通 到今天为止 手机已经在维修点呆了4天 于是我无奈只能给黑鲨总部客服打电话进行询问 客服告诉我 需要当天对手机进行消毒 从次日起三天内一定会联系我 一直到现在整整三天也没人联系我,2021-08-18,https://tousu.sina.com.cn/complaint/view/17354512260/,已完成
一个月了，还没修好手机,黑鲨游戏手机,三天内修好手机,第一次寄错地址也是服了，第二次又说我手机没修好。一个月了，什么速度？我连维修单号都倒背如流了，还没修好。一直说主板缺料，你个大厂，主板是一个月造一个？,2021-08-29,https://tousu.sina.com.cn/complaint/view/17354678469/,处理中
黑鲨售后不处理问题 不回复不接电话。,黑鲨游戏手机,售后不处理问题,我的黑鲨手机一年质保内出现多次黑屏死机以及还有10%电直接自动关机。于是在把手机通过顺丰邮寄到售后，邮寄到的时间是8月9日 之后过了几天我找客服问售后情况一直没答复，然后一周之后才有个售后点女的打电话给我确认外观，一周了才确认外观？当时给我说三四天修好 ，之后的时间再也没消息了。电话不接，拒接。也没给我...,2021-08-21,https://tousu.sina.com.cn/complaint/view/17354553825/,已回复
黑鲨3pro 刚过保就坏了，插手机没信号，屏幕花屏，查询过了这款手机很多用户都有,黑鲨游戏手机,黑鲨3pro设计缺陷,我的黑鲨3pro是2020年7月底购买的，六月份以来就出现偶尔无信号的问题，7月6号突然死机黑屏，充了一会电后可以开机，就发现插手机卡完全没有信号了，屏幕也花屏了，查询了这个黑鲨3pro因为设计缺陷过热，很多用户在没摔，没进水的人为损坏的情况下，烧坏的，7月14号致电过黑鲨客服，说我的手机在7月8号就刚好过保了，但...,2021-07-26,https://tousu.sina.com.cn/complaint/view/17354193220/,已回复
黑鲨三手机质量有问题,黑鲨游戏手机,厂家无偿修好手机,"消费者于2020年5月24日与京东上购买了黑鲨三手机,期间手机只用于打游戏,并无破坏手机行为。2020年10月23日,仅购买半年就因为屏幕莫名其妙的气泡故障导致手机无法正常使用,返厂维修。经他们自己检测是手机本身质量问题。2021年7月26日,手机又出现了屏幕黑屏,消费者并无外力破坏情况。南昌黑鲨科技有限公司的产品质量有问题",2021-07-26,https://tousu.sina.com.cn/complaint/view/17354193202/,已完成
寄修客服推脱责任，说数据对不上，让我找官网售卖客服，,黑鲨游戏手机,"改善服务,换货,维修,快速解决",我在黑鲨官网买了个数据线，橙色端口，之前用的好好的，突然就没了QSC闪充了，找黑鲨寄修，他们说他们没有这样的数据线，说我搞错了，或者被朋友，同事掉包了，让我找官网售卖客服，官网售卖客服说给我反馈也没结果。,2021-07-27,https://tousu.sina.com.cn/complaint/view/17354199303/,已完成
投诉手机定位追踪精灵,手机定位追踪精灵,退款,我下载了充值了98才是永久会员，不显示订单，客服永远无法联系，属于骗子软件，但我这有付款记录，商家就叫手机定位追踪精灵，不是有我付款记录吗，怎么就不行,2021-07-18,https://tousu.sina.com.cn/complaint/view/17354058893/,待分配
并未订阅此服务。无故扣款，强制收费,Magic手机助手,"退款,解释,道歉",从未见过和下载过此项应用和程序，并未订阅此服务。无故扣款，强制收费,2021-07-12,https://tousu.sina.com.cn/complaint/view/17353999504/,处理中
位寻-手机定位找人,位寻-手机定位找人,退款,未达到想要的效果，与宣传内容不符。 充值完会员之后，没有退款的选项。 要求退钱 注销账号。,2021-07-17,https://tousu.sina.com.cn/complaint/view/17354065437/,已完成
自动给我扣钱无意购买什么用都没有的软件怎么好意思的,手机优化大师,退款,它自动把我的钱扣了两百多我这个软件都没有下过而且这个软件什么用都没有一扣就是两百多,2021-07-12,https://tousu.sina.com.cn/complaint/view/17353987497/,处理中
百度的潮流一夏活动虚假宣传客服也不处理,百度手机助手,"赔偿,道歉,解释",此活动集齐金币可抽奖，我7月17日集齐17枚金币抽奖两次，抽到两个红包奖励，并在连续带话题发布动态的第三天也就是19号，又得到10枚金币，加上之前的共27枚又获得2次抽奖机会，一次抽到红包，但第二次抽空，可活动规则写的必中，19号当天就反馈给客服，直到24号也未得到准确回复，并且活动入口已经不见，希望得到合理的解释,2021-07-24,https://tousu.sina.com.cn/complaint/view/17354160418/,处理中
50w充电只有10v1.8A,realme手机,解释一下？,宣传了45分钟能充满电，但是实测从3%充到80%，需要一小时左右，严重超过45分钟的充电宣传。从0%充到100%需要一个半小时以上。电流只有10伏1.8安,2021-07-11,https://tousu.sina.com.cn/complaint/view/17353976773/,已完成
从淘宝机御旗舰店买的黑鲨四Pro坏了返给黑鲨售后换货至今没有消息,黑鲨游戏手机,尽快处理或者退货退款,六月二十八签收的，七月九号坏的，十五天换货期内给黑鲨售后返回去申请换货处理，可迟迟没有消息仅有一条待料短信，问谁都是在耐心等待,2021-07-25,https://tousu.sina.com.cn/complaint/view/17354170474/,已完成
苹果手机钱包的深圳互联互通卡,手机深圳通,"退不了卡,苹果钱包退不了卡",进地铁站一直都使用不了在钱包的深圳通卡，然后想退卡又一直显示在行程中又退步了卡，跟深圳通客服说处理不了，然后打官方电话还是机器人都没有人工，问题都没人解决,2021-07-16,https://tousu.sina.com.cn/complaint/view/17354048567/,处理中
系统问题,realme手机,解决问题,"realmeX50,手机版本升到2.0后，连着蓝牙耳机，不管是别人给自己打还是，自己给别人打微信视频时，未接通情况下，切换一下软件，将微信切换到后台，声音就会外放！而且给他们官方反馈了好多次，官方让拿去售后检测，检测完成后，7月7号拿去检测之后，维修师傅经过测试说是系统原因，将手机降级到1.0之后就不会出现连着蓝...",2021-07-11,https://tousu.sina.com.cn/complaint/view/17353974534/,已回复
行程结束仍显示未结束行程,手机深圳通,结束行程,扣费失败，无法进出地铁站，显示行程中，但行程早已结束,2021-07-16,https://tousu.sina.com.cn/complaint/view/17354048507/,处理中
相机被占用，人脸识别用不了,realme手机,人脸识别被占用了,为什么我搞不明白，刚刚上午还行，下午就用不了了，相机和人脸识别,2021-07-11,https://tousu.sina.com.cn/complaint/view/17353981841/,已完成
百度极速版帐号异常，提现不了，也签到不了,手机百度技术支持,恢复账号,百度极速版帐号异常，提现不了，也签到不了,2021-08-21,https://tousu.sina.com.cn/complaint/view/17354552400/,已回复
从20号就无法提现，到31号依旧，客服敷衍回复。,手机百度技术支持,提现到账！提现到账！,从20号就向百度提出无法提现得到暑假人数多提现高峰期，到31号依旧无法提现，9月5号提现就截止了，过期无法提现，收益金额自动作废。严重怀疑百度是在虚假宣传，浪费使用者的时间，根本无法提现，想拖到5号，自动过期。很可恶的行为。,2021-08-31,https://tousu.sina.com.cn/complaint/view/17354704922/,已完成
参加百度小说集卡领红包活动，,手机百度技术支持,赔偿,参加百度小说集卡领红包活动，活动结束后无法提现，现在活动页面都直接关闭了,2021-09-03,https://tousu.sina.com.cn/complaint/view/17354765687/,已回复
随意更换主板，更换后手机持续通话掉线，掉网，投诉被强制关闭！,苹果手机上海贸易有限公司,"赔偿,作出处罚,换货",因电池话题小问题送修售后返厂，被无沟通无通知情况下更换主板，更换后持续通话掉线掉网，严重影响工作和正常使用。多次联系售后和投诉315，苹果公司无效解决并强制关闭投诉通道。,2021-08-26,https://tousu.sina.com.cn/complaint/view/17354639222/,待分配
百度极速版。,手机百度技术支持,赔偿,什么狗屁玩意 提都提不了，你当我们傻啊。当我没读过书吗？tmd，一说到提现。就被他们抢完了，也真是奇怪。我就提现过一块，剩余的都体现不了，你到底是什么意思。是个人都会生气吧。,2021-08-17,https://tousu.sina.com.cn/complaint/view/17354497248/,已完成
百度实名问题申诉成功了 却提示绑定百家号无法修改,手机百度技术支持,"改善服务,允许修改实名",百度实名问题申诉成功了 却提示绑定百家号无法修改 望尽快给解决 账号：控城沐偶戏,2021-08-27,https://tousu.sina.com.cn/complaint/view/17354650787/,已回复
从20号就无法提现，到31号依旧，客服敷衍回复。,手机百度技术支持,提现到账！提现到账！,从20号就向百度提出无法提现得到暑假人数多提现高峰期，到31号依旧无法提现，9月5号提现就截止了，过期无法提现，收益金额自动作废。严重怀疑百度是在虚假宣传，浪费使用者的时间，根本无法提现，想拖到5号，自动过期。很可恶的行为。,2021-08-31,https://tousu.sina.com.cn/complaint/view/17354704922/,已完成
参加百度小说集卡领红包活动，,手机百度技术支持,赔偿,参加百度小说集卡领红包活动，活动结束后无法提现，现在活动页面都直接关闭了,2021-09-03,https://tousu.sina.com.cn/complaint/view/17354765687/,已回复
百度极速版帐号异常，提现不了，也签到不了,手机百度技术支持,恢复账号,百度极速版帐号异常，提现不了，也签到不了,2021-08-21,https://tousu.sina.com.cn/complaint/view/17354552400/,已回复
百度极速版骗人,手机百度技术支持,"改善服务,恢复账号",七天之内下载的每天提现都很快，我下载了好多天除了一块两快可以提现其他都提不了，之前提现两三个小时就到账了，现在提现总是失败，提不了,2021-09-01,https://tousu.sina.com.cn/complaint/view/17354729773/,已完成
百度虚拟宣传,手机百度技术支持,"解释,恢复账号",参加了百度大字版跟百度极速版的邀请活动，没想到百度居然这样玩，不给提现限制账号，现投诉维护自身利益！明明有提现名额，现要求百度恢复账号正常使用，提现到账,2021-08-26,https://tousu.sina.com.cn/complaint/view/17354639306/,已回复
提现失败，提了十几天了，少说有上百次了，一直失败。说提现的人太多。,手机百度技术支持,赔偿,我每天看3.4个小时的小说，最后告诉我不能提现。搞笑吧,2021-09-01,https://tousu.sina.com.cn/complaint/view/17354718780/,已回复
百度小说集卡领红包提现不了,手机百度技术支持,"赔偿,解释",“百度小说集卡领红包” 一直到现在都无法提现，任何时间的都无法体现。 9月5日如果还是无法提现，活动的红包将会过期（在规定期限未提现，红包将失效，属于自动放弃了）。 现在我想问，到底什么时候修复完毕，什么时候提现，不要说一些没用的答复！请告知确切的提现时间？,2021-09-02,https://tousu.sina.com.cn/complaint/view/17354738334/,已完成
百度小说集卡活动无法提现,手机百度技术支持,无法提现,活动9月5日提现就截止了，每天提现都不成功，活动内反馈都没有效果，明天不行就只能投诉了,2021-09-02,https://tousu.sina.com.cn/complaint/view/17354740712/,已完成
账号异常资金被冻结还不处理，联系客服却敷衍了事,手机百度技术支持,"退款,恢复账号",我幸幸苦苦邀请了120来人，每天在微信群里拿钱邀请好友一共花了近300来块，到现在连最开始提的15都没到账，太让我失望了，我不求怎么样，只希望你们能够把这200多给我就行。,2021-09-01,https://tousu.sina.com.cn/complaint/view/17354725800/,已完成
在百度果园种树成熟后说我家的位置不能发货也不提示换货,手机百度技术支持,发货,在百度果园种的树成熟后说我家的位置不能发货，也不提示去哪里换货。,2021-09-04,https://tousu.sina.com.cn/complaint/view/17354783053/,已回复
百度虚拟宣传,手机百度技术支持,"解释,恢复账号",参加了百度大字版跟百度极速版的邀请活动，没想到百度居然这样玩，不给提现限制账号，现投诉维护自身利益！明明有提现名额，现要求百度恢复账号正常使用，提现到账,2021-08-26,https://tousu.sina.com.cn/complaint/view/17354639306/,已回复
百度极速版无缘无故账号冻结,手机百度技术支持,"退款,赔偿,解释",邀请好几个新人说我不正当，它欺骗咱们的钱就正当了？,2021-09-01,https://tousu.sina.com.cn/complaint/view/17354726097/,已回复
提现额度随便变化,手机百度技术支持,修改宣传内容,系统问题不能提现。活动没有结束随意变化提现额度,2021-09-03,https://tousu.sina.com.cn/complaint/view/17354756132/,已回复
