标题,投诉对象,投诉要求,投诉内容,投诉时间,投诉链接,投诉进度
抖音平台卖家卖奥运会口罩,抖音短视频,赔偿,抖音平台卖家卖奥运会口罩，订单编号:4827363071121784***。 14天没有发货，根据平台制定的规则，应向我赔偿订单金额的百分之30。现在客服已账号原因只愿意赔偿20元优惠券。奥运会口罩本就是盗版商品，抖音平台没有监管到位，还拒不赔偿，一直拖延时间!,2021/8/18,https://tousu.sina.com.cn/complaint/view/17354509751/,已回复
乘客违规，报备退款无效,滴滴专车,改善服务,滴滴专车，疫情期间乘客上车没有戴口罩，要求必需戴好口罩，乘客表示要下车，所以我就结束行程，乘客下车后我及时在平台上进行报备同意退回乘客的费用，但滴滴平台还是判我有责，滴滴平台前期也没有类似培训，现在滴滴平台告知必需打电话，报备无效。,2021/8/31,https://tousu.sina.com.cn/complaint/view/17354711696/,已回复
“中国代表团同款口罩”是三无产品？,淘特官博,"退款,赔偿,道歉,作出处罚",本人于2021年8月7号在阿里巴巴旗下淘特软件上购买了一款奥运口罩，8月9日收到货，收到货第一时间拆开，带上口罩准备出去转一下，但是感觉一股不知道什么味道说不上来的感觉。晚上刷抖音看到北京朋来制药有限公司发文，这种口罩都是假冒伪劣产品（无中国奥委会官方授权，国旗使用违法违规，无生产厂名，无生产厂址，无卫...,2021/8/13,https://tousu.sina.com.cn/complaint/view/17354423032/,处理中
不退款一直拖,阿里客服,退款,我在五号买的口罩九号到了一部分，剩下一部分不退款还迟迟没有给我发现在已经十五号了,2021/8/15,https://tousu.sina.com.cn/complaint/view/17354453837/,处理中
口罩里面有虫子,拼多多客户服务,"退款,赔偿,道歉",7月22日买的口罩，8月13日打开其中一包发现有只苍蝇，客服回复称好评赔偿五元并退款。,2021/8/13,https://tousu.sina.com.cn/complaint/view/17354430777/,处理中
购买奥运会同款口罩发货期间商家无缘无故申请的撤回，并且没有任何解释，,拼多多客户服务,"退款,赔偿,道歉,作出处罚,解释,下架产品",购买奥运会同款口罩发货期间商家无缘无故申请的撤回，并且没有任何解释，,2021/8/9,https://tousu.sina.com.cn/complaint/view/17354374006/,处理中
地铁站免费领口罩，无缘无故短信通知我购买了保险，我根本就没点击购买,泰康保险集团,退款,地铁站免费领口罩，无缘无故短信通知我购买了保险，我根本就没点击购买，这是什么鬼！,2021/8/13,https://tousu.sina.com.cn/complaint/view/17354423175/,已完成
拼多多店铺：萌团团优品,拼多多客户服务,"退款,赔偿,道歉,作出处罚,解释",北京朋来制药有限公司已经说明了网上出售的口罩是假冒的，而且商家产品还有国旗和奥运五环logo，说是东京运动员专用口罩，诱使人购买，侵犯我的权益因为当时我不知道这个消息，据《中华人民共和国消费者权益保护法》第55条，进行主张费用三倍;增加赔偿的金额不足五百元的，为五百元的赔偿金，奥运口罩是可以代表我们中国...,2021/8/9,https://tousu.sina.com.cn/complaint/view/17354379210/,处理中
口罩里面有虫子,拼多多客户服务,"退款,赔偿,道歉",7月22日买的口罩，8月13日打开其中一包发现有只苍蝇，客服回复称好评赔偿五元并退款。,2021/8/13,https://tousu.sina.com.cn/complaint/view/17354430777/,处理中
地铁站免费领口罩，无缘无故短信通知我购买了保险，我根本就没点击购买,泰康保险集团,退款,地铁站免费领口罩，无缘无故短信通知我购买了保险，我根本就没点击购买，这是什么鬼！,2021/8/13,https://tousu.sina.com.cn/complaint/view/17354423175/,已完成
京东奥运会口罩,拼多多客户服务,赔偿,京东奥运会口罩为得到认可在网络上销售，有些商家伪造，根具消费者权益保护法中第五十五条所赔偿金额为准不为五百元的则赔五百.商家还不回信息，京东奥运口罩到货后，商家做出了一种非常不好的态度（直接下架链接）,2021/8/8,https://tousu.sina.com.cn/complaint/view/17354367139/,处理中
饿了么阿里健康自营大药房漏发商品且商家联系方式已停机,饿了么客户关怀,补发漏发商品,在饿了么阿里健康自营大药房买口罩，少发50个。联系商家显示停机，联系客服，客服让联系商家，且提供的商家电话也已停机。,2021/8/8,https://tousu.sina.com.cn/complaint/view/17354363109/,已完成
与实际发货不符,阿里健康客户服务,"退款,赔偿,道歉,作出处罚,改善服务",买了200个口罩结果只发了50个，然后联系客服说48小时处理，结果等到第三天客服就联系不到了，也不回复了,2021/8/9,https://tousu.sina.com.cn/complaint/view/17354374170/,处理中
拼多多缘梦缘饰品店,拼多多客户服务,"赔偿,道歉,作出处罚,改善服务",售卖假冒奥运会口罩 不协商 触犯了消费者保护权益法,2021/8/8,https://tousu.sina.com.cn/complaint/view/17354362751/,处理中
拼多多商家:优品口罩防护店,拼多多客户服务,"赔偿,道歉,作出处罚,解释",2021.7.29日在拼多多购买了奥运会同款口罩，商家承诺正品，收到却是假冒伪劣产品，三无产品,2021/8/11,https://tousu.sina.com.cn/complaint/view/17354406513/,处理中
京东客服不作为,京东客服,"赔偿,道歉,作出处罚",我在京东店铺买的奥运口罩，现在京东全网都下架，如果口罩没有问题，京东为什么还要下架，这就是京东的做法吗，京东专员回复，统一处理办法就是退货退款，现在连京东平台也支持卖假了，那以后买东西就可以去拼多多，没有必要去京东了，去了也买的假货，还贵,2021/8/11,https://tousu.sina.com.cn/complaint/view/17354405986/,已完成
商家虚假宣传，盗用国旗印于产品，使用假冒伪劣产品，拼多多客服敷衍不处理,拼多多客户服务,"退款,赔偿,道歉",本人于8月3号在拼多多嘻家乐商家购买口罩，发现此款口罩是假冒伪劣产品，虚假宣传，并且将国旗用于产品之上，拼多多客服敷衍不处理，强制给我退款，我希望依法维权，根据消法第55条，对于消费者有欺诈的，我希望拼多多以及商家作出道歉以及赔偿,2021/8/7,https://tousu.sina.com.cn/complaint/view/17354349317/,处理中
要求退货，补退货运费,快手小客服,退款 赔偿我退货费,他们视频和图片上发的与实物不符 ，他还跟我说之前反应有断裂 ，可是他视频中明明说这款不勒耳朵，现在又告诉我容易断裂换成弹力筋的，我想说和我之前的口罩有什么区别吗？而且发来口罩和视频大小完全不一样 我感觉这都不是成年人带的 质量也很差,2021/8/10,https://tousu.sina.com.cn/complaint/view/17354387772/,已完成
京东不发货客服不处理,京东客服,"退款,赔偿,恢复优惠券",购买京东口罩，商家不发货，联系客服处理，客服告知在处理时效不处理，商品已经显示到达规定时间。,2021/8/7,https://tousu.sina.com.cn/complaint/view/17354345596/,已完成
售卖假货 欧牌家具生活优惠馆,拼多多客户服务,"退款,赔偿",售卖假货奥运会同款口罩，三无产品 没有生产日期 生产表示 带有国旗标志。,2021/8/9,https://tousu.sina.com.cn/complaint/view/17354374266/,处理中
虚假宣传,淘特官博,赔偿,商家自己承认是同款，虚假宣传，奥运会口罩只给奥运会选手，按照消费者权益，应该赔500,2021/8/6,https://tousu.sina.com.cn/complaint/view/17354338901/,处理中
虚假宣传宣传是2021同型奥运会口罩,京东客服,"退款,赔偿",2021.7.31.20:11在京东平台购买了一个口罩当时看他口罩宣传【olevo】2021东京奥运会中国国家代表团专用一次性口罩中国风红奥运五环口鼻罩独立包装杨倩同 奥运会五星红旗同款(50只独立装)我就以为是和那些运动员带的一样的，后来偶然间看到口罩捐献商说了不是，一切售卖的，都是盗版假冒劣质商品！之后我就找商家，他也一...,2021/8/5,https://tousu.sina.com.cn/complaint/view/17354325556/,已回复
滴滴客服胡乱判责，罔顾事实,滴滴出行客服,"解释道歉,恢复服务分，撤销处理",八月十四号中午，我接到一笔订单，相距不到一公里，我随即赶到上车点，因为当时本地属于疫情防控期间，出门都要戴口罩，而我在上车点看到三个乘客没有戴口罩，我要求她们戴上口罩，下单的乘客说口罩在包里，上车就戴，我答应了，上车后我把车掉了个头，发现乘客并没有戴上口罩，第二次要求乘客戴好口罩，下单的乘客说不...,2021/8/16,https://tousu.sina.com.cn/complaint/view/17354470900/,已完成
假冒伪劣奥运口罩,阿里客服,赔偿,在该店铺购买到假冒伪劣产品，在抖音看见网络线上销售的奥运口罩都是假冒伪劣产品，没有厂名厂址产品标识，该店铺还把我拉黑,2021/8/8,https://tousu.sina.com.cn/complaint/view/17354365966/,处理中
买一个口罩，拆开一包，一包八块，一个一块。,铭洋便民超市,解释,口罩价格不合理，不是独立包装口罩，一个卖一元。一包卖八块,2021/7/15,https://tousu.sina.com.cn/complaint/view/17354030857/,待分配
假冒伪造同款奥运口罩,淘特官博,"赔偿,道歉,下架产品",奥运口罩并未出售擅自抄袭销售构成违反国旗法、消费者权益保护法 “奥运回罩”捐赠方发布声明 山奥运可罩”仅捐赠给 东京奥运会中国体育代表国使用在售的所有奥运可罩都是假冒商品,2021/8/11,https://tousu.sina.com.cn/complaint/view/17354402859/,处理中
打着奥运的口号 售卖假货口罩 诱导欺骗消费者,京东客服,"退款,赔偿,道歉,作出处罚,下架产品",本来准备买来捐赠的 然后今天看到官方发表声明 目前所有在售“奥运口罩”均为假冒伪劣产品，违规使用国旗和奥组委标志，还侵犯了朋来制药的知识版权，想想就怕 如果真的把这些口罩捐赠出去了 出了事情谁来承担 要求严惩这种打着奥运口号的无良奸商,2021/8/6,https://tousu.sina.com.cn/complaint/view/17354339206/,已回复
在淘宝上购买了奥运口罩，到货后央视曝光，全是假口罩，,阿里客服,"赔偿,道歉,作出处罚",在淘宝购买的奥运口罩，收到货后，央视曝光网络所售的口罩都是假冒伪劣商品，期间找商家沟通，商家不仅不解决，还打电话威胁辱骂我，淘宝客服也不作为，不解决，想敷衍了事， 现在卖假货的成本这么低吗？我现在要求 按照消费者权益保护法55条退一赔三，不足500按500计算，并且和我道歉，,2021/8/8,https://tousu.sina.com.cn/complaint/view/17354361788/,处理中
打着奥运的口号 售卖假口罩 三无产品,拼多多客户服务,"退款,赔偿,道歉,作出处罚,下架产品",本来准备买来捐赠的 然后今天看到官方发表声明 目前所有在售“奥运口罩”均为假冒伪劣产品，违规使用国旗和奥组委标志，还侵犯了朋来制药的知识版权，想想就怕 如果真的把这些口罩捐赠出去了 出了事情谁来承担 要求严惩这种打着奥运口号的无良奸商 要求十倍赔偿,2021/8/6,https://tousu.sina.com.cn/complaint/view/17354339293/,处理中
虚假宣传卖口罩,阿里客服,"退款,赔偿,作出处罚",销售口罩。发现以后联系商家同意退货退款，商家一直拖延时间,2021/8/6,https://tousu.sina.com.cn/complaint/view/17354335698/,处理中
卖家出售奥运口罩,拼多多客户服务,"退款,赔偿,作出处罚",: 卖家出售奥运冠军五环口罩，朋来制药，发布说明，只要不是北京朋来制药有限公司制造都是假冒品牌，商家发来了票据，但是显示，生产厂家是安徽可赛克医疗器材有限公司，这就妥妥的属于假货范畴了，需要平台公平公正处理，然后披露卖家信息，如果平台不能维护消费者权益，无奈只能寻找工商解决。恳请多多客服，还消费者...,2021/8/10,https://tousu.sina.com.cn/complaint/view/17354392794/,处理中
买到假冒伪劣的奥运口罩,拼多多客户服务,"退款,赔偿,道歉",我在拼多多买到假冒伪劣的奥运口罩，当时我不知道这是假的，后来我才知道我要求商家赔偿商家根本不赔偿态度强硬,2021/8/10,https://tousu.sina.com.cn/complaint/view/17354382958/,处理中
出售国家奥运口罩,京东客服,"退款,赔偿,解释",本人8.4号看见奥运口罩京东上有卖 就下单了 然后8.6号就看见国家发表这个论文了 我就看了看 现在跟商家联系 商家不协商 京东也是维护商家那边 说什么京东不可能出现假冒 并且我问他为什么都下架了 他说已经卖完了 我现在严重怀疑京东包庇 并且扰乱市场秩序 请黑猫帮我曝光 感谢,2021/8/10,https://tousu.sina.com.cn/complaint/view/17354382406/,已完成
假冒伪劣产品,淘特官博,赔偿,北京朋来制药有限公司已经说明了网上所有出售的口罩是假冒伪劣产品的 《中华人民共和国消费者权益保护法》第55条，进行主张费用三倍;增加赔偿的金额不足五百元的，为五百元的赔偿金，奥运口罩是可以代表我们中国的形象的，奥运五环的商用有着十分严格的规范，国旗更是严禁用于商业用途!!!,2021/8/6,https://tousu.sina.com.cn/complaint/view/17354341234/,处理中
淘宝天猫客服阿里健康大药房客服不处理问题,阿里客服,"道歉,发货",电话打过去说是会处理，然后就没答复了，在线客服说处理，要她答复也就走了，重新转人工就转不上了，给的200个口罩的钱，给我发了50个,2021/8/5,https://tousu.sina.com.cn/complaint/view/17354327109/,处理中
早上买的东西未拆封晚上不给退 并且没有原因,美宜佳,赔偿,早上买错了口罩，以为是kn95的，一到地方看错了。晚上下班了去退，未拆封，说什么不给退，并且没有理由。,2021/8/3,https://tousu.sina.com.cn/complaint/view/17354302885/,已完成
假冒伪劣,拼多多客户服务,"退款,赔偿,道歉,作出处罚",中国队的奥运口罩深受网友们喜爱但是奥运口罩仅捐赠给东京奥运会中国体育代表团使用，不在网络平台上销售！目前所有在网络平台上销售的都是假冒伪劣商品不仅违规使用国旗和奥组委标志还侵犯了知识版权严重损害了声誉,2021/8/5,https://tousu.sina.com.cn/complaint/view/17354321428/,处理中
超市门口领免费口罩被保险,泰康保险集团,作出处罚,忘了带口罩，银座超市门口领取了一只免费口罩结果被保险了，过了一阵发来一张保单。莫名其妙。超市，保险公司，微信什么合作关系？打保险公司电话打了无数遍也打不通。要求退保及道歉。,2021/7/26,https://tousu.sina.com.cn/complaint/view/17354190914/,已完成
滴滴平台欺骗监管部门,滴滴出行客服,改善服务,滴滴平台给无证车辆派单，疫情期间不戴口罩的私家车跑滴滴是多么可怕的事情,2021/8/3,https://tousu.sina.com.cn/complaint/view/17354292179/,已完成
防疫口罩质量不合格,阿里客服,"退款,赔偿,解释",防疫口罩没有鼻夹，质量不合格，违反了国家规定标准，且该商品在我购买后现已下架,2021/8/4,https://tousu.sina.com.cn/complaint/view/17354304070/,处理中
2020-01-22购买的KN95口罩预期一年半未发货,京东客服,"赔偿,发货",2020-01-22购买的5*3共15个KN95口罩预期一年半未发货，商家以同款无货为理由迟迟未发货，投诉过客服，本人不同意退款，要求无货可以发类似款KN95口罩，客服以会向上反馈为由迟迟未发货。要求尽快发货，并赔偿一年半以上的发货等待时间。,2021/8/2,https://tousu.sina.com.cn/complaint/view/17354279481/,已完成
司机全程未佩戴口罩,腾讯地图,"退款,赔偿,处罚",腾讯地图app中乘坐滴滴打车车辆的司机全程没有佩戴口罩，无视平台规定和上车佩戴口罩的语音提醒，此次乘坐该司机车辆给本人造成极大的安全隐患，本人全程佩戴口罩直到终点，司机却不佩戴口罩，藐视他人的身体健康，希望平台重视本人以及每一位乘客的身体健康，平台应该加大监管力度要求每一位司机服务乘客时必须佩戴口罩...,2021/7/15,https://tousu.sina.com.cn/complaint/view/17354029342/,已完成
顾客进店泉源堂员工辱骂顾客,泉源堂大药房,道歉,我当时进店去买消炎药被泉源堂的员工辱骂让我往出滚，我问为什么她说我没有带口罩当时我看见他也带的口罩都在下颚下，对口鼻都没有遮盖我说你带的口罩和不带有什么区别结果就被骂了，说我是瞎子，就这样骂了我五六分钟，中途我也学他骂他是瞎子，这样的药店有谁人敢去买药我也安维权我要让他给我道歉我要让泉源堂公司出...,2021/7/25,https://tousu.sina.com.cn/complaint/view/17354167351/,处理中
未履行承诺,抖音短视频,"退款,赔偿,道歉,作出处罚",商家出售假冒品牌奥运同款口罩， 12315当地工商已经受理，处罚商家， 但是平台未能履行平台承诺 不给退款，也不给予相对应的赔偿,2021/8/28,https://tousu.sina.com.cn/complaint/view/17354669916/,已回复
正品厂商官网通告为假货，平台却不认可假货,阿里客服,"退款,赔偿",收到货后刷新闻时无意刷到这个新闻，然后我就去网上查了，说是卖的奥运口罩全是假货，并且上面说违规使用国旗图案已经涉嫌违法，平台却予以包庇,2021/8/19,https://tousu.sina.com.cn/complaint/view/17354524850/,处理中
拼多多平台发布虚假特推,拼多多客户服务,退款,我以前经常在拼多多买口罩，这次买了，确定以后，页面跳出免单购物，但是需要先付款，现在东西我也收到了，但是和他们当时的这情况对不上，也没返还给我钱,2021/8/26,https://tousu.sina.com.cn/complaint/view/17354636637/,处理中
卖家虚假宣传 给我发的不是3d口罩,快手小客服,退款,卖家虚假宣传 发错货 给我发的不是3d口罩 联系商家不回复 我要求退货退款 然后商家承担运费 谢谢,2021/8/24,https://tousu.sina.com.cn/complaint/view/17354601006/,已完成
饿了么显示已送达，我并未收到货，联系不到客服和商家,饿了么客户关怀,退款,8月一日通过饿了么平台订购口罩50个。显示8月12号已送达，实际并未收到货，平台客服要自己联系商家处理，拨打电话一直通话中或者无人接听，联系不到商家,2021/8/31,https://tousu.sina.com.cn/complaint/view/17354709611/,已完成
健客网app虚假宣传参加新人活动购买的口罩拒不发货,健客网_网上药店,发货,2021年8月1号参加健客网app新人活动，购买了52片口罩，商家在有货的情况下拒不发货，中间多次联系客服，都说帮忙催促，但一直没有结果，敷衍了事。,2021/8/17,https://tousu.sina.com.cn/complaint/view/17354484877/,已回复
淘宝商家旺旺引导我私下交易，产品质量卫生出现问题，退货签收后拒不退款,阿里客服,"退款,赔偿,道歉,作出处罚,下架产品",21.8.23号，淘宝，淘宝店铺阿里健康大药房在我下单3天后不发货，我申请退款成功后商家强制发货，我签收后微信找我要钱，我在旺旺询问后，客服引导我进行私下交易给我他们的支付宝账号，后我给予转款。8.23日早上我打开其中一袋，拿出第一个口罩发现口罩挂耳绳已断无法使用，于晚上找客服投诉要求退货退款，给客服拍批次...,2021/9/9,https://tousu.sina.com.cn/complaint/view/17354865540/,处理中
京东里面的惊喜购物平台买了个口罩没有生产厂家信息没有合格证,京东客服,"退款,赔偿,道歉,作出处罚",本人8.1日在京东平台店铺舒梵口罩旗舰店购买了一款奥运口罩花费36元。收到货后没有生产厂家信息没有合格证。没有执行标准没有批文。完完全全就是一个三无产品。疫情当前。口罩又是抗抑物资，商家公然销售不合格产品。我的诉求是按照《中华人民共和国消费者权益保护法》第55条赔偿 在纠纷之后要求商家提供产品的基本信息...,2021/9/10,https://tousu.sina.com.cn/complaint/view/17354877442/,已回复
多个淘宝商家《森良、星宇数码店》欺诈众多客户,阿里客服,"退款,赔偿,道歉,作出处罚,改善服务,下架产品,下架涉案商家店铺",销售和实际不符合。欺骗消费者。店铺介绍口罩是四层防护收到物品是三层防护。这种店家要严肃处理。,2021/8/15,https://tousu.sina.com.cn/complaint/view/17354460521/,处理中
产品假货，质量问题,阿里客服,"退款,赔偿,道歉,作出处罚",购买口罩，产品质量不可以，淘宝不予解决任何问题！态度强硬，包括在线客服也是一样的，快递发出去了告诉不能退款,2021/8/21,https://tousu.sina.com.cn/complaint/view/17354553936/,处理中
饿了么蓝色风暴审核失败，之前的都能通过打电话给客服，客服说处理不了,饿了么客户关怀,"道歉,作出处罚,改善服务,解释",之前蓝色风暴审核都能通过，今天的失败了打电话给客服说我没有正常佩戴口罩，难道说拍照我要把全脸都要照到吗，会不会该你们说不是本人了。这简直是霸王条款！,2021/8/20,https://tousu.sina.com.cn/complaint/view/17354545504/,已回复
拼多多邦可汇医药健康旗舰店,拼多多客户服务,"退款,赔偿,道歉,作出处罚,改善服务,下架产品",别人于8.28号购买他们店内的口罩 打开来用了一会脱下来发现有虫子尸体 完全影响到我的身体健康 要求赔偿1000精神损失费和误工费 检查费,2021/9/2,https://tousu.sina.com.cn/complaint/view/17354740449/,处理中
阿里健康大药房,阿里健康,赔偿,买了个口罩 快递不更新找客服反馈 前俩天一直联系客服 然后又说补发 然后说已经补发 稍后联系订单号 现在又没有补发 还在联系快递 前后差不多10天,2021/9/2,https://tousu.sina.com.cn/complaint/view/17354742716/,处理中
天猫泡泡玛特发空包裹 且不承认 不补发,POPMART泡泡玛特,补发,我于21年8月18日0点在泡泡玛特天猫旗舰店下单了一笔“BUNNY黑白天使（随单赠送LABUBU甜蜜吊卡与口罩）”（订单号: 1376222738074660***），于21年8月19日由代收点代收并代开箱，发现里面只有赠品“口罩”并没有商品“BUNNY黑白天使”和本该与商品一起送达的“LABUBU甜蜜吊卡”，于是立即与泡泡玛特天猫旗舰店的售后客服进行反馈...,2021/8/29,https://tousu.sina.com.cn/complaint/view/17354676273/,已回复
口罩产品出现质量问题，客服无法满足投诉诉求,京东客服,"赔偿,作出处罚,改善服务",1. 2020.11.1完成一笔订单，其中包含28包振德一次性医疗口罩。在2021年8月17日拆封使用其中一包时，发现包装内口罩上有一根毛发异物，随与京东客服取得联系。 2. 联系客服后，我提出处理诉求： a. 供应商出具调查报告或声明，以确保该批次产品非批量性质量瑕疵。 b. 对于有质量问题的产品作换货处理即可。 3. 对接客...,2021/8/17,https://tousu.sina.com.cn/complaint/view/17354485276/,已完成
联系不上客服和商家,饿了么客户关怀,"赔偿,道歉,作出处罚,改善服务,解释,发货",我一直在关注我买的口罩，1号下单13号都没有给我送。我去联系商家根本打不通电话。让我留言。12我留了言我的快递信息才更新出来。货品在长沙？而且送达了？我记得是白天留言完，晚上我的货品就送达了？虚假不虚假？而且我晚上11点多投诉了。可能价格便宜吧。但是也是您们搞活动买的口罩？人家要是救命口罩怎么办？10多天...,2021/8/13,https://tousu.sina.com.cn/complaint/view/17354430370/,已完成
金牛电商买的口罩发货一直在揽收，十天了客服也是个摆设，而且无法退款我怀疑虚假发货,快手小客服,退款,金牛电商买的口罩发货一直在揽收，十天了客服也是个摆设，而且无法退款我怀疑虚假发货，八月十一日六点四十六分就买了，到现在一点动静都没,2021/8/21,https://tousu.sina.com.cn/complaint/view/17354554727/,已完成
滴滴退款恢复账号,滴滴出行客服,退款,接到订单之后等到乘客5分钟以上，乘客未带口罩，随后取消了订单，我就取消了订单，滴滴也可以联系乘客我是否有线下交易，要求滴滴退钱,2021/9/11,https://tousu.sina.com.cn/complaint/view/17354900029/,已完成
因为乘客不戴口罩乘车，被司机拒载，后来被平台被判有责，扣除服务分12分！,滴滴专车,恢复被扣服务分,司机接到平台派单后，去接乘客，到达目的地后发现乘客拒绝带口罩，而且有醉酒迹象。顾而开车离去，之后订单被乘客取消，司机依照实情向平台报备！但依旧被平台判定有责！,2021/9/15,https://tousu.sina.com.cn/complaint/view/17354959726/,已回复
客服打电话过来收取清洁费,联动云租车,"改善服务,免除清洁费",已经还车，第二天客服打电话过来说要追加清洁费，而车里只有我落下的口罩和几个空烟盒，并没有异味污渍以及难清理的东西，认为额外追加清洁费不合理。,2021/9/13,https://tousu.sina.com.cn/complaint/view/17354919131/,已回复
来回22公里，13.8块钱，,滴滴出行客服,"解释,撤销处罚",一乘客没有带口罩，来回，22公里13.8块钱，司机是出来挣钱的不是义务劳动，这还是最近的路线 ，我烧的是油不是水，也不知道你们平台怎么想的，平台多黑，拿司机不当人,2021/9/7,https://tousu.sina.com.cn/complaint/view/17354823945/,已回复
滴滴无证据随意停止司机服务3天,滴滴出行客服,"赔偿,恢复账号",本人于8月20日中午11点跑滴滴快车，严格按照平台防疫要求佩戴口罩，消毒水消毒！于傍晚7点多收到信息说我没有佩戴口罩停止服务3天。于是打电话给滴滴客服要求提供我没有佩戴口罩的证据，就是图片截图。滴滴公司说无法提供，就是系统大数据检测到。敷衍了事，让72小时内联系我，第二天联系我还是说提供不了证据！我就纳闷...,2021/8/22,https://tousu.sina.com.cn/complaint/view/17354567165/,已回复
快手金牛电商发货与实际拍下产品不符，不予退换。,快手小客服,"退款,赔偿,道歉,作出处罚",在快手平台买的口罩，拍的时候选的白色立体，结果收到的都是普通蓝色，联谊商家，商家表示让继续留着使用，未对发错货作解释，要求退款。,2021/8/13,https://tousu.sina.com.cn/complaint/view/17354430669/,已完成
漏发商品 不发货 也不退差价,阿里健康客户服务,"退款,道歉,发货",在阿里大药房购买的200份口罩 只发出50个 协商后客服说第二天补发 之后并没有不发 又说可以申请退差价 现在也拒绝我退差价 服务套服极差 客服总是推脱,2021/8/12,https://tousu.sina.com.cn/complaint/view/17354418463/,处理中
撤单退保,悟空保,撤单退保,莫名其妙扫码领口罩就给我保险 别说是什么免费的 我不需要,2021/7/21,https://tousu.sina.com.cn/complaint/view/17354120117/,已回复
商家不回复而且拉黑,阿里客服,"退款,赔偿,作出处罚,改善服务,解释",收到货之后是伪劣产品，我跟商家协调退款他不回复我，而且把我拉黑， 奥运口罩涉及到的法律问题总结 ㈠.假冒，奥运口罩为朋来制药独立设计开发，朋来制药官方已发布声明，奥运口罩仅用于捐赠给东京奥运会中国体育代表团使用，不在任何网络平台销售。 ㈡.伪劣 部分小厂家生产的奥运口罩无合格证、生产日期、生产批号、...,2021/8/18,https://tousu.sina.com.cn/complaint/view/17354507238/,处理中
金牛电商，黑心商家挂羊头卖狗肉,快手小客服,退款,商家虚假广告，发来的口罩跟她宣传的就不是一个东西，而且质量很差，申请退款也不同意，客服也拖着不回复，就回复了一个商品升级了，我想问他你家商品升级成次品了吗？,2021/8/13,https://tousu.sina.com.cn/complaint/view/17354429917/,已回复
商家名:可爱生活杂货铺,拼多多客户服务,"赔偿,道歉,作出处罚",商家出售无授权奥运口罩，找他协商解决问题态度恶劣，到平台投诉之后商家深夜打电话来辱骂消费者,2021/8/11,https://tousu.sina.com.cn/complaint/view/17354397621/,处理中
购买口罩将近一个月未到货，投诉淘宝却被反复哄骗,阿里客服,作出处罚,本人于7.31日购买口罩100只，大概8.9号显示快递到达杭州从此再无动向，8.17我申请退款后向淘宝投诉，客服承诺1-2天专员给投诉结果，但是直到今天都没给结果。今日再次投诉，淘宝客服先是反复让我填写投诉申请，再后来以不可抗拒力因素结束了我的投诉，我想问8.9-8.17杭州发生了什么不可抗因素让物流滞留这么久，没有任何...,2021/8/22,https://tousu.sina.com.cn/complaint/view/17354569217/,处理中
欺诈消费者，三无产品,拼多多客户服务,赔偿,本人从拼多多购买了一东京奥运会口罩，后面发现这口罩为 假冒伪劣产品，无中国奥运会援权，国旗使用违法规定无生产厂名，无生产厂址，无生产卫生许可证编号，根据《消费者权益保护法》第五十五条规定：经营者提供商品或者服务有欺诈行为的，应当按照消费者的要求增加赔偿其受到的损失，增加赔偿的金额为消费者购买商品的...,2021/8/21,https://tousu.sina.com.cn/complaint/view/17354560205/,处理中
退货问题,饿了么客户关怀,退款,疫情期间购买的口罩，发货中通快递又给退回去了，那为什么不给我退货？饿了么连客服都没有，这也太差劲了。,2021/8/27,https://tousu.sina.com.cn/complaint/view/17354649076/,已回复
高德地图打车投诉司机,高德地图客户服务团队,"解释道歉,赔偿",1.司机绕路4公里；2.司机不佩戴口罩；3.司机开车抽烟。以上情况反馈高德客服，说48小时内给回复，已反复催促过4遍，均未得到回复,2021/8/25,https://tousu.sina.com.cn/complaint/view/17354610561/,已完成
没发货，确交易成功。物流信息查不到点不开,快手小客服,退款,买了口罩，一直没发货，物流信息也没有，单号也没有信息，现在物流信息都点不开了，联系客服也不理人，打电话一直通话中，最可恨的是交易成功了！东西没收到怎么就交易成功？,2021/8/21,https://tousu.sina.com.cn/complaint/view/17354554319/,已完成
6年会员自动扣款，不能退款,百度网盘技术支持,退款,当时手机拿着手机，戴着口罩看了一眼手机，直接支付成功了1648元，一看是百度网盘吴磊6年会员，打客服说不能退款，让反馈呢，反馈没有回音,2021/8/22,https://tousu.sina.com.cn/complaint/view/17354572183/,已回复
阿里健康大药房漏发口罩，踢皮球不解决，还发货不实,阿里健康客户服务,退款,在淘宝阿里健康大药房买200只无菌可孚口罩，只发了50个非无菌的，漏发了150个，从8号开始，天天踢皮球，不解决，看了评论才知道，大家都遇到这个问题。,2021/8/19,https://tousu.sina.com.cn/complaint/view/17354530794/,处理中
快手金牛电商网红口罩虚假宣传货不对版客服不处理不回复,快手小客服,"退款,赔偿,道歉,作出处罚,改善服务,解释,退货,下架产品,修改宣传内容",上星期快手金牛电商上买了一批口罩。商家虚假宣传带货货不对版。客服不回复不处理。诱导消费者完成收货确认。行为极其恶劣,2021/8/20,https://tousu.sina.com.cn/complaint/view/17354535805/,已完成
