	日期	事件标题	国家	区域	消费品名称	涉及的消费品数量	伤害事件	事件来源	消费品一级类别	消费品二级类别	链接	伤害类型	严重程度	伤害类别	消费品危害类型	消费品一级危害类型	消费品二级危害类型	消费者年龄	消费者受教育程度	消费者职业	健康状况	消费品问题部件	尺寸	绳索及类似物	不透气	填充物	锐利边缘	部件空隙或开口	尖角	光滑表面	粗糙表面	小零件	昼夜	温度	湿度	海拔	稳定性	腐蚀性	速度	腐蚀物	坎坷	爬坡	下坡	地面摩擦	斜坡	楼梯	灰尘	静电	辐射	警示标识缺失	高温表面	高温液体	高温气体	低温表面	低温液体	低温气体	明火	高低电压	过热	漏电	短路	接触不良	铁芯发热	散热不良	稳定性噪音危害	变动性噪音危害	脉冲性噪音危害	爆炸性气体	爆炸性粉尘	爆炸性喷雾	聚合爆炸	蒸发爆炸	液体混合爆炸	爆炸性化合物	固体爆炸性物质	爆炸性气体	旋转部件牵扯	飞行物体撞击	移动部件挤压	机械稳定性	机械强度	弹性组件失控	压力空间失控	热辐射危害	激光辐射	紫外线辐射	X光线辐射	高频电磁辐射	低频电磁辐射	甲醛	乙醛	丙烯醛	其它有毒醛类	蒽类化合物	菲类化合物	芘类化合物	其它有毒芳香稠环类化合物类	N-杂环化合物	S-杂环化合物	O-杂环化合物	其它有毒杂环类化合物	有机氟化物	有机氯化物	有机溴化物	其它有毒有机氯化物	一氧化氮	一氧化碳	氯气	臭氧	氯化氢	硫化氢	其它有毒气体	砷	镉	铬	铜	汞	镍	铅	其它有毒重金属及其化合物	硫酸	盐酸	氢氧化钠	其它有毒酸碱类物	氢氰酸	氰化钾	氰化氢	其它无机氰化物	尘螨	蛔虫卵	绦虫卵	其它寄生虫危害	甲肝病毒	甲型流感病毒	轮状病毒	禽流感病毒	其它原生微生物危害	皮肤癣真菌	着色真菌	孢子丝菌	新生隐球菌	假丝酵母菌	曲霉	毛霉	卡氏肺孢菌	其它真核细胞微生物危害	大肠杆菌	沙门氏菌	副溶血性弧菌	金黄色葡萄球菌	腊样芽孢肝菌	其它原核细胞微生物危害
82	20190527	华晨宝马汽车有限公司、宝马（中国）汽车贸易有限公司召回部分国产及进口宝马汽车	中国	不详	国产及进口宝马汽车	1	华晨宝马汽车有限公司、宝马（中国）汽车贸易有限公司决定自2019年8月30日起召回以下汽车，共计319045辆。 （一）华晨宝马汽车有限公司 召回2005年7月12日至2011年10月29日期间生产的部分国产华晨宝马325i、520Li、523i、523Li、525i、525Li、528Li、530i及530Li汽车，共计174027辆  （二）宝马（中国）汽车贸易有限公司 召回2005年2月23日至2011年9月28日期间生产的部分进口宝马130i、325i、328i、330i、520i、523i、525i、528i、530i、630i、730Li、X1、X3、X5及Z4汽车，共计145018辆。  本次召回范围内车辆的发动机曲轴箱通风管道加热器（PCV加热器）因材料及制造原因，加热器内部元件在长期使用后可能因水汽腐蚀而导致接触电阻增大，造成加热器工作时其塑胶壳体可能过热熔损，增大了车辆起火的风险，存在安全隐患。华晨宝马汽车有限公司、宝马（中国）汽车贸易有限公司将为召回范围内的车辆免费更换改进后的PCV加热器，如有必要同时更换周边受损零件，以消除安全隐患。 华晨宝马汽车有限公司、宝马（中国）汽车贸易有限公司此外，也可拨打国家市场监督管理总局缺陷产品管理中心热线电话010-59799616，反映召回活动实施过程中的问题或提交缺陷线索。 	召回	交通工具及相关产品	空	https://dpac.samr.gov.cn/qczh/gnzhqc/201905/t20190527_83967.html	烧伤,烫伤,电击伤	2	人身安全	物理危害	高/低温物质危害,电气危害	高温物质危害,触电危害	未知	未知	未知	未知	发动机,曲轴	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	是	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
83	20190517	现代汽车（中国）投资有限公司召回部分进口现代飞思汽车	中国	不详	进口现代飞思汽车	1	 现代汽车（中国）投资有限公司决定自2019年6月17日起，召回2012年4月5日至2014年8月28日生产的部分进口现代飞思汽车，共计6620辆。 本次召回范围内的车辆由于发动机ECU管理软件设计缺陷，部分车辆发动机在正常点火之前发生提前燃烧，可能损坏发动机，造成发动机熄火，极端情况下车辆可能发生火灾，存在安全隐患。现代汽车（中国）投资有限公司将对召回范围内的车辆免费升级发动机ECU管理软件，以消除安全隐患。 	召回	交通工具及相关产品	空	https://dpac.samr.gov.cn/qczh/gnzhqc/201905/t20190517_83793.html	烧伤	2	人身安全	物理危害	高/低温物质危害	高温物质危害	未知	未知	未知	未知	发动机,熄火	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
84	20190510	沃尔沃汽车销售（上海）有限公司召回部分进口XC90汽车	中国	上海	沃尔沃汽车	1	 沃尔沃汽车销售（上海）有限公司决定自2019年6月19日起，召回2014年8月27日至2016年4月24日期间生产的部分进口2016款沃尔沃XC90汽车，共计6223辆。 本次召回范围内的车辆由于设计原因,长期使用情况下发动机冷却液泄放软管可能破裂，造成冷却液泄漏，极端严重情况下泄漏的冷却液在高温的排气系统附近积聚，可能引起发动机舱起火,存在安全隐患。沃尔沃汽车销售（上海）有限公司将对召回范围内的车辆免费更换改进后的泄放软管，以消除安全隐患。 冷却液泄漏时驾驶员仪表处的提示灯会点亮，并出现冷却液液位偏低的信息提示。用户如果发现冷却液液位低，应尽快联系沃尔沃授权维修站进行检查。用户在召回行动开始后应尽快联系经销商进行维修。 沃尔沃汽车销售（上海）有限公司此外，也可拨打国家市场监督管理总局缺陷产品管理中心热线电话010-59799616，反映召回活动实施过程中的问题或提交缺陷线索。 	召回	交通工具及相关产品	空	https://dpac.samr.gov.cn/qczh/gnzhqc/201905/t20190510_83651.html	烧伤,烫伤	2	人身安全	物理危害	高/低温物质危害	高温物质危害	未知	未知	未知	未知	发动机,驾驶,冷却液	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
85	20190505	上汽通用汽车销售有限公司召回部分进口凯迪拉克CTS汽车	中国	不详	进口凯迪拉克CTS汽车	1	 上汽通用汽车销售有限公司决定自即日起，召回2013年8月16日至2015年5月26日生产的部分进口2014至2015年款凯迪拉克CTS汽车，共计983辆。 本次召回范围内车辆，由于座椅加热功能软件设定不够完善，在寒冷环境下远程启动车辆并开启座椅加热功能时，可能导致座椅局部过热，极端情况下可能造成座椅表面热熔，存在安全隐患。上汽通用汽车销售有限公司将为召回范围内的车辆免费升级车身控制模块软件，以消除安全隐患。 上汽通用汽车销售有限公司此外，也可拨打国家市场监督管理总局缺陷产品管理中心热线电话010-59799616，反映召回活动实施过程中的问题或提交缺陷线索。 	召回	交通工具及相关产品	空	https://dpac.samr.gov.cn/qczh/gnzhqc/201905/t20190505_83493.html	烫伤	2	人身安全	物理危害	电气危害	触电危害	未知	未知	未知	未知	车身,座椅加热	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
86	20190505	长安福特汽车有限公司召回部分福睿斯汽车	中国	河北	福睿斯汽车	1	 长安福特汽车有限公司决定自2019年5月6日起，召回2018年9月1日至2018年12月15日期间生产的部分2019年款福睿斯汽车，共计19070辆。 本次召回范围内的部分车辆，由于启动电机线束固定卡问题，当发生正面碰撞事故时，如发动机冷却风扇电机向后溃缩并挤压到启动电机线束，可能导致该线束被固定卡安装螺柱损伤，极端情况下可能引起线路短路并产生起火风险，存在安全隐患。长安福特汽车有限公司将为召回范围内的车辆免费更换符合设计要求的启动电机线束固定卡，以消除安全隐患。库存车辆将在消除缺陷后再进行销售。 长安福特汽车有限公司将通过授权福特品牌经销商以挂号信、电话或短信的方式主动通知	召回	交通工具及相关产品	空	https://dpac.samr.gov.cn/qczh/gnzhqc/201905/t20190505_83485.html	挤压伤,烧伤,电击伤	2	人身安全	物理危害	高/低温物质危害,电气危害	高温物质危害,触电危害	未知	未知	未知	未知	发动机	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
87	20190408	法拉利汽车国际贸易（上海）有限公司召回部分进口GTC4Lusso、GTC4Lusso T、488 GTB、488 Spider、488 Pista和812 Superfast汽车	中国	上海	进口GTC4Lusso、GTC4Lusso T、488 GTB、488 Spider、488 Pista和812 Superfast汽车	1	法拉利汽车国际贸易（上海）有限公司自2019年5月22日起，召回以下车辆。 （一）2016年7月13日至2018年12月6日期间生产的部分进口GTC4Lusso和GTC4Lusso T汽车，共计167辆。  本次召回范围内的车辆，由于车门拉索的布置会对车门锁机构产生张力，可能导致拉索固定卡槽断裂，并阻碍使用外部门把手打开车门，在紧急情况下会增加驾驶员或乘员受伤的风险，存在安全隐患。法拉利汽车国际贸易（上海）有限公司将免费为召回范围内的车辆更换新的车门拉索、采用防止误操作的车门拉索布置以及更换新的车门锁，以消除安全隐患。 （二）2017年11月2日至2018年10月11日期间生产的部分进口GTC4Lusso、GTC4Lusso T、488 GTB、488 Spider、488 Pista和812 Superfast汽车，共计357辆。  本次召回范围内的车辆，由于供应商的制造工艺不合格，造成燃油蒸汽分离器连接部位强度不足。当车辆行驶在颠簸路面时，燃油蒸汽分离器连接部位可能出现剥离，导致燃油蒸汽泄漏，在有点火源的情况下，严重泄漏的燃油蒸汽会增加车辆着火的风险，存在安全隐患。法拉利汽车国际贸易（上海）有限公司将免费为召回范围内的车辆更换新的燃油蒸汽分离器，以消除安全隐患。 法拉利汽车国际贸易（上海）有限公司此外，也可拨打国家市场监督管理总局缺陷产品管理中心热线电话010-59799616，反映召回活动实施过程中的问题或提交缺陷线索。 	召回	交通工具及相关产品	空	https://dpac.samr.gov.cn/qczh/gnzhqc/201904/t20190408_83012.html	烧伤	2	人身安全	物理危害	机械危害	潜在能量危害	未知	未知	未知	未知	车门,驾驶	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
88	20190312	保时捷（中国）汽车销售有限公司召回部分进口718 Cayman（凯曼）、718 Boxster（博斯特）、Panamera（帕那美拉）和Cayenne（凯宴）汽车	中国	不详	进口718 Cayman（凯曼）、718 Boxster（博斯特）、Panamera（帕那美拉）和Cayenne（凯宴）汽车	1	保时捷（中国）汽车销售有限公司召回部分进口718Cayman（凯曼）、718 Boxster（博斯特）、Panamera（帕那美拉）和Cayenne（凯宴）汽车。具体如下 （一）自2019年3月25日起，召回2016年3月2日至2019年2月14日期间生产的部分进口2017-2019款718Cayman（凯曼）、718 Boxster（博斯特）系列汽车，共计15942辆。 本次召回范围内的车辆，当车辆前部发生严重的事故碰撞时，车辆前部左右两侧的下部纵梁可能穿透前部挡板，造成燃油箱破损，极端情况下导致燃油泄漏，增加车辆起火风险，存在安全隐患。保时捷（中国）汽车销售有限公司将为召回范围内的车辆免费加固车辆前部左右两侧的下部纵梁，以消除安全隐患。  （二）自2019年3月12日起，召回2016年9月8日至2018年6月27日期间生产的部分进口2017-2018款Panamera（帕那美拉）和2019款Cayenne（凯宴）汽车，共计34290辆。 本次召回范围内的车辆，由于组合仪表软件的错误，当制动衬片磨损至极限时，组合仪表无法正确地持续显示黄色的制动警示信息，增加车辆发生碰撞的风险，存在安全隐患。保时捷（中国）汽车销售有限公司将为召回范围内的车辆免费升级组合仪表软件，以消除安全隐患。  保时捷（中国）汽车销售有限公司此外，也可拨打国家市场监督管理总局缺陷产品管理中心热线电话010-59799616，反映召回活动实施过程中的问题或提交缺陷线索。 	召回	交通工具及相关产品	空	https://dpac.samr.gov.cn/qczh/gnzhqc/201903/t20190312_82586.html	烧伤	2	人身安全	物理危害	高/低温物质危害	高温物质危害	未知	未知	未知	未知	燃油箱,油箱,组合仪表	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
89	20190228	一汽-大众汽车有限公司召回部分装备V6 TFSI发动机的进口和国产奥迪汽车	中国	不详	国产奥迪A6L汽车	1	一汽-大众汽车有限公司将自2019年4月4日起，召回部分装备V6 TFSI发动机的进口和国产奥迪汽车，共计70139辆。具体如下 一、2014年3月17日至2018年1月31日生产的进口奥迪A5、A5 cabriolet、S5、A6、A6 Allroad、A7、A8L、Q7汽车，共计57199辆  二、2015年3月2日至2018年3月14日生产的国产奥迪A6L汽车，共计12940辆。  本次召回范围内的车辆，由于在供应商制造过程中发动机低压油轨零件的塑料焊接工艺不稳定，可能造成低压油轨密封性降低。车辆长期使用后，可能从低压油轨尾盖处渗出燃油，如果遇到火源可能导致起火，存在安全隐患。一汽-大众汽车有限公司将为召回范围内的车辆免费更换改进后的发动机低压油轨，以消除安全隐患。 一汽-大众汽车有限公司此外，也可拨打国家市场监督管理总局缺陷产品管理中心热线电话010-59799616，反映召回活动实施过程中的问题或提交缺陷线索。 	召回	交通工具及相关产品	空	https://dpac.samr.gov.cn/qczh/gnzhqc/201902/t20190228_82342.html	烧伤	2	人身安全	物理危害	高/低温物质危害	高温物质危害	未知	未知	未知	未知	发动机	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	否	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
90	20190215	一汽-大众汽车有限公司召回部分进口奥迪A6 Hybrid汽车	中国	不详	进口奥迪A6 Hybrid汽车	1	 一汽-大众汽车有限公司决定自即日起，召回2014年7月2日至2014年9月17日生产的部分进口2014年款奥迪A6 Hybrid汽车，共计13辆。 本次召回范围内部分车辆，由于生产过程中空调辅助加热元件的插头没有完全插入扣紧，插头和插座接触不完全形成过高的电阻，造成插头过热，可能导致烧蚀或起火，存在安全隐患。一汽-大众汽车有限公司将委托奥迪特许经销商免费为召回范围内的车辆检查和正确插接辅助加热元件的插头，对有熔蚀现象的辅助加热元件和线束插头进行更换，以消除安全隐患。  	召回	交通工具及相关产品	空	https://dpac.samr.gov.cn/qczh/gnzhqc/201902/t20190215_82125.html	烧伤,烫伤	2	人身安全	物理危害	高/低温物质危害,电气危害	高温物质危害,触电危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
91	20190125	玛莎拉蒂（中国）汽车贸易有限公司扩大召回部分进口2014和2015年款总裁、吉博力汽车	中国	不详	进口2014和2015年款总裁、吉博力汽车	1	玛莎拉蒂（中国）汽车贸易有限公司将自即日起，扩大召回部分进口2014和2015年款总裁、吉博力汽车，共计4336辆。具体如下 （一）2013年3月22日至2015年6月17日期间生产的总裁汽车，共计3282辆  （二）2013年9月27日至2015年6月11日期间生产的吉博力汽车，共计1054辆。  本次召回范围内的车辆，供应商对低压燃油输送管路的组装不规范。可能造成低压燃油输送管路连接处渗漏燃油，如果遇到火源可能导致起火，存在安全隐患。玛莎拉蒂（中国）汽车贸易有限公司将为召回范围内的车辆免费更换合格的低压燃油输送管路，以消除安全隐患。 本次召回活动是2017年2月17日发布的《玛莎拉蒂（中国）汽车贸易有限公司召回部分进口2014和2015年款总裁和吉博力汽车》召回活动的扩大召回。扩大召回原因为在全球范围内接到更多类似案例并进行分析后，玛莎拉蒂确认其它车架号区间的车辆也可能涉及前述问题。 玛莎拉蒂（中国）汽车贸易有限公司此外，也可拨打国家市场监督管理总局缺陷产品管理中心热线电话010-59799616，反映召回活动实施过程中的问题或提交缺陷线索。 	召回	交通工具及相关产品	空	https://dpac.samr.gov.cn/qczh/gnzhqc/201901/t20190125_81685.html	烧伤	2	人身安全	物理危害	高/低温物质危害	高温物质危害	未知	未知	未知	未知	车架	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
92	20190115	克莱斯勒（中国）汽车销售有限公司召回部分进口大捷龙汽车	中国	不详	进口大捷龙汽车	1	 克莱斯勒(中国)汽车销售有限公司决定自即日起，召回2018年8月21日至2018年9月12日期间生产的部分2018年款插电混动版大捷龙（Pacifica PHEV）汽车，共计24辆。 本次召回范围内部分车辆，在某些自动重启情况下（车辆已经在混合动力推进模式下运行，汽油发动机试图重启以接管动力系统），发动机可能出现360度不同步，动力总成控制模块软件对这种误同步的检测不是最优化的。在这种情况下，混合动力推进系统中电动机将继续旋转推动发动机，可能导致大量未燃烧燃料进入催化转换器并可能被点燃。不同步的发动机可能导致动力损失和/或潜在的火灾，动力损失可能导致没有预警的车辆碰撞，火灾可增加乘员和车外人员受伤的风险，存在安全隐患。克莱斯勒(中国)汽车销售有限公司将免费为召回范围内车辆更新动力总成控制模块的软件，检查并在需要时更换催化转换器，以消除安全隐患。 克莱斯勒(中国)汽车销售有限公司此外，也可拨打国家市场监督管理总局缺陷产品管理中心热线电话010-59799616，反映召回活动实施过程中的问题或提交缺陷线索。  	召回	交通工具及相关产品	空	https://dpac.samr.gov.cn/qczh/gnzhqc/201901/t20190115_81540.html	烧伤	2	人身安全	物理危害	高/低温物质危害	高温物质危害	未知	未知	未知	未知	发动机,总成	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
93	20181229	大众汽车（中国）销售有限公司、上汽大众汽车有限公司和一汽-大众汽车有限公司召回部分进口途威汽车、部分国产途观 L 汽车和部分国产迈腾汽车	中国	不详	进口途威汽车、	1	大众汽车（中国）销售有限公司、上汽大众汽车有限公司和一汽-大众汽车有限公司决定自2019年1月25日起召回以下车辆，共计357013辆。 （一）大众汽车（中国）销售有限公司2016年8月18日至2018年6月7日期间生产的部分进口2017-2018年款途威系列汽车，共计10455辆  （二）上汽大众汽车有限公司2016年10月26日至2018年7月27日期间生产的部分国产2016-2018年款途观L汽车，共计303386辆  （三）一汽-大众汽车有限公司2015年11月30日至2018年6月29日期间生产的部分国产2015-2018年款迈腾汽车，共计43172辆。  本次召回范围内部分车辆，水可能进入天窗氛围灯模块并导致短路，增加起火风险，存在安全隐患。大众汽车（中国）销售有限公司、上汽大众汽车有限公司和一汽-大众汽车有限公司将免费为召回范围内的车辆在天窗氛围灯模块上安装带有保险丝的适配器，以消除安全隐患。 大众汽车（中国）销售有限公司、上汽大众汽车有限公司和一汽-大众汽车有限公司此外，也可拨打国家市场监督管理总局缺陷产品管理中心热线电话010-59799616，反映召回活动实施过程中的问题或提交缺陷线索。  	召回	交通工具及相关产品	空	https://dpac.samr.gov.cn/qczh/gnzhqc/201812/t20181229_81260.html	烧伤,电击伤	2	人身安全	物理危害	高/低温物质危害,电气危害	高温物质危害,触电危害	未知	未知	未知	未知	未知	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
94	20181221	宝马（中国）汽车贸易有限公司扩大召回部分进口X5柴油版汽车	中国	不详	进口X5柴油版汽车	1	 宝马（中国）汽车贸易有限公司扩大召回2015年7月14日至2016年1月14日期间生产的28台进口宝马X5柴油版车辆。同此前宣布召回的939台车辆合并，总计967辆，同时于即日起开始召回。 本次召回范围内车辆装备柴油发动机废气再循环（EGR）系统，其EGR冷却器可能因内部泄漏产生可燃胶状物。若胶状物长期大量堆积，可能在发动机长时间高负荷工况下被引燃，最终引发进气管路部件烧蚀或起火，存在安全隐患。 宝马（中国）汽车贸易有限公司将免费为召回范围内的车辆更换EGR冷却器同时检查EGR冷却器，如果冷却器内有凝结物，则还需要更换进气混合管路，以消除安全隐患。 本次召回为2018年9月23日公布的相同召回的扩大，扩大原因为此前召回车辆范围存在遗漏，同时召回维修方案有调整。 宝马（中国）汽车贸易有限公司此外，也可拨打国家市场监督管理总局缺陷产品管理中心热线电话010-59799616，反映召回活动实施过程中的问题或提交缺陷线索。 	召回	交通工具及相关产品	空	https://dpac.samr.gov.cn/qczh/gnzhqc/201812/t20181221_81096.html	烧伤	2	人身安全	物理危害	高/低温物质危害	高温物质危害	未知	未知	未知	未知	柴油发动机,发动机,废气再循环	未知	未知	否	未知	未知	未知	未知	未知	未知	未知	未知	空	空	空	空	否	空	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	是	未知	未知	未知	未知	无	无	无	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	未知	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无	无
