序号,事件标题,日期,链接,数据来源,投诉对象,投诉要求,投诉内容,投诉进度
370,小刀电动车骑行过程中轮胎突然没气,2021-08-15,https://tousu.sina.com.cn/complaint/view/17354455752/,投诉,小刀电动车官方,"赔偿解释,道歉,维修,赔偿费用",八月十一号我在拼多多百亿补贴购买的小刀电动车，八月十四号到货。骑行大约一公里轮胎突然没气，导致我三处摔伤。 联系售后，说我收到货没有检查好，原本轮胎是有气的就骑行过程中突然没气，而且我问他了解车的时候，从头至尾都没有说车是没有气的要去打气。 售后给出的答复是修车费多少，提前跟他们协商解决，然后我的...,处理中
371,电动车网络异常,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355363646/,投诉,青桔单车官方微博,"退款,改善服务",我要上课，但是我还车还了5分钟一直网络异常，截图有我网络，我的网是满格的,已回复
372,美团电动车乱扣费,2021-10-23,https://tousu.sina.com.cn/complaint/view/17355547548/,投诉,美团网客服小美,撤销处罚,使用美团电动车 提示骑出运营区后立马返回归还到运营区 结果还是扣了20元 觉得很不合理,已完成
373,电动车押金,2021-10-02,https://tousu.sina.com.cn/complaint/view/17355228666/,投诉,筋斗云出行,退款,都是微信信用分来分的，现在把押金退回来一直没有动静，这样得共享产品为什么一直存在？是显得我们好欺负还是国家法律不够明确？,已回复
374,8月26日在哈啰车服电动车旗舰店买的电动车电机与实际宣传不符。,2021-09-15,https://tousu.sina.com.cn/complaint/view/17354955720/,投诉,哈啰出行客服,退款,8月26日与朋友几乎同一时间在哈啰车服电动车旗舰店购买了同一型号的电动车，显示除了颜色之外其他的配置都是完全相同。但是后来在实际的行驶途中发现，我的车子行驶速度比我朋友的慢很多，后来去线下哈啰服务店进行检查，发现我的电机和朋友的电机不同，这就导致了电动车的速度差很多。后来我发现我的电机是老版的，旗舰...,已回复
375,惠多省津贴卡进行虚假宣传,2021-09-25,https://tousu.sina.com.cn/complaint/view/17355128735/,投诉,惠多省津贴卡,退款,利用抖音极速版进行19.9元抢电动车的虚假宣传,已完成
376,惠多省电动车,2021-10-29,https://tousu.sina.com.cn/complaint/view/17355640016/,投诉,惠多省津贴卡,退款,有一广告说我中将付19.9元得电动车一辆我已付款现要求退款,已回复
377,我电动车胎爆了,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355699161/,投诉,达达客户服务,退费,我是聋哑人我车胎爆了不走，我急找师傅在修理好超时，我骑车好去送过了 望平台人 谢谢,已回复
378,电动车有质量问题,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355706773/,投诉,京东客服,退款,在京东的爱玛雷利来店买的爱玛电动车，10月26日晚送到货，骑了几天一直后轮有异响，去附近的专卖店检查，飞轮有问题，需要更换，跟商家协商不想要了，想退，商家不退不换，说飞轮是非质保零件。电动车已经上牌，不满7天，可以用7天无理由退货那？,已回复
379,关于电动车质量问题,2021-10-26,https://tousu.sina.com.cn/complaint/view/17355590435/,投诉,阿里客服,"换货,维修",去年双11活动的时候买的电动车，至今没有一年，厂家承诺可以跑95km，现在连10km都跑不完，充电器不能使用，电池出现鼓包等质量问题，找商家协商，商家一直置之不理！根据商家的承诺，商家应该更换我的电池和充电器！下图是商家的宣传承诺？,处理中
380,宝岛牌电动车,2021-10-29,https://tousu.sina.com.cn/complaint/view/17355639245/,投诉,京东客服,"退款,赔偿,退货,换货,下架产品",京东链接上是宝岛牌四轮电动车，收到的是无车标三无产品，买时讲好是超威电池，收到是万洋杂牌电池，挂羊头买狗肉，投诉京东天天说专员处理中，一天二个电话等待,已回复
381,闲鱼购买电动车质量问题严重，要求卖家退货退款直接失联，申请退款投诉闲鱼不受理,2021-10-05,https://tousu.sina.com.cn/complaint/view/17355280094/,投诉,闲鱼官方客服,"退款,作出处罚,退货",闲鱼购买电动车，对方表示才买一年基本全新，电池也都是好的，线下提车时反复催促确认收货，第一次用闲鱼不知道确认收货后有任何问题闲鱼竟然都不管。第二天到电动车专卖店检查，检查后发现电动车实际破损严重，已经不建议骑了。电池已经坏了，4块电池都粘一起了，轮胎也坏了，前车架连接的地方也有问题。给卖家打电话发...,处理中
382,被饿了么招聘兼职骑手忽悠在美团上贷款分期买电动车,2021-10-25,https://tousu.sina.com.cn/complaint/view/17355545987/,投诉,美团网客服小美,"退款,赔偿,道歉,作出处罚,改善服务",美团和饿了么虚假宣传，无视消费者的权利，起因是由于我家属在今年合肥市经开区大学城附近4月份被美团和饿了么在网上发布的招募兼职骑手，然后我家属就去那个站点公司被忽悠在美团贷款4100元分期买了 一辆电动车（电动车实际价格1800-2000），不分期电动车不给兼职做骑手，然后合同写明每月租金400元，这完全就是欺诈，...,已回复
383,多扣一个月押金不予退还,2021-10-13,https://tousu.sina.com.cn/complaint/view/17355403329/,投诉,人人租机网,退款,在人人租机上租电动车，显示只能租三个月，商家说两个月也可以到时候还完车帮我取消，九月六日归还电动车，又扣了第三个月租金，联系商家，商家说会退还给我，拖到现在一直没有退还,已回复
384,买的电动车充电器用两次电池充胀了,2021-09-19,https://tousu.sina.com.cn/complaint/view/17355024364/,投诉,拼多多客户服务,"赔偿,道歉,作出处罚",买的电动车充电器，充了两次电动车电池就充坏了，坏了一直没骑，昨天去车行才发现充电器把电池充坏了，花了三百多换了一组新的。拼多多客服不解决。,处理中
385,富兴电动车厂,2021-10-22,https://tousu.sina.com.cn/complaint/view/17355541895/,投诉,拼多多客户服务,"退款,作出处罚",我十月十八号下的单，物流，一直显示，正在通知百世快运取件，并没有任何其他物流信息，由于发货太慢，我已经在当地买好了电动车，22号晚上十点钟，我要求退单，联系客服，他却要收取我100多元的退货快递费，我认为这笔钱不合理，希望商家可以全额退款,处理中
386,电动车充电费用,2021-09-28,https://tousu.sina.com.cn/complaint/view/17355173392/,投诉,中国铁塔,赔偿解释,钱不是多少钱，就是感觉很奇怪，第一次充电是0.35元/小时，第二次第三次充电就是0.5元/小时，都是同一辆车，为什么充电费用会不同？而且充电时间都是相同的时间充的，不会存在用电高峰的理由吧？平均一周充一次电，每次钱不多，但是时间久了钱也不是白来的吧？希望具体说明一下原因。,处理中
387,同美团平台合作，骗人贷车,2021-10-16,https://tousu.sina.com.cn/complaint/view/17355450480/,投诉,踏实消费,"停止骚扰,下架产品,销账",刚出门找工作，然后又不懂就在五八同城上看那个美团招聘。然后鸡汤去美团分站应聘的时候，被中介工作人员告知要分期付款购买一辆电动车，问我是否需要买，我认为工作会用到，一辆电动车分期下来也就2500元左右，于是答应，工作人员便拿走我的身份证和银行卡去给我办理分期，办理之前没有给我看过任何的贷款合同和协议，...,处理中
388,在一嗨租车订SUV盲盒七天，平台故意放电动车逼迫用户退单，获取高额手续费！,2021-09-30,https://tousu.sina.com.cn/complaint/view/17355212183/,投诉,一嗨租车,退款,在一嗨租车平台订了个七天的SUV盲盒 来取车的时候告诉我是电动车。谁客户出门七天用电动车啊？现在是公司人员不理睬，反正你爱要不要，客服也不管，不要自己取消订单，扣30…%900多块的手续费！ 出行七天租车平台给电动车，预订的订单里面也没有提示，到现场人家说给你分的就是这台电动车，感觉是租不出去的直接指定给我...,已回复
389,京东个人商家不履行三包，态度很差，不解决问题,2021-10-02,https://tousu.sina.com.cn/complaint/view/17355238911/,投诉,京东客服,维修,今年3月份买的电动车 车头出现各种问题 联系卖家先是让我等了好久然后 各种理由推脱，拍视频给他 始终不履行三包 电动车保修一年，且非人为损坏，客服服务态度很差 ，不解决问题，一直搁哪往我身上找问题，京东上也投诉不了（只有自营能）,已完成
390,电动车有问题,2021-09-16,https://tousu.sina.com.cn/complaint/view/17354966471/,投诉,哈啰出行客服,"退款,赔偿,道歉,改善服务",1.停车显示不在停车范围，准备开车去规定停车范围，但是电动车却开不动 2.联系人工客服数次没人接 3.故障申报也没用 这种逼迫消费者在非停车点停车的行为，属于强制消费，请给合理解释并赔偿,已完成
391,买的电动车充电器用两次电池充胀了,2021-09-19,https://tousu.sina.com.cn/complaint/view/17355024364/,投诉,拼多多客户服务,"赔偿,道歉,作出处罚",买的电动车充电器，充了两次电动车电池就充坏了，坏了一直没骑，昨天去车行才发现充电器把电池充坏了，花了三百多换了一组新的。拼多多客服不解决。,处理中
392,多扣一个月押金不予退还,2021-10-13,https://tousu.sina.com.cn/complaint/view/17355403329/,投诉,人人租机网,退款,在人人租机上租电动车，显示只能租三个月，商家说两个月也可以到时候还完车帮我取消，九月六日归还电动车，又扣了第三个月租金，联系商家，商家说会退还给我，拖到现在一直没有退还,已回复
393,电动车充电费用,2021-09-28,https://tousu.sina.com.cn/complaint/view/17355173392/,投诉,中国铁塔,赔偿解释,钱不是多少钱，就是感觉很奇怪，第一次充电是0.35元/小时，第二次第三次充电就是0.5元/小时，都是同一辆车，为什么充电费用会不同？而且充电时间都是相同的时间充的，不会存在用电高峰的理由吧？平均一周充一次电，每次钱不多，但是时间久了钱也不是白来的吧？希望具体说明一下原因。,处理中
394,同美团平台合作，骗人贷车,2021-10-16,https://tousu.sina.com.cn/complaint/view/17355450480/,投诉,踏实消费,"停止骚扰,下架产品,销账",刚出门找工作，然后又不懂就在五八同城上看那个美团招聘。然后鸡汤去美团分站应聘的时候，被中介工作人员告知要分期付款购买一辆电动车，问我是否需要买，我认为工作会用到，一辆电动车分期下来也就2500元左右，于是答应，工作人员便拿走我的身份证和银行卡去给我办理分期，办理之前没有给我看过任何的贷款合同和协议，...,处理中
395,在一嗨租车订SUV盲盒七天，平台故意放电动车逼迫用户退单，获取高额手续费！,2021-09-30,https://tousu.sina.com.cn/complaint/view/17355212183/,投诉,一嗨租车,退款,在一嗨租车平台订了个七天的SUV盲盒 来取车的时候告诉我是电动车。谁客户出门七天用电动车啊？现在是公司人员不理睬，反正你爱要不要，客服也不管，不要自己取消订单，扣30…%900多块的手续费！ 出行七天租车平台给电动车，预订的订单里面也没有提示，到现场人家说给你分的就是这台电动车，感觉是租不出去的直接指定给我...,已回复
396,京东个人商家不履行三包，态度很差，不解决问题,2021-10-02,https://tousu.sina.com.cn/complaint/view/17355238911/,投诉,京东客服,维修,今年3月份买的电动车 车头出现各种问题 联系卖家先是让我等了好久然后 各种理由推脱，拍视频给他 始终不履行三包 电动车保修一年，且非人为损坏，客服服务态度很差 ，不解决问题，一直搁哪往我身上找问题，京东上也投诉不了（只有自营能）,已完成
397,写着19.9买电动车的,2021-09-27,https://tousu.sina.com.cn/complaint/view/17355149275/,投诉,惠多省津贴卡,退款,付款19.9后没反应。进入app个人中心查询不到订单。客服联系不上,已完成
398,投诉哈啰助力车,2021-10-04,https://tousu.sina.com.cn/complaint/view/17355260995/,投诉,哈啰出行客服,退款,买了也不是一次两次了为什么总是会出现状况这一次买是昨天的时候昨天中午买了一个随心乎的30元套餐结果到了半路上电动车没有电了然后我想换车因为正好有急事附近正好没有助力车所以我只能先下车锁车之后打车去了我想要去的地方结果换车的时候说需要原车离换车的距离家近100米那我这个相当于没法使用了而且电动车没电了他...,已回复
399,慧美电动车旗舰店不承认合格证与货物不符，诱导强制追加好评,2021-10-28,https://tousu.sina.com.cn/complaint/view/17355625159/,投诉,拼多多客户服务,"赔偿,作出处罚,改善服务,解释",在慧美电动车旗舰店购买的电动车去挂牌时被告知车辆与合格证上的不符，拒绝办理，询问商家客服后坚决不承认合格证有问题，甚至要求追加好评或者自行购买靠背安装的方式来伪造,处理中
400,铁塔换电实际和描述不符付不给退款,2021-10-31,https://tousu.sina.com.cn/complaint/view/17355664172/,投诉,中国铁塔,退款,未购买套餐前铁塔换电描述说60V的电动车不需要改装加个转接线就可以了 结果购买完套餐后周围的电瓶却都是和48V的 结果我的电动车根本就无法使用 联系客服也不给退款,处理中
401,电动车有问题,2021-09-16,https://tousu.sina.com.cn/complaint/view/17354966471/,投诉,哈啰出行客服,"退款,赔偿,道歉,改善服务",1.停车显示不在停车范围，准备开车去规定停车范围，但是电动车却开不动 2.联系人工客服数次没人接 3.故障申报也没用 这种逼迫消费者在非停车点停车的行为，属于强制消费，请给合理解释并赔偿,已完成
402,虚假信息,2021-10-07,https://tousu.sina.com.cn/complaint/view/17355307196/,投诉,聚宝卡生活,退款,我打开快手，显示我有电动车图像一部待领，要我付19.9元，我便付了款。付款后查网页，什么信息沒有。打开徽信，显示我购买的商品为聚宝卡。我购买的电动车，变成了聚宝卡。故请求退款,已回复
403,踏实消费涉嫌欺诈消费者,2021-10-15,https://tousu.sina.com.cn/complaint/view/17355425044/,投诉,踏实消费,"停止骚扰,道歉赔偿/解释,处罚,撤销征信问题,销账",踏实消费不是我贷款的，是饿了嘛公司骗用我的身份证贷款说给我分期一个电动车并答应说贷款不用我处理，到最后还款日了还没给我处理，在说这利息太高了，立即给我销账，电动车已经还给他们了，贷的钱我一分钱也没有拿到,处理中
404,哈罗电动车在车管所上牌，无法查询到车架号,2021-09-29,https://tousu.sina.com.cn/complaint/view/17355191980/,投诉,哈啰出行客服,"退款,道歉,改善服务",在哈罗车服电动车旗舰店（天猫），购买一辆两轮电动车，在收到货去车管所上牌，告知公安系统查询不到车架号，地址武汉洪山区。官方客服要求我们去线下门店寻求协助，线下门店说线下没这个型号，现官方客服让等待，不予退款处理。,已完成
405,买错了电动车骑行卡，系统不给退,2021-10-07,https://tousu.sina.com.cn/complaint/view/17355305870/,投诉,青桔单车官方微博,退款,买错了电动车骑行卡，后面买回了单车骑行卡，现在两张卡，电动车骑行卡不需要。但系统不给退，这不合理。 卡没用过，并且是刚购买的申请退卡，请系统设置合理的可退换时间。,已回复
406,奥米融电动车质量,2021-09-26,https://tousu.sina.com.cn/complaint/view/17355139834/,投诉,京东客服,退款,电动车从7月17日下单到9月17日两个月时间，按收到货算不到两个月，电动车频繁出现质量问题，再这期间因为质量问题无法正常使用，导致每天出去工作打车费花费几百元，先要求商家退货退款，商家不予受理，客服从9月17日到现在也没有给解决,已回复
407,购买一辆哈啰电动车质量问题,2021-11-01,https://tousu.sina.com.cn/complaint/view/17355683156/,投诉,哈啰我的科技,"退款,改善服务,解释,道歉,赔偿,作出处罚",2021.10.14晚购买一辆电动车当晚充满电，第二天开着发现掉电很快续航有问题于是第三天开回哈啰电动车店面，店员帮我更换新的电池当晚也是充满电，第四天白天试开还是出现这个问题当晚开回店面要求退货，店员叫我打哈啰客服处理，10月17号晚拨打客服说明情况，客服说会派售后处理48小时等结果，直到10月27号才给我回复(说...,已回复
408,我在闲鱼APP买电动车，卖家虚假发货，平台不处理,2021-10-18,https://tousu.sina.com.cn/complaint/view/17355473025/,投诉,闲鱼官方客服,退款,我在闲鱼APP买了台电动车，卖家再知晓我不要的前期下，虚假发货，平台也不作为，不处理，纵容卖家一直拖着我的钱，不给处理退款，而且卖家再这期间再次上架了这台电动车，继续售卖,处理中
409,踏实消费不是我贷款的,2021-10-12,https://tousu.sina.com.cn/complaint/view/17355382337/,投诉,踏实消费,"撤销征信问题,销账",踏实消费不是我自愿贷款的，是我去饿了么应聘他们说给我分期一个电动车 每个月不用我还款，但是现在他们不还款，踏实消费一直在催我电动车也还给他们了，想让他们立刻给我销账，贷款的钱我一毛都没拿到,处理中
410,在快狗打车平台运输电动车造成电动车镜损坏，司机拒绝承认,2021-09-24,https://tousu.sina.com.cn/complaint/view/17355102272/,投诉,快狗打车官方微博,"赔偿解释,改善服务,道歉",本人9.5日开学，需要把电动车运上去，就于当天中午在快狗打车平台下单运输电动车，运输前电动车镜保证没有损坏，司机及其妻子在把我电动车搬上面包车时，由于车子高度不够还把车磕到了，于是还把我两个电动车镜卸掉了放旁边，本人当时以为小磕碰没放在心上。 司机送达后我也已经乘坐私家车到达学校宿舍了，由于出去要几...,已完成
411,自动结束行程，乱扣调度费,2021-09-18,https://tousu.sina.com.cn/complaint/view/17355004340/,投诉,哈啰出行客服,"退款,道歉,改善服务",我骑出运营区外没什么可说的，这是我自己的问题。但是我没有结束行程，电动车断电，我花了一个小时把电动车推到起始点的停靠点却发现哈喽自动把行程给我结束了，还要收取调度费？,已完成
412,[cp]哥缺的不是被你黑店欺诈的3680元，而且你对我们这些消费者权益最最起码的,2021-08-18,https://tousu.sina.com.cn/complaint/view/17354514149/,投诉,雅迪电动车官方微博,"退款,赔偿,道歉,作出处罚,改善服务,退货,下架产品,修改宣传内容,维修",哥缺的不是被你黑店欺诈的3680元，而你对消费者权益最最起码的尊重都没有。给你机会去以证清白，你却不好好珍惜，我现在是买完车才一个半月过来售后，不好好谈谈啥情况问题！完全不去检测一下看看是不是电瓶电机质量问题。叫你的员工把我野蛮轰走。助纣为孽为虎作伥的人 雅迪电动车的无良商家，黑心商家，莆田梅园东路7...,已完成
413,不能上牌,2021-10-21,https://tousu.sina.com.cn/complaint/view/17355516127/,投诉,京东客服,退款,新买的电动车 今天去车管所去上牌 说这个品牌在上海上不了牌子,已回复
414,惠多省津贴卡误导消费,2021-10-10,https://tousu.sina.com.cn/complaint/view/17355349281/,投诉,惠多省津贴卡,"退款,修改宣传内容",误导消费者弹出广告19.9元秒杀电动车！付款后说是会员费！,已回复
415,退回充值的金额,2021-10-10,https://tousu.sina.com.cn/complaint/view/17355351064/,投诉,肇庆市佳捷信息科技有限公司,退回充值金额,因为学校不能使用电动车，导致充值的金额无法使用。要求退回充值金额,待分配
416,惠多省就是骗人的？,2021-10-30,https://tousu.sina.com.cn/complaint/view/17355662214/,投诉,惠多省津贴卡,退款,这都四五天了，也不发货，也没有快递号，19.9买电动车，大家都不要上当受骗，,已回复
417,小牛电动车app会员随意涨价,2021-11-01,https://tousu.sina.com.cn/complaint/view/17355682472/,投诉,小牛电动,恢复原价,小牛电动车app会员随意涨价，已经涨价两次了，服务没有任何改善。,已完成
418,蜂鸟众包平台扣骑士的款,2021-10-04,https://tousu.sina.com.cn/complaint/view/17355261952/,投诉,饿了么客户关怀,"退款,赔偿,道歉",因为小区不让骑电动车进，只能步行走进去，峰鸟平台就认定我超时了,已回复
419,虚假宣传，说19.9元买电动车，不发货，又联系不到客户，要求退款。,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355360406/,投诉,惠多省津贴卡,退款,说19.9元买电动车，一直不发货，又联系不到客户，要求退款。,已回复
420,不退款 车都找不到了还不退,2021-10-12,https://tousu.sina.com.cn/complaint/view/17355384113/,投诉,筋斗云出行,退款,押金退了几个月了 也不给退 关键现在就没有共享电动车了,已完成
421,要求退款。,2021-10-14,https://tousu.sina.com.cn/complaint/view/17355420355/,投诉,惠多省津贴卡,退款,惠多省19.9秒杀电动车，付款后联系不上客户，要求退款。,已回复
422,该公司产品“悟空保”在我不知情的情况下莫名其妙的在微信上被自动扣款。,2021-10-21,https://tousu.sina.com.cn/complaint/view/17355522680/,投诉,悟空保,退回被扣款,本人在2021年7月30号扫共享电动车出行时弹出一元保险，“被保险”了。,已回复
423,筋斗小云云不退押金,2021-10-07,https://tousu.sina.com.cn/complaint/view/17355309681/,投诉,筋斗云出行,退款,不退押金我骑完电动车以为会立马退款谁知道是这样服了,已回复
424,杭州启筝网络科技有限公司发布广告19.9元可购电动车，可微信转款后无应答，牫要退,2021-10-07,https://tousu.sina.com.cn/complaint/view/17355299818/,投诉,惠多省津贴卡,退款,我按照他们的广告微信转软19.9元购电动车到现在一直没答复，我要退款,已回复
425,购电动车没到货，要求退款,2021-10-31,https://tousu.sina.com.cn/complaint/view/17355669317/,投诉,趣多省爵士卡,退款,2021年5月9日19.56.57秒购电动车，至今看不到货，退款,处理中
426,电动车是坏的，扫了码根本不能走，还收取费用,2021-10-03,https://tousu.sina.com.cn/complaint/view/17355253849/,投诉,锂市民智慧出行,退款,电动车是坏的，扫了码根本不能走，推了几步还是没用，反馈客服也联系不上，还收取费用2.14,处理中
427,19.9元秒杀电动车为假，实际为惠省钱会员费，虚假广告要求退款,2021-10-03,https://tousu.sina.com.cn/complaint/view/17355252467/,投诉,惠省钱官方微博,19.9元秒杀电动车,19.9元秒杀电动车为假，实际为惠省钱会员费，虚假广告要求退款,已完成
428,虚假宣传的,2021-09-21,https://tousu.sina.com.cn/complaint/view/17355060113/,投诉,惠多省津贴卡,退款,宣传19.9买电动车，结果钱付了什么也没有，要求退款！,已完成
429,雅迪天猫官方旗舰店以次充好，对售后问题不处理,2021-08-17,https://tousu.sina.com.cn/complaint/view/17354498003/,投诉,雅迪电动车官方微博,"赔偿解释,道歉,费用赔偿,召回",我于 2021-08-06 00:28:07在天猫平台上购买了本商品； 2021-08-14 18:28:39完成签收； 2021-08-15 10:26:09确认收货（因为需要开发票，所以确认收货）； 2021-08-17 09:50:00 上班第一次使用（周一在家办公，没出门）； 路上发现时不时会停，且仪表盘右上角显示红色标识。 于是于2021-08-17 19:11:00 联系该店铺客服处...,已回复
430,引诱消费,2021-09-10,https://tousu.sina.com.cn/complaint/view/17354878998/,投诉,中国联通客服,"退货退款,费用减免,解除合约",去年6月份左右，中国联通出了一个活动，129套餐送电动车，199套餐送空调，当时，我一直以为是一年的套餐，办卡的过程中，让我交700块钱，说是电动车的钱，又非压我800多的花呗，说是定期给我还，当时我就感觉被坑了，但是已经办好没办法，装电动车电池时，去到当时的店家，电动车活动价格，1199元，那我还交了700块钱，...,已完成
431,惠多省19.9电动车虚假宣传！！,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355366594/,投诉,惠多省津贴卡,退款,本以为是19.9的电动车，没想到办了个津贴会员，现在要求退款！！,已回复
432,惠多省平台虚假宣传，疑似行为,2021-10-07,https://tousu.sina.com.cn/complaint/view/17355310034/,投诉,惠多省津贴卡,"退款,赔偿,作出处罚,下架产品",惠多省平台虚假宣传，欺骗消费者，所谓的19.9买电动车全是假的,已回复
433,共享电动车筋斗小云云不给退押金,2021-10-26,https://tousu.sina.com.cn/complaint/view/17355590475/,投诉,筋斗云出行,退款,我是用筋斗小云云共享电动车19日，退押金现在没有退回,已回复
434,押金不退,2021-10-08,https://tousu.sina.com.cn/complaint/view/17355322696/,投诉,筋斗云出行,退款,共享电动车，8月份申请退押，一直都不退，,已回复
435,电池，和电动车不值这个价格,2021-10-10,https://tousu.sina.com.cn/complaint/view/17355351752/,投诉,饿了么客户关怀,"赔偿,道歉",我在饿了么贷款买了电动车，4200来换原本的电池，电池太假了，只值500,已回复
436,需要把我的钱退回来,2021-10-22,https://tousu.sina.com.cn/complaint/view/17355542427/,投诉,惠多省津贴卡,退款,联系不到客服我不要他们的什么电动车只需要吧我的钱退回来就行了,已回复
437,虚假宣传广告,2021-10-06,https://tousu.sina.com.cn/complaint/view/17355292951/,投诉,惠多省津贴卡,"退款,赔偿,道歉,作出处罚",广告宣传说19.9元购买的电动车，实际是购买的惠多省会员,已回复
438,觅马退款,2021-10-07,https://tousu.sina.com.cn/complaint/view/17355302558/,投诉,觅马出行,退款,申诉好多天了也不退款 扫了个根本不好了的电动车还扣钱,处理中
439,悟空宝暗自扣款,2021-10-21,https://tousu.sina.com.cn/complaint/view/17355525162/,投诉,悟空宝,退款,因为扫了路边电动车二维码。导致悟空宝4个月扣费,待分配
440,咸阳市区已经没有滴滴青桔的电动车，诱导购买,2021-10-30,https://tousu.sina.com.cn/complaint/view/17355651451/,投诉,滴滴出行客服,退款,咸阳市区已经没有滴滴青桔的电动车，诱导购买，无法退款,已回复
441,强制收取头盔管理费,2021-10-02,https://tousu.sina.com.cn/complaint/view/17355238458/,投诉,美团网客服小美,退款,电动车停放好后，已归还并正确放置头盔，但强制收取头盔管理费,已完成
442,技投诉惠多省19、9元电动车，付款后：不发货也找不到平台了。请求退款或发货处理。,2021-10-13,https://tousu.sina.com.cn/complaint/view/17355405692/,投诉,惠多省津贴卡,"退款,作出处罚,发货",惠多省19、9元电动车，付款后找不到平台了。请求退款或：发货处理。,已回复
443,用电动车来引诱开会员,2021-10-15,https://tousu.sina.com.cn/complaint/view/17355436088/,投诉,惠多省津贴卡,退款,图片显示电动车，然后支付就说开了惠多省会员，这不是欺诈么?,已回复
444,惠多省上看到19.9元秒杀电动车，付款才知上当了，要求退款,2021-10-31,https://tousu.sina.com.cn/complaint/view/17355669332/,投诉,惠多省津贴卡,退款,惠多省上看到19.9元秒杀电动车，付款才知上当了，要求退款,已回复
445,咸阳市区没有电单车，被诱导购买无法退款,2021-10-30,https://tousu.sina.com.cn/complaint/view/17355651423/,投诉,青桔单车官方微博,退款,咸阳市区压根没有青桔的电动车，小程序页面诱导消费，无法退款。,已回复
446,虚假宣传惠多省,2021-10-03,https://tousu.sina.com.cn/complaint/view/17355251103/,投诉,惠多省津贴卡,退款,广告说电动车只有19.9元，付款以后显示为惠多省会员，要求退款,已完成
447,惠多省虚假宣传,2021-10-01,https://tousu.sina.com.cn/complaint/view/17355218851/,投诉,惠多省津贴卡,退款,惠多省首页界面19.9电动车误导消费者，申请退款,已完成
448,京东和商家踢皮球电动车质量不好,2021-10-18,https://tousu.sina.com.cn/complaint/view/17355467188/,投诉,京东客服,尽快解决车子质量问题,在京东购买第三方发货雅迪电动车，车使用一年多，喇叭不响了，因为是接送孩子用，没有喇叭存在安全隐患，给京东打电话，京东让找雅迪客服，雅迪客服让找第三方，第三方说过保了让找雅迪。又找京东，京东继续说找第三方或者雅迪，雅迪让到附近门店问问，去了附近门店根本不给修，说不是店里买的车，没有配件可以修，又找...,已完成
449,诱骗老人以19.8元买电动车，确是办理惠多省会员,2021-10-16,https://tousu.sina.com.cn/complaint/view/17355450578/,投诉,惠多省津贴卡,退款,在快手发广告诱骗老人以19.8元，购买电动车，最后确是办理惠多省会员。,已回复
450,骗取老人买电动车，后不给发货,2021-10-04,https://tousu.sina.com.cn/complaint/view/17355262594/,投诉,惠多省津贴卡,"退款,赔偿,发货",骗取老人19.90元，说给电动车，付完款后迟迟没有发货,已回复
451,电池，和电动车不值这个价格,2021-10-10,https://tousu.sina.com.cn/complaint/view/17355351752/,投诉,饿了么客户关怀,"赔偿,道歉",我在饿了么贷款买了电动车，4200来换原本的电池，电池太假了，只值500,已回复
452,惠多省说是购买电动车结果确实办理会员,2021-10-01,https://tousu.sina.com.cn/complaint/view/17355223207/,投诉,惠多省津贴卡,退款,广告看到说是19.9购买电动车，付款后确实惠多省会员办理,已完成
453,小牛电动车,2021-09-22,https://tousu.sina.com.cn/complaint/view/17355079482/,投诉,小牛电动,费用赔偿,我的小牛电动车n1s动力版续费到2022年4月份而现在定位显示离线去问了售后 售后说只能换中控不能换卡 小牛电动车不是坑我们客户吗？基站撤了这个是我们客户的问题吗？为什么让我们客户承担这些责任？,已回复
454,雅迪人卫士,2021-08-18,https://tousu.sina.com.cn/complaint/view/17354501495/,投诉,雅迪电动车官方微博,"赔偿,作出处罚",实体店购买的雅迪电动车DE3，人卫士，保障时效中发生轻微的伤害，没有责任，微信公众号服务不理不睬，说电动车损伤不在保障范围内，,已完成
455,惠多省虚假宣传,2021-10-01,https://tousu.sina.com.cn/complaint/view/17355218851/,投诉,惠多省津贴卡,退款,惠多省首页界面19.9电动车误导消费者，申请退款,已完成
456,骗取老人买电动车，后不给发货,2021-10-04,https://tousu.sina.com.cn/complaint/view/17355262594/,投诉,惠多省津贴卡,"退款,赔偿,发货",骗取老人19.90元，说给电动车，付完款后迟迟没有发货,已回复
457,诱骗老人以19.8元买电动车，确是办理惠多省会员,2021-10-16,https://tousu.sina.com.cn/complaint/view/17355450578/,投诉,惠多省津贴卡,退款,在快手发广告诱骗老人以19.8元，购买电动车，最后确是办理惠多省会员。,已回复
458,欺骗老百姓，以卖电动车为名收取钱款19.9元，我要退款,2021-10-25,https://tousu.sina.com.cn/complaint/view/17355581469/,投诉,惠多省津贴卡,退款,欺骗老百姓，以卖电动车为名骗取钱款19.9元，我要退款,已回复
459,惠多省19.9元电动车虚假信息,2021-10-29,https://tousu.sina.com.cn/complaint/view/17355645386/,投诉,惠多省津贴卡,退款,惠多省19.9元电动车支付钱后没有发货，时长一个月,已回复
