序号,事件标题,日期,链接,数据来源,投诉对象,投诉要求,投诉内容,投诉进度
115,客服互相推脱，不按规则发赠品,2021-09-17,https://tousu.sina.com.cn/complaint/view/17354991296/,投诉,西门子家电客户服务,"道歉,改善服务,解释,补发赠品",1.答应过按照我的时间同时安排物流和安装到位，结果物流是中午到，安装是六点才到，客服居然说物流不支持预约时间，那为何订单设置了预约时间这一账目 2.购买前明确问了客服，这款付定金的商品，收货后晒图是不是可以得到天猫精灵，客服肯定的回答了是的，现在我好评了晒图了，客服开始推脱，说是现货才有送，付定金的没...,已完成
116,啄木鸟家庭维修,2021-09-18,https://tousu.sina.com.cn/complaint/view/17355013359/,投诉,啄木鸟家电,赔偿,就是维修床木床 床的螺丝松了 修理就用了10分钟 然后从这里下单来修理要300 太不合理了,已完成
117,只是想换个灯泡，结果最后付了314,2021-09-16,https://tousu.sina.com.cn/complaint/view/17354985611/,投诉,啄木鸟家电,退款,刚开始只是想换个灯泡，在美团上看到啄木鸟可以换灯泡，然后打了客服电话，客服说让师傅联系我们，然后师傅上门后，让我们扫微信啄木鸟小程序，然后就出现了那个249的下单内容，没有具体说是什么钱，我们当时看到这个价格也问了师傅，他说是公司设定这个价格，然后他检测了一下，电路没有问题，那个账单还是249，后来换...,已完成
118,商家不退差价,2021-09-16,https://tousu.sina.com.cn/complaint/view/17354985077/,投诉,云米全屋互联网家电,赔偿解释,6月1号预付款买的净水器，结果预付订单没有优惠，和客服说过后承诺30天内补差价，但现在都过去3个多月了，中间催过两次都没结果,已完成
119,云米x2净饮机存在设计缺陷，水位传感器问题,2021-09-16,https://tousu.sina.com.cn/complaint/view/17354974420/,投诉,云米全屋互联网家电,"退货退款,赔偿解释",2021-6-15购买后使用后发现问题如下 1. 机器原设计1升的纯水箱根本不填满，每次制水只出大约50-80ml. 2. 同产品已经很多客户出现同样问题 由于机器买了我已经转运国外使用，要求云米客服提供国内地址我可以把机器退到商家指定的地址进行售后维修，可是云米客服拒绝，只能上门维修，这个情况实属罕见。 目前要求直接...,已回复
120,维修后遥控器无法使用，强制更换,2021-09-16,https://tousu.sina.com.cn/complaint/view/17354974354/,投诉,云米全屋互联网家电,"退货退款,维修,改善服务,赔偿解释",遥控器并未损坏，但替换电机后无法使用，要求另外购买新的遥控器。 根据商务部发布的《家电维修服务业管理办法》，第九条 家电维修经营者和从业人员应恪守职业道德，不得有下列行为 （三）虚报故障部件，故意替换性能正常的部件 　 本次维修中，遥控器属于性能正常部件，但是商家要求购买替换，违反了上述法律法规...,已完成
121,云米互联网电冰箱21Face（对开门428L）严重质量问题,2021-09-20,https://tousu.sina.com.cn/complaint/view/17355048211/,投诉,云米全屋互联网家电,"退货退款,退/换新机,赔偿解释,延保",1. 【大屏问题】持续死机、宕机、无法联网 2. 【制冷问题】无法制冷，冰箱显示温度不是实际温度，导致海鲜腐烂，损失严重 3.【严重异味】生鲜腐烂后产生严重异味，风扇直吹1个月无减轻 4. 【内胆裂纹】冰箱内胆有细微裂纹，冰箱能耗极高 5.【投诉无人应】投诉后，一个多月无人回复，无人解决问题，致电后反复要求上门查...,已回复
122,欺骗消费者，充值的钱变成有金额限制的消费券,2021-09-22,https://tousu.sina.com.cn/complaint/view/17355075168/,投诉,啄木鸟家电,退款,9月15日去该店购买鞋子，店员说可以充值300元送一双鞋子，当时觉得都要穿，以后买钱还可以用，可以充值回家点开店员当时给我关注的账号，发现是优惠券的形式，一次只能用50，而且还有金额限制，觉得不划算，9月20号早上去要求退，说退不了，后来协商说可以原价购买鞋子以后，钱会原路退回。当时以系统24小时以内退为由，...,已回复
123,买的云米冰箱使用48天，售后说压缩机坏了,2021-10-06,https://tousu.sina.com.cn/complaint/view/17355289265/,投诉,云米全屋互联网家电,"退/换新机,维修",在小米有品上买的518云米冰箱，质量太差了吧，大家小心，消费者以后不要像我一样买云米冰箱了，才使用48天，就不制冷了，找云米售后上门说是压缩机坏了，给云米客服打电话说，说我过了退换时间只能维修，我才使用48天，冰箱主功能就坏了，就要大修了，谁家冰箱能做到售后小哥说换压缩机也不能马上换，要等他们收到货才...,已回复
124,啄木鸟家庭维修APP购买会员卡无法享用权益,2021-10-07,https://tousu.sina.com.cn/complaint/view/17355296536/,投诉,啄木鸟家电,退还购买会员费用,啄木鸟家庭维修APP下载之后，通过在平台下单清洗服务，宣传告知购买会员卡可以享受折扣服务。于是本人购买了会员卡，并在平台上下单了空调、洗衣机清洗服务，结果被平台直接取消订单。打电话给客服被告知当地没有师傅接单，也无法告知具体上门服务时间，因而无法保障服务。既然平台明知当地没有师傅接单清洗服务，那为何...,已完成
125,云米热水器新机就无法使用 拖20多天无人解决,2021-09-30,https://tousu.sina.com.cn/complaint/view/17355204726/,投诉,云米全屋互联网家电,"退货退款,退/换新机,维修,赔偿解释",618淘宝买的热水器九月份安装的 安装时因为家中电路还没装好没有试机 装完电路发现机器根本无法开机 要求换新机一直得不到回应 已经拖了20多天 维修师傅说来换机器 今天拖明天,已回复
126,商品售后问题,2021-10-01,https://tousu.sina.com.cn/complaint/view/17355215011/,投诉,云米全屋互联网家电,"赔偿,道歉,维修",在云米天猫旗舰店购买的智能门锁，安装完发现屏幕翘起，联系客服更换，客服一直打太极，敷衍，连具体配件啥时候发也一样，打云米热线也是这套说辞，受不了了,已回复
127,晾衣架不能升降,2021-10-06,https://tousu.sina.com.cn/complaint/view/17355293881/,投诉,云米全屋互联网家电,"退/换新机,赔偿解释","真是挺扯淡的，新房装修在米家购买一个智能晾衣架，要先预留尺寸，没有延迟发货，货收到了一直放在那，也没有拆包装,然后最近预约了安装师傅上门安装，打吊丝的时候就先把家里电线打断了。然后说晾衣架电机有问题，不能升降，说可以开鉴定单进行换货处理，并且那个安装师傅说都是只换不修的，然后我就让他给我开鉴定单进...",已回复
128,冰箱不制冷 啄木鸟家庭维修乱收费,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355340897/,投诉,啄木鸟家电,退款,冰箱冷藏室不制冷，昨天维修人员上门处理了下出风口，付了318才肯走，没用，还是不冷，退款直接拒绝,已回复
129,冰箱九月初冷冻室不能结冰，维修了一个月没修好，并有可能更换了非原厂配件,2021-10-03,https://tousu.sina.com.cn/complaint/view/17355240142/,投诉,云米全屋互联网家电,"退货退款,退/换新机,维修",2018年10月购买了云米冰箱，一年后因为冷藏室不制冷维修过一次，2021年9月，冷冻室坏了，所有冷冻室的东西全部都变质，打客服维修，售后第一次来说事风扇问题，并且花了180元购买风扇，从他所谓申请配件到维修花了半个月，结果冰箱全部不工作，打云米400售后，投诉多次，说24小时内回复，结果三天都没人回复，后来打本地...,已完成
130,更换一个15元市场价的电容收费269元。完全是乱收费。技术服务费是什么？,2021-10-02,https://tousu.sina.com.cn/complaint/view/17355240174/,投诉,啄木鸟家电,退货退款,家里抽烟机抽不了油烟，网上约了重庆啄木鸟家庭维修，打电话说上门费30元起，有维修材料另外计算，没有告知需付技术服务费，过来检查一下，换个电容269元（包含技服费147元）。收费不是一般的咸滴滴。技术服务费147元。 一个全新该款抽烟机才400元，单换一个电容器收费269元，试问这种收费合理 市场标准维修费用，上...,已完成
131,售卖的西门子蒸烤一体机安装后就漏电，不解决问题,2021-10-14,https://tousu.sina.com.cn/complaint/view/17355407041/,投诉,西门子家电客户服务,"退款,赔偿,道歉",对西门子京东旗舰店不及时解决问题，甩锅给消费者，让消费者自己奔走在西门子官方和投诉黑猫平台的路上，一个月了不解决问题。京东客服出尔反尔，投诉到底。未经客户认可，独自关闭纠纷处理单,已回复
132,啄木鸟报价不合理，只调试排水就收费200元,2021-09-28,https://tousu.sina.com.cn/complaint/view/17355178311/,投诉,啄木鸟家电,退款，杜绝乱收费,洗衣机不排水，所以线上找了一家，预约家电维修，是啄木鸟平台的，师傅到家看了看洗衣机，说排水阀牵引力度不够，说要换零件，到平台报价器 里下单，报价器显示279（心里一咯噔，这真有些贵呀）问能不能优惠，说会给30元优惠但是后来又说零件不用换了，说再给优惠，总共优惠79元， 最后支付了200元。以前也叫师傅修过...,已完成
133,啄木鸟家电微修 恶意收费,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355364675/,投诉,啄木鸟家电,赔偿,洗衣机滚筒不转动，说是启动器问题，其实就是电容之类出现问题，换一个只要20块钱左右。不到半个小时就修好了，却收了238.9元。打着维修的幌子骗钱，就算随便在外面找一个师傅修理加上上门费什么的80元顶天了。,已回复
134,冰箱不制冷,2021-09-24,https://tousu.sina.com.cn/complaint/view/17355110524/,投诉,云米全屋互联网家电,退/换新机,618买的冰箱，因房子在装修一直未开箱使用，前几天开箱后发现机器不制冷，然而云米售后说时间太长不予售后，客服来回扯皮,已完成
135,云米冰箱用5个月就坏,2021-10-18,https://tousu.sina.com.cn/complaint/view/17355474481/,投诉,云米全屋互联网家电,退/换新机,云米冰箱使用5个月就坏了，师傅上门检测，说主控板故障，要等厂家发配件过来更换，10月11号上门检测，至今1个星期过去，致电400客服，3次，都是说反馈信息，要求电话回访为何配件至今不发货，仍无消息，师傅也没办法，说厂家没有发配件过来，实在无奈,已回复
136,直播间点赞送水杯逾期不发货,2021-10-14,https://tousu.sina.com.cn/complaint/view/17355422057/,投诉,云米全屋互联网家电,改善服务,京东云米直播间点赞五千抽云米水杯，承若30个工作日发货。这都一个半月了东西呢每次问客服就是帮我催。玩不起就不要玩，承若的事情就要做到，伤了粉丝的心能给你们带来啥杯子大不了我不要了，不要老是推推推。,已回复
137,就安装4个螺丝收费100元,2021-09-17,https://tousu.sina.com.cn/complaint/view/17354995969/,投诉,啄木鸟家电,退货退款,今天下午3点半左右来维修窗帘杆，有4个螺丝掉了，维修师傅就用了4个螺丝和我家的一根筷子就按上了，收我100元，我只接受50元，退我50元,已完成
138,马桶疏通当天疏通 过两天发现还是堵 客服没有什么解决方法让我继续花钱维修,2021-09-19,https://tousu.sina.com.cn/complaint/view/17355024955/,投诉,啄木鸟家电,退款,马桶疏通当天疏通 过两天发现还是堵 客服没有什么解决方法让我继续花钱维修,已完成
139,啄木鸟家装乱收费且客服态度差,2021-09-18,https://tousu.sina.com.cn/complaint/view/17355019070/,投诉,啄木鸟家电,"退货退款,赔偿解释",我在啄木鸟家庄平台上下单安装纱窗，师傅没告知我价格，平台也没有显示价格，师傅让我先交300元定金。过了两天来修完，又问我要了400元，两次一共付了700元。结果过了好几小时我才收到啄木鸟给我推送的账单，显示一共是300元，这显然是师傅乱收费了。我打电话过去，结果客服不但不承认，还挂我电话。这样的情况我看黑猫...,已完成
140,保定雷亿电器有限公司不退工人押金,2021-09-16,https://tousu.sina.com.cn/complaint/view/17354970574/,投诉,啄木鸟家电,退款,我是一名维修人员，去年保定雷亿电器有限公司经营的啄木鸟家庭维修招人，我就应聘入职了，应聘时没说要押金，但是干了几天以后才知道要押金3000，没办法只好接着干，但是这个公司实在是太坑人了，动不动就罚款，扣分，还教唆我们工人怎样去坑那些老百姓的钱，因为你不坑需要维修的人的钱你就挣不到钱，负责人每周都要开...,已回复
141,黑心啄木鸟,2021-09-18,https://tousu.sina.com.cn/complaint/view/17355014347/,投诉,啄木鸟家电,"赔偿解释,延保",2021年9月14日， 通过网站了解到啄木鸟上门维修服务， 就致电了该商家联系预约师傅上门疏通下水道，因为是老式小区，师傅要价660元， 心想着能给通好就行了， 结果2021年9月16号下午厕所又继续反水，致电了该商家，师傅联系了我咨询了情况，说晚一点上门， 可是水已经反冒很多了，就打电话喊物业上门处理。 我觉得收费太...,已完成
142,无售后服务,2021-09-15,https://tousu.sina.com.cn/complaint/view/17354961822/,投诉,云米全屋互联网家电,维修,第一次提示故障安排师傅过来，修完晚上又出现同意故障。8月份在公众号申请维修服务后第三天有客服联系过我。到现在也没有师傅维修也没人联系我。催办工单也没有反应,已完成
143,啄木鸟家电维修师傅违规收取定金，平台不处理。,2021-09-15,https://tousu.sina.com.cn/complaint/view/17354953458/,投诉,啄木鸟家电,"退货退款,赔偿解释",2021年8月29日，因为冰箱不制冷，我在58同城找家电维修，给我分配了啄木鸟家电维修，师傅上门。 上门后拆了冰箱说是压缩机有问题，需要更换，并建议我不要维修了，他可以直接卖我个二手的更划算，换了也不知道哪里还会出问题。（意思他也不知道哪里有问题，那为什么要我换压缩机，但我当时不懂）。我没同意。然后收了我...,已完成
144,云米全屋互联网家电购买【云米互联网浴霸 风暖摆风版 白色】质量问题售后不处理,2021-09-15,https://tousu.sina.com.cn/complaint/view/17354952310/,投诉,云米全屋互联网家电,"退/换新机,改善服务,赔偿解释",今年六月份购买的产品，到货后外包装完好故预约了约八月份的安装，安转前云米安排师傅上门检查商品和安装位置并进行了安装。为保护成品安装好后师傅叮嘱入住使用时再将面板膜撕下。故九月份入住时揭开面板保护膜发现灯面板部分与底层不未完全贴合明显的类似脱落的痕迹，因面板膜颜色为磨砂浅白并遮挡了这一质量问题。随...,已回复
145,云米x2净饮机产品存在缺陷，商家发现改进后对老产品不予更换。,2021-09-15,https://tousu.sina.com.cn/complaint/view/17354957314/,投诉,云米全屋互联网家电,退/换新机,2021年6月底买的云米x2净饮机，后续使用当中发现经常出现机器不制水或者不过滤直接出未过滤的自来水等问题，咨询专业人士后发现是水箱传感器不灵敏导致，后上网发现商家销售的该产品已经对这一问题进行了改进，更换了新的传感器，后申请售后商家不予更换。对商家已经发现老产品出现的传感器问题，且已经改进的情况，我购...,已回复
146,啄木鸟家电维修价格不合理 多余收取,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354942374/,投诉,啄木鸟家电,退货退款,有一说一 上门检修 服务费可以给 电脑主板价格 成本价你多加几十我没意见 毕竟你们平台要赚钱 但是这种天价杀客 是真的过分了 我洗衣机买成3000多点 维修一次主板579 同款主板价格147 你收我347 服务费你收我160 你要赚 你赚服务费 我没意见 主板价格你赚 师傅要提成 你这么瞎搞收取 况且各种费用 越想...,已完成
147,天猫的云米净水器旗舰店，黒店，强买强卖！,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354939253/,投诉,云米全屋互联网家电,退货退款,商家说7天无理由退换货。我是9.12号从菜鸟驿站取走，第二天就来联系退货。商家就拒绝，说只看物流的虚假代签收难道不是以顾客拿到货物为准吗我货都没拿到，就说我签收了 还有，这款商品卖价1899元，我买到手3999元。当我发现了，想要退货不行吗天猫旗舰店这么坑人 没有王法了拿到货物第二天退货，就不给退...,已回复
148,云米x2净饮一体机异味无法饮用且制水异常，厂商不做处理,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354922859/,投诉,云米全屋互联网家电,退/换新机,7月中旬购买的云米x2饮水机一直有塑料异味，无法饮用。商城客服和商家一直说新机器是有一些味道，用柠檬酸清洗即可，但是用了柠檬酸清洗还是有异味存在并且导致错过了退换期。 目前饮水机还出现了制水异常。净水区只有存水100毫升，按出来100毫升就开始制水，100毫升就开始制水。,已回复
149,啄木鸟家庭维修店大欺客,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354936932/,投诉,啄木鸟家电,"退款,赔偿,道歉,改善服务,解释",1在啄木鸟家庭维修App上预约油烟机清洗，开通会员权益赠送6折清理券无法使用，欺诈消费者，且投诉客服一直推脱这里是后台无权限查看态度较差，不处理，要求退款55.2元。2在啄木鸟家庭维修App上下单，取消后被维修人员电话骚扰威胁恐吓，投诉到啄木鸟客服客服包庇不处理，所有过错全部推给消费者，需求公开道歉。,已完成
150,啄木鸟家电维修上门修洗衣机,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354931760/,投诉,啄木鸟家电,退费 作出处罚,啄木鸟家电上门维修洗衣机--滚筒洗衣机--LG牌子--重量5.2kg--无法开机，拆开主板什么都没有换 只是找我拿吹风机吹主板，将里面零件拆下有插上 ，等吹差不多后 通电显示可以正常开机了又反复测试2次 完毕，装好机器后让我手机报价一看386元，我说太贵 他说打折扣最后显示286元，没有更换零件却有零件包干费，还有检测费,已完成
151,烧毁显卡,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354934005/,投诉,啄木鸟家电,赔偿显卡,本人的台式电脑无法正常开机，在啄木鸟家庭维修小程序中下单，师傅过来后，经过短暂处理，在通电后，出现明显烧焦味道，经检测，将电脑的技嘉1060 6G显卡烧坏,处理中
152,云米集成灶坏了找售后一直没有处理，有推脱的嫌弃，投诉客服无果。,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354920678/,投诉,云米全屋互联网家电,维修,2021年8月24号集成灶点火故障无法正常使用，报修后师傅上门维修无果，几天后被告知申请配件。截止2021年9月11号，致电客服4001002***被告知配件还在申请中。这期间打了很多客服电话，都被告知配件一直在申请中，客服说配件申请直到客户手上需要5个工作日，等了10天还未见有任何人联系上门更换配件。再致电客服说申请配件...,已回复
153,9.9号在云米商城买的冰箱洗衣机,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354920957/,投诉,云米全屋互联网家电,"退货退款,退/换新机,赔偿解释",买回来的冰箱当天晚上收货Wi-Fi就连不上然后第二天维修人员看了是模块坏了 我说新买的机器就坏了 喊他们给我换一个机器，然后他说第二天来给我看看 第二天看了也没处理好 说给我反馈 直到现在没给我解释。洗衣机也是迟迟不上门安装买了一个机器一直放在家,已完成
154,价格不合理,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354937873/,投诉,啄木鸟家电,退款,电脑显示器黑屏，但是能够正常运行。师傅在上门后在没有更换任何硬件的情况下，打开电脑清理一下灰尘收费140。其中配件包干41元，工时费60元，路途往返25元。为什么10分钟不到要收60的工时费，为什么2公里要收25元上门费，而且配件包干费是做什么的我也不知道。,已完成
155,云米产品经历退换货后产品发的还是坏的，售后服务差,2021-09-14,https://tousu.sina.com.cn/complaint/view/17354935345/,投诉,云米全屋互联网家电,"退货退款,赔偿解释",9月7号京东自营下的单，第一次收货，整个机器无法使用，连最基本的煮水都不行，通电不能使用，第一次申请售后，客服叫的快递员，货物运回云米厂家后，厂家拒收，理由是顺丰拒收，多方联系客服，厂家收货了，重新邮寄的快递，货物外包装破损，里面包装泡沫裂开，通电后能正常煮水了，但是手机无线充电部分还是不能使用，...,已完成
156,啄木鸟家电，乱收费，价格虚高，令人发指,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354925736/,投诉,啄木鸟家电,退款不合理费用,2021年9月13号因家里跳闸，我在大众点评上面找了附近做水电维修的商家，拨打了电话是一个400电话，对方自称是啄木鸟家电维修的，然后我就预约了师傅上门。8点35约的，9点25到的，师傅到了之后我把自己检查电路的情况给他说了下，我已确定是阁楼某个插座或电器短路，然后师傅就上楼拆了3个插座面板，问题未解决，最后是把...,已完成
157,云米冰箱 用了四个月就坏了 完全不会来了,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354917420/,投诉,云米全屋互联网家电,退货退款,新买的云米冰箱 用了四个多月 突然坏了 启动不了 直接熄火 不在家几天东西都坏了 要求赔偿退机,已回复
158,云米X1净水器一直提示换水,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354911367/,投诉,云米全屋互联网家电,"赔偿,作出处罚,维修",去年618购入，今年5月份出现一直提示换水的情况，申请保内维修，更换配件，9月份再次出现一模一样的情况，因为过保所以需要付费维修，同样的问题，时隔半年重复出现，云米吧有用户出现相同问题。,已回复
159,啄木鸟家电维修收费太高,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354910577/,投诉,啄木鸟家电,退款,家里的冰箱坏了，在美团上找到了啄木鸟家电维修，师傅上门说冷冻室风机坏了，二十多分钟更换完，然后用美团券最终收费837.9元，师傅走后我在网上查了一下一个冰箱冷冻室风机也就几十块钱，所谓的配件包干费300元，技术服务费513元，都是是怎么定价的，这样的收费太离谱，我现在要求退还多收的费用400元。,已完成
160,卡萨帝b551冰箱质量有问题，半年内出现多次冰箱漏水问题,2021-08-23,https://tousu.sina.com.cn/complaint/view/17354587087/,投诉,卡萨帝高端家电,退/换新机,卡萨帝b551冰箱购买几个月，发现门体变形，售后更换冰箱。更换之后的冰箱外机背面有明显缺陷，怀疑是翻新机，但是售后人员强调新机，没关系。更换的冰箱半年不到，冷藏室出现漏水现象，售后上门维修，维修以后一个月不到，冰箱冷冻室出现漏水大块结冰现象，现严重怀疑冰箱有质量问题，请求更换全新机,已完成
161,产品质量差，多个零件坏。售后不回电,2021-09-11,https://tousu.sina.com.cn/complaint/view/17354894833/,投诉,云米全屋互联网家电,"退货退款,退/换新机",6月27日收到冰箱， 8月20日冰箱不制冷报修。 8月21日第一次上门师傅说修不好换机，次日说不能换，申请零件。 9月5日第二次上门，带着零件上门维修，师傅说另一个配件（主板）也坏了。 9月5日起电话400售后客服，共4个电话，都说24小时内回电，未收到一个电话。第四次电话说让我去找拼多多的购物平台。 我的诉求换机，...,已完成
162,指纹锁无法打开，机械钥匙也打不开。门被锁死无法回家,2021-09-10,https://tousu.sina.com.cn/complaint/view/17354875195/,投诉,云米全屋互联网家电,"维修,改善服务",9月5号装了你们的elink2A指纹锁，才用三天，指纹密码手机机械钥匙均无法打开了，一晚上没回家，说要破门才能进但是破门了你们还不能当天给我把锁修好，还要从厂家发货换锁体锁芯，难不成让我敞开门等你们两三天吗还是让我两三天不能回家门锁坏了还不能当天修好，这点应急处理能力都没有吗今天必须给我把门打开把锁...,已回复
163,啄木鸟家电维修乱收费,2021-09-10,https://tousu.sina.com.cn/complaint/view/17354870881/,投诉,啄木鸟家电,赔偿解释,换个电容收费标准319，明明是十几块钱的电容，技术维修费要179，什么人才来修的，要这么多维修费，当消费者好欺负是吧，同样问题美的维修只收90 30元,已完成
164,油烟机不运转，报修长期无人反馈,2021-09-10,https://tousu.sina.com.cn/complaint/view/17354881222/,投诉,云米全屋互联网家电,维修,云米油烟机无法启动，报修后客服说第二天师傅会联系，但是过了一周后，根本没师傅主动联系,已回复
165,退货迟迟没有消息！！,2021-09-10,https://tousu.sina.com.cn/complaint/view/17354879226/,投诉,云米全屋互联网家电,退货退款,8.29号下的订单9.4号收到洗衣机 9.6号云米售后上门拆箱安装9.6号使用中滚筒猛烈撞击机身 巨响 机身撞出坑当天申请了售后， 售上门看后结论是 “彻底损坏，无法维修” 申请退货退款 截止今天9.10号 让我继续耐心等待,已完成
166,售卖假货 虚假宣传 欺诈消费者 辱骂消费者,2021-09-10,https://tousu.sina.com.cn/complaint/view/17354878104/,投诉,啄木鸟家电,"赔偿,道歉,作出处罚,改善服务,假一罚十,履行诺言",2021年9月3号在淘宝上的（YUCANO啄木鸟旗舰店）下单购买的（被芯） 2021年9月7号收到货的是 （美人折家访店）与该店铺客服联系客服说是他们发货的被芯 与我下单的商品详情描述严重不符 欺诈消费 售假卖假 以次充好 等问题 商品详情内有承诺（假一罚十）与卖家联系只给我退款不退货 并未解决我的诉求 我的诉求是假一罚...,已完成
167,空调漏水 在重庆啄木鸟网络科技有限公司 叫了个上门维修,2021-09-10,https://tousu.sina.com.cn/complaint/view/17354882962/,投诉,啄木鸟家电,退款,技工上门后 在没有更换任何空调零件的情况下 /清理了一下水槽 收费424元,已完成
168,啄木鸟家电维修乱收费,2021-09-09,https://tousu.sina.com.cn/complaint/view/17354864794/,投诉,啄木鸟家电,"改善服务,赔偿解释",我的一老式空调不制冷了，听别人介绍啄木鸟不乱收费。就叫了一个啄木鸟的人来修，问题不大就换了一个电容，具体如附图。就收了547元，但是出的维修报价预单却根本不会要那么多。其中保修三个月也要钱，技术服务240也太高，还有个油污清洁费，简直子虚乌有附图一预报价。附图二收费单。附图三换的电容盒子，十元一个。,已完成
169,美团团购劵上门，啄木鸟维修微信小程序计价器报价过高,2021-09-09,https://tousu.sina.com.cn/complaint/view/17354861783/,投诉,啄木鸟家电,退货退款,我在美团团购了上门维修券，上门后师傅说要微信开计价器，开了计价器什么明细都没有，直接报价156，就哪个工具捣鼓了一刻钟不到，算上来的时间顶了天一个钟，现在人工价这么离谱吗,处理中
170,价格太高,2021-09-09,https://tousu.sina.com.cn/complaint/view/17354868504/,投诉,啄木鸟家电,退定金,价格太高 要求退定金 窗户都没修 费用里还不包括材料钱 一个窗户,已完成
171,奥克斯破壁机漏水不给维修,2021-10-08,https://tousu.sina.com.cn/complaint/view/17355314302/,投诉,奥克斯小家电官方微博,"退/换新机,维修,改善服务",本人2019年9月份的时候在天猫旗舰店-奥克斯天魁专卖店，购买了一台奥克斯破壁机，订单号628317762206******，价格279元。平时也很少用，最近发现底部漏水现象，联系天猫店客服说要打电话找官方维修。然后打电话给官方客服反映情况后，客服说这个漏水情况不能维修，只能重新购买新的玻璃壶189元。之前听别人说可以换掉刀...,已回复
172,天猫荣事达罗马尼专卖店拒不发货,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355365080/,投诉,荣事达小家电旗舰店,发货,2021年6月24日订单，商家拒不发货。,处理中
173,淘宝云米店铺活动买家恶意刷榜,2021-10-01,https://tousu.sina.com.cn/complaint/view/17355217833/,投诉,云米全屋互联网家电,取消其奖品,第二名恶意刷榜 属于活动规则里的非正常违规 几分钟内使用违规app花钱买人头72个 （且得到奖品之后拒不付款） 恶意刷榜 态度恶劣 请核实收回奖品谢谢 附件提供了此人的入会图片链接 我这里有第二名提供的入会口令链接，还有每个入会的截图，聊天截图，确定是他,已回复
174,西门子的洗衣机坏了，打电话过去4008371***，客服说那你自己想办法吧，,2021-10-10,https://tousu.sina.com.cn/complaint/view/17355357411/,投诉,西门子家电客户服务,"退/换新机,维修",不处理售后，不作为，客服服务态度差。我说维修怎么收费，这个十年保修的，他说那你去找十年的吧，,已回复
175,云米净水器滤芯存在严重质量问题,2021-09-20,https://tousu.sina.com.cn/complaint/view/17355051079/,投诉,云米全屋互联网家电,"取缔不良商家,退货退款,退/换新机","产品质量问题,服务态度差,配件问题，购买全新的云米净水器滤芯使用10个月不能正常出水，在保修一年范围内，客服售后说需要更换滤芯不给上门服务，后云米商城购买全新滤芯更换，使用两个月滤芯不能正常使用，客服给出地下水质差，不予更换。水质不变的情况下新机带的滤芯和后云米商城购买的滤芯存在明显差异。",已回复
176,云米净水旗舰店，宣传虚假免单活动，操作活动结果，骗取消费者钱财,2021-09-21,https://tousu.sina.com.cn/complaint/view/17355061042/,投诉,云米全屋互联网家电,"退货退款,赔偿解释,按规则免单处理",我于8月25日凌晨购买这款商品，当时商家宣传前三单免单。规则显示“0-2秒付款不算”。但商家公布名单均为2秒付款。与商家宣传活动规则严重不符，存在欺诈行为。客服小二和我本人多次联系商家，商家都拒绝提供符合规则的名单。商家存在诱导消费者消费，宣传虚假活动，操作活动结果，骗取消费者钱财的行为。希天猫平台履行监...,已回复
177,云米储水式电热水器内胆漏水,2021-10-13,https://tousu.sina.com.cn/complaint/view/17355391525/,投诉,云米全屋互联网家电,退货退款,[【垃圾国产云米储水式电热水器】2018网购一台小米旗下的云米热水器，2020年漏电跳闸无法使用，从保修到修好整整花了一个月的时间，2021年9月20日热水器第二次故障，这次是漏水，保修后师傅大概3天左右上门维修（电话沟通是最少一个礼拜才能上门，刚好这边有其他人热水器故障），师傅凭借多年维修经验加装泄压阀，然后拧...,已回复
178,长时间未发货,2021-10-12,https://tousu.sina.com.cn/complaint/view/17355374827/,投诉,云米全屋互联网家电,尽快发货,本人于2021年10月3日在淘宝购买云米wingA1烟灶套装。1.多次联系云米客服催促发货未果，故投诉。2.该产品显示库存有货却迟迟不发，前期贵司曾致电告知不知道什么时候发货，询问具体情况，其告知该产品暂无货源。贵司涉及虚假销售，故投诉。3.经本人与小米有品确认，官方表示暂未售卖该机型。4.因本人房屋装修，由于该烟灶...,已回复
179,云米管线机漏水，厂家售后拖延不予解决,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355331287/,投诉,云米全屋互联网家电,"退/换新机,维修,改善服务",本人于2021年6月18日在京东商城购买了云米MG2管线机。2021年8月28日安装使用时发现管线机就是坏的，漏水无法使用，随后拨打云米售后电话申请上门维修。师傅上门维修两次还未维修好，售后也不予更换，如今已一个多月了，机器还是无法使用的状态。,已回复
