序号,事件标题,日期,链接,数据来源,投诉对象,投诉要求,投诉内容,投诉进度
1099,chilin盲盒不发货！！,2021-09-30,https://tousu.sina.com.cn/complaint/view/17355202106/,投诉,手机百度技术支持,"赔偿,解释",9月9日购买的盲盒一直不发货 之前平台承诺的是7天之内发货 现在都二十天了 还不发货 找客服 客服也是一再拖 说什么在核实了 核实了二十天也没有进展吗 每次都是答非所问 不正面回答问题,已回复
1100,提现超过12小时还未到账，客服无回应,2021-10-08,https://tousu.sina.com.cn/complaint/view/17355322559/,投诉,手机百度技术支持,"改善服务,赶紧补发",早上4.55发起提现，到现在还没处理好。前几回都是中午那会儿就到账的。打客服电话没人接，网页上也是机器人回复。。。,已完成
1101,咕吗回收就是坑,2021-10-20,https://tousu.sina.com.cn/complaint/view/17355497275/,投诉,估吗手机回收,"退款,赔偿,作出处罚",我在咕吗回收上评测的手机可以置换4100我才寄过去的，咕吗回收检测以后告诉我各种问题然后把价格压到2500最后成交价格是2740是扣点之后的，咕吗回收转卖是3600多，万想说又赚差价又抽点你有良心差评一堆你们就这样做生意的,处理中
1102,chillin免费盲盒活动未发货,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355334968/,投诉,手机百度技术支持,请求发货,百度漫画关键的app chillin的免费盲盒活动，付了邮费一个月了还没发货,已回复
1103,投诉chillin商家一直不发货,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355360354/,投诉,手机百度技术支持,"赔偿,发货",从我9.9到现在一直没有进行发货，且并没有任何的单号或者物流信息，明明我已经支付了运费，我有权利怀疑他们欺诈客户。,已回复
1104,一个月了还不发货也不退款,2021-10-06,https://tousu.sina.com.cn/complaint/view/17355179487/,投诉,手机百度技术支持,发货,七号上午拍下的，人家九号的早到货了，我一个七号的都一个月了还没发货，说明说按顺序发货，九号十号的都早到了，七号的直接不管了，多次投诉反馈客服说立刻安排发货都没发货，一直拖，我要求明天给我安排发货,已回复
1105,百度果园免费水果成熟了告诉我所在地不配送,2021-10-10,https://tousu.sina.com.cn/complaint/view/17355351279/,投诉,手机百度技术支持,"退款,补发赠品",百度果园免费水果成熟了告诉我所在地不配送,已回复
1106,付了邮费，竟然一个多月不发货 百度漫画关联的app chilin,2021-10-06,https://tousu.sina.com.cn/complaint/view/17355285870/,投诉,手机百度技术支持,付款了邮费不发货,chilin的免费盲盒活动 ，付款了邮费，别人都发货了，我一个多月了还不发货,已回复
1107,百度活动付了邮费一个月不给发货,2021-10-05,https://tousu.sina.com.cn/complaint/view/17355281898/,投诉,手机百度技术支持,发货,百度漫画关联的app chillin的免费盲盒活动，付了邮费一个月还没发货,已完成
1108,百度漫画关联的app chillin 免费盲盒活动，付款超过26天还没发货,2021-10-05,https://tousu.sina.com.cn/complaint/view/17355269039/,投诉,手机百度技术支持,"改善服务,立刻发货谢谢",百度漫画关联的app chillin 免费盲盒活动，付款超过26天还没发货 没按时间发货 且服务不好,已回复
1109,chilin盲盒不发货！！,2021-09-30,https://tousu.sina.com.cn/complaint/view/17355202106/,投诉,手机百度技术支持,"赔偿,解释",9月9日购买的盲盒一直不发货 之前平台承诺的是7天之内发货 现在都二十天了 还不发货 找客服 客服也是一再拖 说什么在核实了 核实了二十天也没有进展吗 每次都是答非所问 不正面回答问题,已回复
1110,提现超过12小时还未到账，客服无回应,2021-10-08,https://tousu.sina.com.cn/complaint/view/17355322559/,投诉,手机百度技术支持,"改善服务,赶紧补发",早上4.55发起提现，到现在还没处理好。前几回都是中午那会儿就到账的。打客服电话没人接，网页上也是机器人回复。。。,已完成
1111,咕吗回收就是坑,2021-10-20,https://tousu.sina.com.cn/complaint/view/17355497275/,投诉,估吗手机回收,"退款,赔偿,作出处罚",我在咕吗回收上评测的手机可以置换4100我才寄过去的，咕吗回收检测以后告诉我各种问题然后把价格压到2500最后成交价格是2740是扣点之后的，咕吗回收转卖是3600多，万想说又赚差价又抽点你有良心差评一堆你们就这样做生意的,处理中
1112,chillin免费盲盒活动未发货,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355334968/,投诉,手机百度技术支持,请求发货,百度漫画关键的app chillin的免费盲盒活动，付了邮费一个月了还没发货,已回复
1113,投诉chillin商家一直不发货,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355360354/,投诉,手机百度技术支持,"赔偿,发货",从我9.9到现在一直没有进行发货，且并没有任何的单号或者物流信息，明明我已经支付了运费，我有权利怀疑他们欺诈客户。,已回复
1114,一个月了还不发货也不退款,2021-10-06,https://tousu.sina.com.cn/complaint/view/17355179487/,投诉,手机百度技术支持,发货,七号上午拍下的，人家九号的早到货了，我一个七号的都一个月了还没发货，说明说按顺序发货，九号十号的都早到了，七号的直接不管了，多次投诉反馈客服说立刻安排发货都没发货，一直拖，我要求明天给我安排发货,已回复
1115,百度果园免费水果成熟了告诉我所在地不配送,2021-10-10,https://tousu.sina.com.cn/complaint/view/17355351279/,投诉,手机百度技术支持,"退款,补发赠品",百度果园免费水果成熟了告诉我所在地不配送,已回复
1116,付了邮费，竟然一个多月不发货 百度漫画关联的app chilin,2021-10-06,https://tousu.sina.com.cn/complaint/view/17355285870/,投诉,手机百度技术支持,付款了邮费不发货,chilin的免费盲盒活动 ，付款了邮费，别人都发货了，我一个多月了还不发货,已回复
1117,百度活动付了邮费一个月不给发货,2021-10-05,https://tousu.sina.com.cn/complaint/view/17355281898/,投诉,手机百度技术支持,发货,百度漫画关联的app chillin的免费盲盒活动，付了邮费一个月还没发货,已完成
1118,百度漫画关联的app chillin 免费盲盒活动，付款超过26天还没发货,2021-10-05,https://tousu.sina.com.cn/complaint/view/17355269039/,投诉,手机百度技术支持,"改善服务,立刻发货谢谢",百度漫画关联的app chillin 免费盲盒活动，付款超过26天还没发货 没按时间发货 且服务不好,已回复
1119,chilin盲盒不发货！！,2021-09-30,https://tousu.sina.com.cn/complaint/view/17355202106/,投诉,手机百度技术支持,"赔偿,解释",9月9日购买的盲盒一直不发货 之前平台承诺的是7天之内发货 现在都二十天了 还不发货 找客服 客服也是一再拖 说什么在核实了 核实了二十天也没有进展吗 每次都是答非所问 不正面回答问题,已回复
1120,提现超过12小时还未到账，客服无回应,2021-10-08,https://tousu.sina.com.cn/complaint/view/17355322559/,投诉,手机百度技术支持,"改善服务,赶紧补发",早上4.55发起提现，到现在还没处理好。前几回都是中午那会儿就到账的。打客服电话没人接，网页上也是机器人回复。。。,已完成
1121,咕吗回收就是坑,2021-10-20,https://tousu.sina.com.cn/complaint/view/17355497275/,投诉,估吗手机回收,"退款,赔偿,作出处罚",我在咕吗回收上评测的手机可以置换4100我才寄过去的，咕吗回收检测以后告诉我各种问题然后把价格压到2500最后成交价格是2740是扣点之后的，咕吗回收转卖是3600多，万想说又赚差价又抽点你有良心差评一堆你们就这样做生意的,处理中
1122,chillin免费盲盒活动未发货,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355334968/,投诉,手机百度技术支持,请求发货,百度漫画关键的app chillin的免费盲盒活动，付了邮费一个月了还没发货,已回复
1123,投诉chillin商家一直不发货,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355360354/,投诉,手机百度技术支持,"赔偿,发货",从我9.9到现在一直没有进行发货，且并没有任何的单号或者物流信息，明明我已经支付了运费，我有权利怀疑他们欺诈客户。,已回复
1124,一个月了还不发货也不退款,2021-10-06,https://tousu.sina.com.cn/complaint/view/17355179487/,投诉,手机百度技术支持,发货,七号上午拍下的，人家九号的早到货了，我一个七号的都一个月了还没发货，说明说按顺序发货，九号十号的都早到了，七号的直接不管了，多次投诉反馈客服说立刻安排发货都没发货，一直拖，我要求明天给我安排发货,已回复
1125,百度果园免费水果成熟了告诉我所在地不配送,2021-10-10,https://tousu.sina.com.cn/complaint/view/17355351279/,投诉,手机百度技术支持,"退款,补发赠品",百度果园免费水果成熟了告诉我所在地不配送,已回复
1126,付了邮费，竟然一个多月不发货 百度漫画关联的app chilin,2021-10-06,https://tousu.sina.com.cn/complaint/view/17355285870/,投诉,手机百度技术支持,付款了邮费不发货,chilin的免费盲盒活动 ，付款了邮费，别人都发货了，我一个多月了还不发货,已回复
1127,百度活动付了邮费一个月不给发货,2021-10-05,https://tousu.sina.com.cn/complaint/view/17355281898/,投诉,手机百度技术支持,发货,百度漫画关联的app chillin的免费盲盒活动，付了邮费一个月还没发货,已完成
1128,百度漫画关联的app chillin 免费盲盒活动，付款超过26天还没发货,2021-10-05,https://tousu.sina.com.cn/complaint/view/17355269039/,投诉,手机百度技术支持,"改善服务,立刻发货谢谢",百度漫画关联的app chillin 免费盲盒活动，付款超过26天还没发货 没按时间发货 且服务不好,已回复
1129,chilin盲盒不发货！！,2021-09-30,https://tousu.sina.com.cn/complaint/view/17355202106/,投诉,手机百度技术支持,"赔偿,解释",9月9日购买的盲盒一直不发货 之前平台承诺的是7天之内发货 现在都二十天了 还不发货 找客服 客服也是一再拖 说什么在核实了 核实了二十天也没有进展吗 每次都是答非所问 不正面回答问题,已回复
1130,提现超过12小时还未到账，客服无回应,2021-10-08,https://tousu.sina.com.cn/complaint/view/17355322559/,投诉,手机百度技术支持,"改善服务,赶紧补发",早上4.55发起提现，到现在还没处理好。前几回都是中午那会儿就到账的。打客服电话没人接，网页上也是机器人回复。。。,已完成
1131,咕吗回收就是坑,2021-10-20,https://tousu.sina.com.cn/complaint/view/17355497275/,投诉,估吗手机回收,"退款,赔偿,作出处罚",我在咕吗回收上评测的手机可以置换4100我才寄过去的，咕吗回收检测以后告诉我各种问题然后把价格压到2500最后成交价格是2740是扣点之后的，咕吗回收转卖是3600多，万想说又赚差价又抽点你有良心差评一堆你们就这样做生意的,处理中
1132,chillin免费盲盒活动未发货,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355334968/,投诉,手机百度技术支持,请求发货,百度漫画关键的app chillin的免费盲盒活动，付了邮费一个月了还没发货,已回复
1133,投诉chillin商家一直不发货,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355360354/,投诉,手机百度技术支持,"赔偿,发货",从我9.9到现在一直没有进行发货，且并没有任何的单号或者物流信息，明明我已经支付了运费，我有权利怀疑他们欺诈客户。,已回复
1134,一个月了还不发货也不退款,2021-10-06,https://tousu.sina.com.cn/complaint/view/17355179487/,投诉,手机百度技术支持,发货,七号上午拍下的，人家九号的早到货了，我一个七号的都一个月了还没发货，说明说按顺序发货，九号十号的都早到了，七号的直接不管了，多次投诉反馈客服说立刻安排发货都没发货，一直拖，我要求明天给我安排发货,已回复
1135,百度果园免费水果成熟了告诉我所在地不配送,2021-10-10,https://tousu.sina.com.cn/complaint/view/17355351279/,投诉,手机百度技术支持,"退款,补发赠品",百度果园免费水果成熟了告诉我所在地不配送,已回复
1136,付了邮费，竟然一个多月不发货 百度漫画关联的app chilin,2021-10-06,https://tousu.sina.com.cn/complaint/view/17355285870/,投诉,手机百度技术支持,付款了邮费不发货,chilin的免费盲盒活动 ，付款了邮费，别人都发货了，我一个多月了还不发货,已回复
1137,百度活动付了邮费一个月不给发货,2021-10-05,https://tousu.sina.com.cn/complaint/view/17355281898/,投诉,手机百度技术支持,发货,百度漫画关联的app chillin的免费盲盒活动，付了邮费一个月还没发货,已完成
1138,百度漫画关联的app chillin 免费盲盒活动，付款超过26天还没发货,2021-10-05,https://tousu.sina.com.cn/complaint/view/17355269039/,投诉,手机百度技术支持,"改善服务,立刻发货谢谢",百度漫画关联的app chillin 免费盲盒活动，付款超过26天还没发货 没按时间发货 且服务不好,已回复
1139,chilin盲盒不发货！！,2021-09-30,https://tousu.sina.com.cn/complaint/view/17355202106/,投诉,手机百度技术支持,"赔偿,解释",9月9日购买的盲盒一直不发货 之前平台承诺的是7天之内发货 现在都二十天了 还不发货 找客服 客服也是一再拖 说什么在核实了 核实了二十天也没有进展吗 每次都是答非所问 不正面回答问题,已回复
1140,提现超过12小时还未到账，客服无回应,2021-10-08,https://tousu.sina.com.cn/complaint/view/17355322559/,投诉,手机百度技术支持,"改善服务,赶紧补发",早上4.55发起提现，到现在还没处理好。前几回都是中午那会儿就到账的。打客服电话没人接，网页上也是机器人回复。。。,已完成
1141,咕吗回收就是坑,2021-10-20,https://tousu.sina.com.cn/complaint/view/17355497275/,投诉,估吗手机回收,"退款,赔偿,作出处罚",我在咕吗回收上评测的手机可以置换4100我才寄过去的，咕吗回收检测以后告诉我各种问题然后把价格压到2500最后成交价格是2740是扣点之后的，咕吗回收转卖是3600多，万想说又赚差价又抽点你有良心差评一堆你们就这样做生意的,处理中
1142,chillin免费盲盒活动未发货,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355334968/,投诉,手机百度技术支持,请求发货,百度漫画关键的app chillin的免费盲盒活动，付了邮费一个月了还没发货,已回复
1143,投诉chillin商家一直不发货,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355360354/,投诉,手机百度技术支持,"赔偿,发货",从我9.9到现在一直没有进行发货，且并没有任何的单号或者物流信息，明明我已经支付了运费，我有权利怀疑他们欺诈客户。,已回复
1144,一个月了还不发货也不退款,2021-10-06,https://tousu.sina.com.cn/complaint/view/17355179487/,投诉,手机百度技术支持,发货,七号上午拍下的，人家九号的早到货了，我一个七号的都一个月了还没发货，说明说按顺序发货，九号十号的都早到了，七号的直接不管了，多次投诉反馈客服说立刻安排发货都没发货，一直拖，我要求明天给我安排发货,已回复
1145,百度果园免费水果成熟了告诉我所在地不配送,2021-10-10,https://tousu.sina.com.cn/complaint/view/17355351279/,投诉,手机百度技术支持,"退款,补发赠品",百度果园免费水果成熟了告诉我所在地不配送,已回复
1146,付了邮费，竟然一个多月不发货 百度漫画关联的app chilin,2021-10-06,https://tousu.sina.com.cn/complaint/view/17355285870/,投诉,手机百度技术支持,付款了邮费不发货,chilin的免费盲盒活动 ，付款了邮费，别人都发货了，我一个多月了还不发货,已回复
1147,百度活动付了邮费一个月不给发货,2021-10-05,https://tousu.sina.com.cn/complaint/view/17355281898/,投诉,手机百度技术支持,发货,百度漫画关联的app chillin的免费盲盒活动，付了邮费一个月还没发货,已完成
1148,百度漫画关联的app chillin 免费盲盒活动，付款超过26天还没发货,2021-10-05,https://tousu.sina.com.cn/complaint/view/17355269039/,投诉,手机百度技术支持,"改善服务,立刻发货谢谢",百度漫画关联的app chillin 免费盲盒活动，付款超过26天还没发货 没按时间发货 且服务不好,已回复
1149,chilin盲盒不发货！！,2021-09-30,https://tousu.sina.com.cn/complaint/view/17355202106/,投诉,手机百度技术支持,"赔偿,解释",9月9日购买的盲盒一直不发货 之前平台承诺的是7天之内发货 现在都二十天了 还不发货 找客服 客服也是一再拖 说什么在核实了 核实了二十天也没有进展吗 每次都是答非所问 不正面回答问题,已回复
1150,提现超过12小时还未到账，客服无回应,2021-10-08,https://tousu.sina.com.cn/complaint/view/17355322559/,投诉,手机百度技术支持,"改善服务,赶紧补发",早上4.55发起提现，到现在还没处理好。前几回都是中午那会儿就到账的。打客服电话没人接，网页上也是机器人回复。。。,已完成
1151,咕吗回收就是坑,2021-10-20,https://tousu.sina.com.cn/complaint/view/17355497275/,投诉,估吗手机回收,"退款,赔偿,作出处罚",我在咕吗回收上评测的手机可以置换4100我才寄过去的，咕吗回收检测以后告诉我各种问题然后把价格压到2500最后成交价格是2740是扣点之后的，咕吗回收转卖是3600多，万想说又赚差价又抽点你有良心差评一堆你们就这样做生意的,处理中
1152,chillin免费盲盒活动未发货,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355334968/,投诉,手机百度技术支持,请求发货,百度漫画关键的app chillin的免费盲盒活动，付了邮费一个月了还没发货,已回复
1153,投诉chillin商家一直不发货,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355360354/,投诉,手机百度技术支持,"赔偿,发货",从我9.9到现在一直没有进行发货，且并没有任何的单号或者物流信息，明明我已经支付了运费，我有权利怀疑他们欺诈客户。,已回复
1154,一个月了还不发货也不退款,2021-10-06,https://tousu.sina.com.cn/complaint/view/17355179487/,投诉,手机百度技术支持,发货,七号上午拍下的，人家九号的早到货了，我一个七号的都一个月了还没发货，说明说按顺序发货，九号十号的都早到了，七号的直接不管了，多次投诉反馈客服说立刻安排发货都没发货，一直拖，我要求明天给我安排发货,已回复
1155,百度果园免费水果成熟了告诉我所在地不配送,2021-10-10,https://tousu.sina.com.cn/complaint/view/17355351279/,投诉,手机百度技术支持,"退款,补发赠品",百度果园免费水果成熟了告诉我所在地不配送,已回复
1156,付了邮费，竟然一个多月不发货 百度漫画关联的app chilin,2021-10-06,https://tousu.sina.com.cn/complaint/view/17355285870/,投诉,手机百度技术支持,付款了邮费不发货,chilin的免费盲盒活动 ，付款了邮费，别人都发货了，我一个多月了还不发货,已回复
1157,百度活动付了邮费一个月不给发货,2021-10-05,https://tousu.sina.com.cn/complaint/view/17355281898/,投诉,手机百度技术支持,发货,百度漫画关联的app chillin的免费盲盒活动，付了邮费一个月还没发货,已完成
1158,百度漫画关联的app chillin 免费盲盒活动，付款超过26天还没发货,2021-10-05,https://tousu.sina.com.cn/complaint/view/17355269039/,投诉,手机百度技术支持,"改善服务,立刻发货谢谢",百度漫画关联的app chillin 免费盲盒活动，付款超过26天还没发货 没按时间发货 且服务不好,已回复
1159,chilin盲盒不发货！！,2021-09-30,https://tousu.sina.com.cn/complaint/view/17355202106/,投诉,手机百度技术支持,"赔偿,解释",9月9日购买的盲盒一直不发货 之前平台承诺的是7天之内发货 现在都二十天了 还不发货 找客服 客服也是一再拖 说什么在核实了 核实了二十天也没有进展吗 每次都是答非所问 不正面回答问题,已回复
1160,提现超过12小时还未到账，客服无回应,2021-10-08,https://tousu.sina.com.cn/complaint/view/17355322559/,投诉,手机百度技术支持,"改善服务,赶紧补发",早上4.55发起提现，到现在还没处理好。前几回都是中午那会儿就到账的。打客服电话没人接，网页上也是机器人回复。。。,已完成
1161,咕吗回收就是坑,2021-10-20,https://tousu.sina.com.cn/complaint/view/17355497275/,投诉,估吗手机回收,"退款,赔偿,作出处罚",我在咕吗回收上评测的手机可以置换4100我才寄过去的，咕吗回收检测以后告诉我各种问题然后把价格压到2500最后成交价格是2740是扣点之后的，咕吗回收转卖是3600多，万想说又赚差价又抽点你有良心差评一堆你们就这样做生意的,处理中
1162,chillin免费盲盒活动未发货,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355334968/,投诉,手机百度技术支持,请求发货,百度漫画关键的app chillin的免费盲盒活动，付了邮费一个月了还没发货,已回复
1163,投诉chillin商家一直不发货,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355360354/,投诉,手机百度技术支持,"赔偿,发货",从我9.9到现在一直没有进行发货，且并没有任何的单号或者物流信息，明明我已经支付了运费，我有权利怀疑他们欺诈客户。,已回复
1164,一个月了还不发货也不退款,2021-10-06,https://tousu.sina.com.cn/complaint/view/17355179487/,投诉,手机百度技术支持,发货,七号上午拍下的，人家九号的早到货了，我一个七号的都一个月了还没发货，说明说按顺序发货，九号十号的都早到了，七号的直接不管了，多次投诉反馈客服说立刻安排发货都没发货，一直拖，我要求明天给我安排发货,已回复
1165,百度果园免费水果成熟了告诉我所在地不配送,2021-10-10,https://tousu.sina.com.cn/complaint/view/17355351279/,投诉,手机百度技术支持,"退款,补发赠品",百度果园免费水果成熟了告诉我所在地不配送,已回复
1166,付了邮费，竟然一个多月不发货 百度漫画关联的app chilin,2021-10-06,https://tousu.sina.com.cn/complaint/view/17355285870/,投诉,手机百度技术支持,付款了邮费不发货,chilin的免费盲盒活动 ，付款了邮费，别人都发货了，我一个多月了还不发货,已回复
1167,百度活动付了邮费一个月不给发货,2021-10-05,https://tousu.sina.com.cn/complaint/view/17355281898/,投诉,手机百度技术支持,发货,百度漫画关联的app chillin的免费盲盒活动，付了邮费一个月还没发货,已完成
1168,百度漫画关联的app chillin 免费盲盒活动，付款超过26天还没发货,2021-10-05,https://tousu.sina.com.cn/complaint/view/17355269039/,投诉,手机百度技术支持,"改善服务,立刻发货谢谢",百度漫画关联的app chillin 免费盲盒活动，付款超过26天还没发货 没按时间发货 且服务不好,已回复
1169,chilin盲盒不发货！！,2021-09-30,https://tousu.sina.com.cn/complaint/view/17355202106/,投诉,手机百度技术支持,"赔偿,解释",9月9日购买的盲盒一直不发货 之前平台承诺的是7天之内发货 现在都二十天了 还不发货 找客服 客服也是一再拖 说什么在核实了 核实了二十天也没有进展吗 每次都是答非所问 不正面回答问题,已回复
1170,提现超过12小时还未到账，客服无回应,2021-10-08,https://tousu.sina.com.cn/complaint/view/17355322559/,投诉,手机百度技术支持,"改善服务,赶紧补发",早上4.55发起提现，到现在还没处理好。前几回都是中午那会儿就到账的。打客服电话没人接，网页上也是机器人回复。。。,已完成
1171,咕吗回收就是坑,2021-10-20,https://tousu.sina.com.cn/complaint/view/17355497275/,投诉,估吗手机回收,"退款,赔偿,作出处罚",我在咕吗回收上评测的手机可以置换4100我才寄过去的，咕吗回收检测以后告诉我各种问题然后把价格压到2500最后成交价格是2740是扣点之后的，咕吗回收转卖是3600多，万想说又赚差价又抽点你有良心差评一堆你们就这样做生意的,处理中
1172,chillin免费盲盒活动未发货,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355334968/,投诉,手机百度技术支持,请求发货,百度漫画关键的app chillin的免费盲盒活动，付了邮费一个月了还没发货,已回复
1173,投诉chillin商家一直不发货,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355360354/,投诉,手机百度技术支持,"赔偿,发货",从我9.9到现在一直没有进行发货，且并没有任何的单号或者物流信息，明明我已经支付了运费，我有权利怀疑他们欺诈客户。,已回复
1174,一个月了还不发货也不退款,2021-10-06,https://tousu.sina.com.cn/complaint/view/17355179487/,投诉,手机百度技术支持,发货,七号上午拍下的，人家九号的早到货了，我一个七号的都一个月了还没发货，说明说按顺序发货，九号十号的都早到了，七号的直接不管了，多次投诉反馈客服说立刻安排发货都没发货，一直拖，我要求明天给我安排发货,已回复
1175,百度果园免费水果成熟了告诉我所在地不配送,2021-10-10,https://tousu.sina.com.cn/complaint/view/17355351279/,投诉,手机百度技术支持,"退款,补发赠品",百度果园免费水果成熟了告诉我所在地不配送,已回复
1176,付了邮费，竟然一个多月不发货 百度漫画关联的app chilin,2021-10-06,https://tousu.sina.com.cn/complaint/view/17355285870/,投诉,手机百度技术支持,付款了邮费不发货,chilin的免费盲盒活动 ，付款了邮费，别人都发货了，我一个多月了还不发货,已回复
1177,百度活动付了邮费一个月不给发货,2021-10-05,https://tousu.sina.com.cn/complaint/view/17355281898/,投诉,手机百度技术支持,发货,百度漫画关联的app chillin的免费盲盒活动，付了邮费一个月还没发货,已完成
1178,百度漫画关联的app chillin 免费盲盒活动，付款超过26天还没发货,2021-10-05,https://tousu.sina.com.cn/complaint/view/17355269039/,投诉,手机百度技术支持,"改善服务,立刻发货谢谢",百度漫画关联的app chillin 免费盲盒活动，付款超过26天还没发货 没按时间发货 且服务不好,已回复
1179,chilin盲盒不发货！！,2021-09-30,https://tousu.sina.com.cn/complaint/view/17355202106/,投诉,手机百度技术支持,"赔偿,解释",9月9日购买的盲盒一直不发货 之前平台承诺的是7天之内发货 现在都二十天了 还不发货 找客服 客服也是一再拖 说什么在核实了 核实了二十天也没有进展吗 每次都是答非所问 不正面回答问题,已回复
1180,提现超过12小时还未到账，客服无回应,2021-10-08,https://tousu.sina.com.cn/complaint/view/17355322559/,投诉,手机百度技术支持,"改善服务,赶紧补发",早上4.55发起提现，到现在还没处理好。前几回都是中午那会儿就到账的。打客服电话没人接，网页上也是机器人回复。。。,已完成
1181,咕吗回收就是坑,2021-10-20,https://tousu.sina.com.cn/complaint/view/17355497275/,投诉,估吗手机回收,"退款,赔偿,作出处罚",我在咕吗回收上评测的手机可以置换4100我才寄过去的，咕吗回收检测以后告诉我各种问题然后把价格压到2500最后成交价格是2740是扣点之后的，咕吗回收转卖是3600多，万想说又赚差价又抽点你有良心差评一堆你们就这样做生意的,处理中
1182,chillin免费盲盒活动未发货,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355334968/,投诉,手机百度技术支持,请求发货,百度漫画关键的app chillin的免费盲盒活动，付了邮费一个月了还没发货,已回复
1183,投诉chillin商家一直不发货,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355360354/,投诉,手机百度技术支持,"赔偿,发货",从我9.9到现在一直没有进行发货，且并没有任何的单号或者物流信息，明明我已经支付了运费，我有权利怀疑他们欺诈客户。,已回复
1184,一个月了还不发货也不退款,2021-10-06,https://tousu.sina.com.cn/complaint/view/17355179487/,投诉,手机百度技术支持,发货,七号上午拍下的，人家九号的早到货了，我一个七号的都一个月了还没发货，说明说按顺序发货，九号十号的都早到了，七号的直接不管了，多次投诉反馈客服说立刻安排发货都没发货，一直拖，我要求明天给我安排发货,已回复
1185,百度果园免费水果成熟了告诉我所在地不配送,2021-10-10,https://tousu.sina.com.cn/complaint/view/17355351279/,投诉,手机百度技术支持,"退款,补发赠品",百度果园免费水果成熟了告诉我所在地不配送,已回复
1186,付了邮费，竟然一个多月不发货 百度漫画关联的app chilin,2021-10-06,https://tousu.sina.com.cn/complaint/view/17355285870/,投诉,手机百度技术支持,付款了邮费不发货,chilin的免费盲盒活动 ，付款了邮费，别人都发货了，我一个多月了还不发货,已回复
1187,百度活动付了邮费一个月不给发货,2021-10-05,https://tousu.sina.com.cn/complaint/view/17355281898/,投诉,手机百度技术支持,发货,百度漫画关联的app chillin的免费盲盒活动，付了邮费一个月还没发货,已完成
1188,百度漫画关联的app chillin 免费盲盒活动，付款超过26天还没发货,2021-10-05,https://tousu.sina.com.cn/complaint/view/17355269039/,投诉,手机百度技术支持,"改善服务,立刻发货谢谢",百度漫画关联的app chillin 免费盲盒活动，付款超过26天还没发货 没按时间发货 且服务不好,已回复
1189,chilin盲盒不发货！！,2021-09-30,https://tousu.sina.com.cn/complaint/view/17355202106/,投诉,手机百度技术支持,"赔偿,解释",9月9日购买的盲盒一直不发货 之前平台承诺的是7天之内发货 现在都二十天了 还不发货 找客服 客服也是一再拖 说什么在核实了 核实了二十天也没有进展吗 每次都是答非所问 不正面回答问题,已回复
1190,提现超过12小时还未到账，客服无回应,2021-10-08,https://tousu.sina.com.cn/complaint/view/17355322559/,投诉,手机百度技术支持,"改善服务,赶紧补发",早上4.55发起提现，到现在还没处理好。前几回都是中午那会儿就到账的。打客服电话没人接，网页上也是机器人回复。。。,已完成
1191,咕吗回收就是坑,2021-10-20,https://tousu.sina.com.cn/complaint/view/17355497275/,投诉,估吗手机回收,"退款,赔偿,作出处罚",我在咕吗回收上评测的手机可以置换4100我才寄过去的，咕吗回收检测以后告诉我各种问题然后把价格压到2500最后成交价格是2740是扣点之后的，咕吗回收转卖是3600多，万想说又赚差价又抽点你有良心差评一堆你们就这样做生意的,处理中
1192,chillin免费盲盒活动未发货,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355334968/,投诉,手机百度技术支持,请求发货,百度漫画关键的app chillin的免费盲盒活动，付了邮费一个月了还没发货,已回复
1193,投诉chillin商家一直不发货,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355360354/,投诉,手机百度技术支持,"赔偿,发货",从我9.9到现在一直没有进行发货，且并没有任何的单号或者物流信息，明明我已经支付了运费，我有权利怀疑他们欺诈客户。,已回复
1194,一个月了还不发货也不退款,2021-10-06,https://tousu.sina.com.cn/complaint/view/17355179487/,投诉,手机百度技术支持,发货,七号上午拍下的，人家九号的早到货了，我一个七号的都一个月了还没发货，说明说按顺序发货，九号十号的都早到了，七号的直接不管了，多次投诉反馈客服说立刻安排发货都没发货，一直拖，我要求明天给我安排发货,已回复
1195,百度果园免费水果成熟了告诉我所在地不配送,2021-10-10,https://tousu.sina.com.cn/complaint/view/17355351279/,投诉,手机百度技术支持,"退款,补发赠品",百度果园免费水果成熟了告诉我所在地不配送,已回复
