序号,事件标题,日期,链接,数据来源,投诉对象,投诉要求,投诉内容,投诉进度
657,一直都不发货。的的盲盒，也付款了。就是不发货，审核都是没有结果。,2021-10-01,https://tousu.sina.com.cn/complaint/view/17355217338/,投诉,手机百度技术支持,给我发货,一直在拖延，一直在拖。从七号到现在审核一直没有结果，等了大半个月多了,已完成
658,付了邮费一个月竟然还不给发货！！！！,2021-09-30,https://tousu.sina.com.cn/complaint/view/17355203328/,投诉,手机百度技术支持,"发货,发货,发货",百度漫画关联的app Chillin的免费盲盒活动，付了邮费一个月了还不给发过！！太过分了 都接近一个月了,已完成
659,chilin盲盒不发货！！,2021-09-30,https://tousu.sina.com.cn/complaint/view/17355202106/,投诉,手机百度技术支持,"赔偿,解释",9月9日购买的盲盒一直不发货 之前平台承诺的是7天之内发货 现在都二十天了 还不发货 找客服 客服也是一再拖 说什么在核实了 核实了二十天也没有进展吗 ！每次都是答非所问 不正面回答问题！！,已回复
660,真我GT neo手机质量差内屏黑屏,2021-08-27,https://tousu.sina.com.cn/complaint/view/17354644778/,投诉,realme手机,换机 维修,手机在兜里放着拿出来后竟然屏幕黑了，外屏完好，内屏初中黑印，2000多的手机质量尽然这样太虚假宣传了，现在开机没有屏幕显示，俗称游戏手机质量竟然这么差太欺骗消费者了，需要黑猫给予惩罚。,已回复
661,百度极速版提现不了,2021-10-05,https://tousu.sina.com.cn/complaint/view/17355270298/,投诉,手机百度技术支持,赔偿,辛辛苦苦做任务，然后以为要提现，里面就有时间限制，那我等，等到他三二一倒计时秒杀提现，321结束后就又开始下一次秒杀倒计时，根本就没得提现，骗人的，大大公司这样子做,已回复
662,在chillin上抽到的盲盒，并且付了邮费了，9.9付款，现在10.4未发货,2021-10-04,https://tousu.sina.com.cn/complaint/view/17355262350/,投诉,手机百度技术支持,发货,9.9日在百度漫画联名的chillin上邀请好友抽取盲盒得到了盲盒，并且自付了邮费，已经过去了快一个月，10.4日都没曾收到发货信息,已回复
663,chillin盲盒一个月未发货,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355333599/,投诉,手机百度技术支持,发货,chillin9.9日申请发货后一直无消息,已回复
664,未满8岁孩子在监护人未在场的情况下在平台充值7000元,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355341207/,投诉,49you手机游戏,退款,监护人要求平台退还误充值金额 平台以孩子充值时是使用父母身份证和支付密码进行支付和注册的 不退还款项 威胁想要退款就去报警,待分配
665,百度漫画抽盒机，chillin app不发货,2021-10-08,https://tousu.sina.com.cn/complaint/view/17355326503/,投诉,手机百度技术支持,立即发货,在抽盒机抽到的rico系列布丁小白，商家一直不发货，已经逾期一个月，问客服客服一直态度敷衍，从不解决问题,已完成
666,都是一样的百度极速版 为什么里面不一样,2021-10-07,https://tousu.sina.com.cn/complaint/view/17355297369/,投诉,手机百度技术支持,解释,为什么别人是提现起线三元 我只能提一元 国庆邀请福利也不显示 什么道理 我为什么没有我感觉我受到了歧视 提现高额根本提不出来成天额度已用完 每天可提都比别人低,已回复
667,账号无故异常无法参加活动,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355342400/,投诉,手机百度技术支持,恢复账号,玩百度极速版玩了几天，今天突然账号异常不让我参加活动了,已回复
668,百度大字版恢复账号,2021-10-05,https://tousu.sina.com.cn/complaint/view/17355268767/,投诉,手机百度技术支持,马上恢复账号，,账号好好的今天在提现失败，原因账号异常，也反应过没有解决希望通过这里让百度大字版和百度极速版恢复账号。,已完成
669,骗人来参与活动然后借口用户账户异常不发放承诺的现金,2021-10-07,https://tousu.sina.com.cn/complaint/view/17355301465/,投诉,手机百度技术支持,"赔偿,作出处罚",签到领现金 签到了有4.65元后提示账号异常不能在参与 我确定我没有任何异常操作,已回复
670,抽了盲盒,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355329313/,投诉,手机百度技术支持,"赔偿,改善服务",不发货 抽盒页面也没有了 连可以沟通的客服都无,已回复
671,连续几天卡点提现却一直显示已抢完,2021-10-17,https://tousu.sina.com.cn/complaint/view/17355453995/,投诉,手机百度技术支持,"赔偿,解释",我在百度极速版天天领现金活动中邀请好友赚了点现金，然后想提现一直提不了，显示份额已满，连续好几天卡点都不行，只有一元是可以提的，我难不成还要天天提现一元？,已回复
672,手机百度极速版提示账户异常,2021-10-17,https://tousu.sina.com.cn/complaint/view/17355462290/,投诉,手机百度技术支持,恢复账号,平常一直用百度账号登陆手机百度和百度极速版，我用腾讯手游助手登陆百度极速版之后提示百度账号异常，百度极速版不能签到，各种活动和提现不能参加。手机百度能签到，但是种水果，搜索红包，小说板块兑换现金红包等活动不能参加。向客服反馈多次，只是回复账号异常。以上问题十多天了一直没有解决。,已完成
673,估吗回收在没有经过我本人同意的情况下拆了我的手机,2021-10-22,https://tousu.sina.com.cn/complaint/view/17355542083/,投诉,估吗手机回收,"赔偿,道歉",在没有经过我本人同意的情况下拆了我的手机，我的屏幕寄出前一点问题都没有，到他们那里就出现了屏幕显示问题，机子是有一点磨损的，寄回来的没有磨损,已回复
674,购物未发货,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355338531/,投诉,手机百度技术支持,要求发货,购物并且支付邮费长时间未发货，希望尽快发货,已回复
675,虚假宣传，假提现,2021-10-21,https://tousu.sina.com.cn/complaint/view/17355524770/,投诉,手机百度技术支持,"退款,道歉",北京时间六点准时准点，提现不了，显示有余量，不可提现。,已回复
676,百度极速版提现两小时未到账,2021-10-20,https://tousu.sina.com.cn/complaint/view/17355497545/,投诉,手机百度技术支持,提现加快到账,好不容易攒够了100能提现了，抢了好几次才抢到名额，熬到了好几个12点啊，就为了提现，现在提现了，说两小时内到账，但是两小时多了，为什么没有到账啊，难不成是骗人的吗？,已回复
677,就是不让人提现,2021-10-20,https://tousu.sina.com.cn/complaint/view/17355497606/,投诉,手机百度技术支持,赔偿,我到6点进去的时候显示活动火爆不能进，过了一会再进去的时候己经显业今天份数已用完。一直都不能提。,已回复
678,百度极速版莫名封号,2021-10-07,https://tousu.sina.com.cn/complaint/view/17355296421/,投诉,手机百度技术支持,恢复账号,辛辛苦苦刷视频看小说攒了好长时间的金币，等到终于可以提现的时候告诉我账号异常？刷视频看小说签到的时候不说账号异常，可以提现了说异常，也不给任何解释，就是不给提现，说我账号异常总该有个理由吧，再说了我干什么了就账号异常？？？？？？,已回复
679,百度旗下的chillin软件的盲盒机里的抽盲盒付了钱和邮费后一直没发货,2021-10-05,https://tousu.sina.com.cn/complaint/view/17355280154/,投诉,手机百度技术支持,发货或退款原路返回,要求发货，如果没货就请退款给我，已经这么多天了还是付了钱的一直不发货是没货？身边已经很多人收到了，甚至还收到了两个是把我的发错给别人了？？？,已回复
680,不给提现,2021-10-28,https://tousu.sina.com.cn/complaint/view/17355626839/,投诉,手机百度技术支持,解释,不给提现，今天没提现过 说今天提现过，非常懵,已回复
681,百度极速版度小满小时提现成功不到账,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355360871/,投诉,手机百度技术支持,退款,百度极速版度小满显示提现成功不到账，希望帮忙解决,已回复
682,商家收到货后说无法开机,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355333701/,投诉,估吗手机回收,赔偿,快递邮寄时顺丰快递员当面查收可以开关机，顺丰那里有照片记录.顺丰也和估吗回收签署了签收免责协议. 现在估吗回收收到货后，说我的iPadmini5无法开机更可笑的是74元就想回收.,已回复
683,付了盲盒和运费费用13元还没发货,2021-10-05,https://tousu.sina.com.cn/complaint/view/17355281387/,投诉,手机百度技术支持,"退款,发货",百度漫画关联的app chillin的免费盲盒活动，我选了价值69元的盲盒，仍需支付10元盲盒的费用，后来还支付了3元运费，一共13元，9月8日至今还不发货。要求发货或者退款13元。,已完成
684,百度极速版邀请好友红包,2021-10-06,https://tousu.sina.com.cn/complaint/view/17355290345/,投诉,手机百度技术支持,"赔偿,道歉",就是我邀请了人，第2天后面第3天之后那个奖励就没有过来。反正就是说一直没有完成任务，然后让邀请的那个人一直刷，但是他的那个钱就是没有到账。,已回复
685,百度极速版账号异常,2021-10-04,https://tousu.sina.com.cn/complaint/view/17355263510/,投诉,手机百度技术支持,"恢复账号,撤销处罚,接触账号异常",百度极速版账号异常，无法参与活动或提现。,已回复
686,天天都说名额不够，都提不了现，这不是欺骗人嘛，玩不起就不要让别人下载,2021-10-21,https://tousu.sina.com.cn/complaint/view/17355514612/,投诉,手机百度技术支持,赔偿,每天刷广告视频，每天都提不了现，还怎么玩,已回复
687,钱去哪里了？,2021-10-10,https://tousu.sina.com.cn/complaint/view/17355343636/,投诉,手机百度技术支持,"退款,赔偿,解释,作出处罚",能告诉我一下吗？新浪都没有这样？宁是觉得欺骗很有意思？,已完成
688,百度极速版是个骗局,2021-10-14,https://tousu.sina.com.cn/complaint/view/17355408491/,投诉,手机百度技术支持,"退款,赔偿,道歉,作出处罚,解释,下架产品",广告打得倒是很响，其实就是个大骗子平台，人家抖音，头条玩一年了也没有出现这种情况，提现不了，天天显示份额已经用完，拉了五六个人，把人家也坑了，都提现不出来，天天去看上面的广告刷点金币，全是骗局！大家不要再下载了，有的赶紧卸载，不要相信，顺便告诉身边人，千万不要相信，不要玩！,已回复
689,已经付款了，10天过去了一点消息都没有,2021-10-12,https://tousu.sina.com.cn/complaint/view/17355373755/,投诉,手机百度技术支持,发货,9月26号左右下的单，到现在一点消息都没有，连订单号都没有，就想知道我有生之年还能不能拿到,已回复
690,百度新年活动无法提现,2021-10-20,https://tousu.sina.com.cn/complaint/view/17355497866/,投诉,手机百度技术支持,"退款,赔偿",19号晚上凌晨12点33，提现15元。到20号早上7:46。始终没有道账，你们只需要把我提现的那15块钱给我就行。,已回复
691,售后维修拖延时间,2021-10-28,https://tousu.sina.com.cn/complaint/view/17355620050/,投诉,黑鲨游戏手机,3天内修好或者退款,10月15号手机无法开机寄去售后维修，16号签收，承诺5到7个工作日完成，现在已经半个月过去了，一直说催促，等料，拖延时间不处理，也没有准确时间,处理中
692,黑鲨3s手机主板问题,2021-10-15,https://tousu.sina.com.cn/complaint/view/17355432633/,投诉,黑鲨游戏手机,15天内解锁,我10月1日邮回北京售后，他们10月3日收到货，到目前为止全部都是一句主板没货，具体时间不知道。要么加999元换成黑鲨4，问了淘宝客服让我问官方，问了官方说是以售后为准，给售后发微信半天不回信息，也没有给邮备用机，我之前问的时候说没有备用机，后来又问了两次才说给我反馈，今天反馈结果出来了，说是有备用机，但...,已回复
693,多次售后未解决，且扣留手机不归还,2021-10-31,https://tousu.sina.com.cn/complaint/view/17355669969/,投诉,黑鲨游戏手机,换新或退货,"我6月10日于小米商城购买的黑鲨手机4,8月份出现了指纹识别异常的故障，无法解锁手机以及无法录入指纹，期间尝试了恢复出厂设置，升级系统版本等手段均无果，终于8月27日选择到小米商城申请售后，但8月28日晚客服来电说无法维修这台黑鲨手机，因为小米售后没有黑鲨手机的维修零件，并且让我授权他们转寄到北京黑鲨售后进...",处理中
694,chillin一直不发货 9.4到现在都没发,2021-10-24,https://tousu.sina.com.cn/complaint/view/17355561499/,投诉,手机百度技术支持,"解释,发货",参加了chillin的活动，很早就完成了任务，也支付好了邮费，申请发货。但是迟迟没有消息，一直没有给我发货!远远超出活动方所说的3到5个工作日!希望活动方能赶紧给我发货!,已回复
695,百度极速版无法提现,2021-10-31,https://tousu.sina.com.cn/complaint/view/17355668022/,投诉,手机百度技术支持,"赔偿,道歉,改善服务,修改宣传内容",我在百度极速版里做任务可提现金额达到十五元的时候无法提现且提示今日份额已用完，我在凌晨12点卡点提现也依然显示份额已用完根本无法提现我要求百度极速版赔偿我15元！,已回复
696,百度极速版不能提现的问题！,2021-10-31,https://tousu.sina.com.cn/complaint/view/17355672866/,投诉,手机百度技术支持,"退款,赔偿",麻烦问一下。这个极速版里面的15块钱是不能提现还是怎么回事？每天早晨6点来钟起来就领取。只显示今日提现已用完？这里面是有钱没钱？每天只能提一块？这15块钱是有还是没有？摆着显样子吗？欺骗消费者。,已回复
697,百度漫画app chillin的免费盲盒活动一个月仍未收到,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355331311/,投诉,手机百度技术支持,发货,2021年9月6日成功领取，并支付3元运费。9月29被快递退回，应该是因为福建疫情的原因。至此到现在客服没有任何相关处理结果和反馈，没有补发和重发。,已完成
698,百度极速版无法提现,2021-10-31,https://tousu.sina.com.cn/complaint/view/17355664523/,投诉,手机百度技术支持,"改善系统,提现次数增加",每天什么时间点去提现都显示次数已用完，只能提现1块和0.6，,已回复
699,广告说什么签到一个星期 钱可以提现 可是提现不了,2021-10-31,https://tousu.sina.com.cn/complaint/view/17355663174/,投诉,手机百度技术支持,"赔偿,解释",每天签到 看视频看广告或者是帖子赚到的金币都可以变成钱 然后积攒到十五就可以提现 我看视频看广告签到一个星期了 好不容易不能到十五来提现 然后昨天我更本就没提现 他就是次数上限了 不能提现 我等到今天 去提现也是这样说提现不了 可是我一次都还没提现过 那就显示次数用完了 提现不了,已回复
700,不能提现,2021-10-29,https://tousu.sina.com.cn/complaint/view/17355645258/,投诉,手机百度技术支持,请求允许提现,每次提现显示提现次数用要！请官方看我发截图,已回复
701,百度极速版不能提现15元,2021-10-30,https://tousu.sina.com.cn/complaint/view/17355649312/,投诉,手机百度技术支持,赔偿,百度极速版15元提现额一直都是已用完一直提现不了,已回复
702,chillin一个多月了催促后仍然不发货,2021-10-21,https://tousu.sina.com.cn/complaint/view/17355513974/,投诉,手机百度技术支持,发货,一个月前的chillin盲盒活动。活动的页面点不开订单信息。只有那发货记录页面。产品信息点不进去。其他任何页面都点不进去。也看不到订单具体信息和收货地址信息。购买的盲盒系列为Dake Duck大可鸭中的学生鸭 九月七号购买。多次催促后到现在仍不发货。没有在线客服。客服只会说反馈，甚至现在说查不到我的订单信息。邮费...,已回复
703,chillin盲盒活动一个多月不发货,2021-10-21,https://tousu.sina.com.cn/complaint/view/17355513999/,投诉,手机百度技术支持,"道歉,解释,发货",九月七号购买的盲盒。到现在还不发货。多次催促后，只有机器人客服回消息，现在甚至说没有订单消息，已支付邮费。购买系列为Dake Duck大可鸭的女仆鸭 点不开订单具体页面。改程序只能看到发货记录页面。一直显示待发货无物流信息。无法点开查询具体的订单信息。,已回复
704,百度大字版不能提现,2021-11-01,https://tousu.sina.com.cn/complaint/view/17355677715/,投诉,手机百度技术支持,我要提现,百度大字版根本就不能提现，原来还能每天起一块，现在一块都没有了，等着整点进去，也显示没有了。,已回复
705,chillin超长时间不发货！,2021-10-23,https://tousu.sina.com.cn/complaint/view/17355548037/,投诉,手机百度技术支持,发货,我很早就完成了chillin的活动，并在9月4号就支付好了运费，提交了发货申请。但是直到现在都没有给我发货，远远超出活动方所说的5到7个工作日！并且没有任何解释说明！希望chillin能够尽快给我发货,已回复
706,不能正常提现，无故限制我提现。,2021-10-31,https://tousu.sina.com.cn/complaint/view/17355674215/,投诉,手机百度技术支持,"解释,恢复账号",天天在使用，正常，下午登录突然提示异常了，我并没有邀请人，也没有做违规行为，就突然限制我提取钱了。不能正常提现，无故限制我提现。,已回复
707,百度极速版15元提现一直提示份额已用完,2021-10-25,https://tousu.sina.com.cn/complaint/view/17355574563/,投诉,手机百度技术支持,赔偿,百度极速版15元的提现一直提示份额已用完，不管什么时间段，一直提示份额已用完 明天再来 涉及虚假宣传,已回复
708,就是不知道为什么一直不可以提现说今日没有份额,2021-11-01,https://tousu.sina.com.cn/complaint/view/17355694801/,投诉,手机百度技术支持,"赔偿,解释,作出处罚",我一直邀请新人一直在这里体现，但是为什么就是不知道，我今天一直都没有提醒他每次都说没有份额了。,已回复
709,百度大字版-提现难,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355697382/,投诉,手机百度技术支持,"退款,赔偿,解释,作出处罚,改善服务,修改宣传内容",百度大字版的做任务赚钱活动，每天坚持做任务，连续1个月左右，现金收益57.08元，可是提现出现问题，总是提示(今天提现分数已用完)，早上6点提现一直显示火爆，份数有限但是提现一直提示火爆，30和50都是火爆 连续3天都是这样.联系客服，客服回复太慢了。,已回复
710,百度极速版不能提现,2021-11-01,https://tousu.sina.com.cn/complaint/view/17355694245/,投诉,手机百度技术支持,账户里的现金能够提出,每天刷，又拉人，到最后不给提现，每天早上6点都提不出来，虚假宣传啊，没有别的软件好,已回复
711,百度欺骗消费者31天不发货,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355335704/,投诉,手机百度技术支持,商家不发货情节恶劣,百度31天盲盒不发货情节恶劣，一直机器人回复说等一直等，到现在不发货,已回复
712,不能提现,2021-10-17,https://tousu.sina.com.cn/complaint/view/17355454277/,投诉,手机百度技术支持,"退款,赔偿,解释,作出处罚",每天就只能提现0·6元这种小的费用，如果提现像15，30这样的大额，就显示份额不足，天天看视频这样的一点钱都得不到,已回复
713,虚假宣传，做了任务却不能提现,2021-10-15,https://tousu.sina.com.cn/complaint/view/17355425111/,投诉,手机百度技术支持,"赔偿,道歉,作出处罚,改善服务,修改宣传内容",20多天前下载了一个百度极速版，说是每天签到看视频可以领金币然后金币可以兑换现金提现。因为现在这种APP特别多，像快手，今日头条确实都可以提现。当时想着百度这么大的企业可定也可以，就下了一个。看了20多天视频，凑够了他们要求的15元提现金额，却怎么也提现不了。总是显示份额已满。我就去网上查了一下到底他们每...,已回复
714,百度极速版阅读奖励不可提现,2021-10-19,https://tousu.sina.com.cn/complaint/view/17355482089/,投诉,手机百度技术支持,"退款,作出处罚,改善服务",百度极速版七天新人奖励以及阅读奖励不可提现，我就第一天提了一元，后面到了15元就进不了提现页面，显示系统繁忙，要么就是显示今日提现已达上限，可是我今天都没想提过现,已回复
715,百度大字版，无法提现，客服不处理只会官方回答,2021-10-16,https://tousu.sina.com.cn/complaint/view/17355449162/,投诉,手机百度技术支持,"赔偿,解释",百度大字版，显示有份额却提现不了，首先为了提现这30元，苦苦等了半个月，准时6点进去提现，够30的提现门槛口定了闹钟准点提现，网络通畅，点进去提现显示有名额，我点提现就说份额已抢光，我再刷新，名额有减少但还是显示剩好几百个，我再点提现依旧显示份额已抢光，如此反复很多次，我都没有提现成功，直到6.07分，30...,已回复
716,不让提现,2021-10-25,https://tousu.sina.com.cn/complaint/view/17355579713/,投诉,手机百度技术支持,"道歉,改善",玩了五六天。， 上面有二十多元，提现不了15块钱，只允许提现一元，这个太骗人了,已回复
717,百度极速版不能提现,2021-10-26,https://tousu.sina.com.cn/complaint/view/17355587033/,投诉,手机百度技术支持,"作出处罚,解释",每次提现都显示今日份数已用完，一直都没有提现成功过，不能微信提现就不要显示在上面,已回复
718,涉嫌虚假宣传根本无法提现,2021-10-26,https://tousu.sina.com.cn/complaint/view/17355587207/,投诉,手机百度技术支持,解决问题,提现永远是，写着今日份提现次数已用完，无论在哪个点来？他都写着这样的时段嗯，说辞，大额无法提现，貌似不到一秒就这样了,已回复
719,百度极速版欺诈,2021-10-24,https://tousu.sina.com.cn/complaint/view/17355564545/,投诉,手机百度技术支持,"退款,赔偿,解释",邀好友领金币现在不能提现 说我账号异常钱少的时候怎么不说,已回复
720,刚邀请两个人又出现异常，见不得别人好是不，帮宣传却出现账号异常，不让提现，不让我,2021-10-23,https://tousu.sina.com.cn/complaint/view/17355544245/,投诉,手机百度技术支持,"退款,恢复账号",今天早上我登录百度极速版，刚想签到提现，我就被通知为账号异常，我帮助百度极速版宣传，他却通知我账号异常，让我无法领取我所应该得到的金额，而且我前两天异常，刚处理好，还没签到几天呢又给我异常，我想知道这其中的原因是什么,已回复
721,百度极速版邀请新人的钱一直在审核,2021-10-17,https://tousu.sina.com.cn/complaint/view/17355454490/,投诉,手机百度技术支持,"退款,赔偿,解释,作出处罚,道歉,改善服务",邀请好友的钱一直都在审核。审核特别慢 不像快手极速版那样邀请到账又快提现也快,已完成
722,欺骗消费者，不能提现，修改账户金额,2021-10-23,https://tousu.sina.com.cn/complaint/view/17355543041/,投诉,手机百度技术支持,赔礼道歉维护消费者应,每天都不能提现，达到要求也不能提现，还篡改金额！,已回复
723,设诉百度极速版,2021-10-23,https://tousu.sina.com.cn/complaint/view/17355543871/,投诉,手机百度技术支持,赔偿,百度极速版为什么不能提现了啊，提现不了，,已回复
724,虚假宣传,2021-10-24,https://tousu.sina.com.cn/complaint/view/17355557458/,投诉,手机百度技术支持,"赔偿,作出处罚",我前几天在凌晨12点多时提现百度极速版的15元 提现两次均以失败告终，后来今天我特地在早上5:59根据百度极速版“每天6:00打开提现通道”等待6:00的提现时间，但在5:59的时候百度极速版就已经显示今日份额已用完，这是否意味着百度极速版根本提现不了，以虚假宣传的手段来骗取我们使用者的真心,已回复
725,欺骗老百姓，虚假宣传,2021-10-25,https://tousu.sina.com.cn/complaint/view/17355569809/,投诉,手机百度技术支持,"赔偿,作出处罚,下架产品,修改宣传内容",15元提现总提现不出来，半夜也提不出来，总显示今日提现份额已用完,已回复
726,特约百度服务扣款,2021-10-25,https://tousu.sina.com.cn/complaint/view/17355570000/,投诉,手机百度技术支持,返还钱款,一早收到扣款通知什么情况怎么会有这种事情,已回复
727,百度全民夺金组队红包不能提现,2021-10-25,https://tousu.sina.com.cn/complaint/view/17355570016/,投诉,手机百度技术支持,"恢复账号,给我提现",莫名其妙判定我账户异常，无法提现，咨询客服也没给出解决办法。,已回复
728,百度极速版提现异常,2021-10-25,https://tousu.sina.com.cn/complaint/view/17355575627/,投诉,手机百度技术支持,恢复账号,百度极速版提现异常暂时无法提现。为什么请给予解决,已回复
729,付了邮费一个月还没发货,2021-10-13,https://tousu.sina.com.cn/complaint/view/17355403000/,投诉,手机百度技术支持,发货,百度漫画关联的app chillin的免费盲盒活动，付了邮费一个月还没发货,已回复
730,盲盒付了运费不给我发货 明明承诺一周内发货 已经一个月了还没发货,2021-10-07,https://tousu.sina.com.cn/complaint/view/17355296946/,投诉,手机百度技术支持,盲盒给我发货,百度漫画关联的app chillin的免费盲盒活动 付了邮费等了一个月还没发货 承诺的是说一个月内发货 已经大大超出承诺时间 就算是没有货也可以发别的 但是一点解释也没有,已回复
731,百度极速版提现异常,2021-10-25,https://tousu.sina.com.cn/complaint/view/17355575627/,投诉,手机百度技术支持,恢复账号,百度极速版提现异常暂时无法提现。为什么请给予解决,已回复
732,9.5左右在该软件抽的盲盒至今一直未发货,2021-10-20,https://tousu.sina.com.cn/complaint/view/17355498315/,投诉,手机百度技术支持,"赔偿,道歉,作出处罚,解释,发货",9.5左右在该软件抽的盲盒至今一直未发货，并且还付了3元运费，现在软件打开这个盲盒入口都找不到了+下架了+订单也找不到了 盲盒入口已经进不去了，查看不到订单了 但是当时付了3元运费的截图账单有,已完成
733,闲鱼上的估吗回收欺诈交易、恶意拆机,2021-10-27,https://tousu.sina.com.cn/complaint/view/17355609860/,投诉,估吗手机回收,"赔偿,道歉",10月21日晚，本人通过闲鱼平台提交了一笔回收订单，商品为15年15寸macbook pro，估吗给出的报价3651元；10月22日上午，顺丰上门取走笔记本电脑。10月24日上午，收到估吗官方短信，告诉我因无法进入系统不予回收，需要直接退回。 10月27日下午，我收到笔记本电脑，发现机器后盖少了两颗螺丝，并且多了几处磕碰与划痕，随...,已回复
734,付了邮费一个月还没发货,2021-10-13,https://tousu.sina.com.cn/complaint/view/17355403000/,投诉,手机百度技术支持,发货,百度漫画关联的app chillin的免费盲盒活动，付了邮费一个月还没发货,已回复
735,盲盒付了运费不给我发货 明明承诺一周内发货 已经一个月了还没发货,2021-10-07,https://tousu.sina.com.cn/complaint/view/17355296946/,投诉,手机百度技术支持,盲盒给我发货,百度漫画关联的app chillin的免费盲盒活动 付了邮费等了一个月还没发货 承诺的是说一个月内发货 已经大大超出承诺时间 就算是没有货也可以发别的 但是一点解释也没有,已回复
736,我在chillin上买的盲盒逾期未发货并且联系不到客服,2021-10-29,https://tousu.sina.com.cn/complaint/view/17355633967/,投诉,手机百度技术支持,发货,我在chillin上买的盲盒逾期未发货并且联系不到客服，前两天发起投诉无果，希望尽快给我的盲盒发货,已回复
737,付款两个月了还不发货！！！,2021-10-21,https://tousu.sina.com.cn/complaint/view/17355518009/,投诉,手机百度技术支持,发货,不发货 Chillin盲盒付款将近两个月了还不发货 希望给我发货！！ 付了钱而且等了这么久 不接受换货只接受我抽到的款 赶紧给我发货！！！,已回复
738,估吗手机回收骗去消费者手机,2021-10-27,https://tousu.sina.com.cn/complaint/view/17355605352/,投诉,估吗手机回收,"赔偿,道歉,作出处罚,维修",估吗手机高价诱导消费者出售手机，在收到手机后故意以不存在的手机问题恶意压价，低价回收手机，并对手机进行人为破坏,已回复
739,百度极速。百度邀请的新人。提现总是今日没有份额。,2021-10-26,https://tousu.sina.com.cn/complaint/view/17355585960/,投诉,手机百度技术支持,"退款,赔偿",提现费劲。好几次都这样。六点了进去就服务器爆满。进不去。进去了也没钱可提了。,已完成
740,要求赔偿我的本金，时间和精力一共30元,2021-10-28,https://tousu.sina.com.cn/complaint/view/17355629596/,投诉,手机百度技术支持,赔偿,我要投诉百度大字版，太坑人了，花费时间和精力，最后还窝一肚子火气,已回复
741,诱导邀请新用户，无法提现,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355368005/,投诉,手机百度技术支持,赔偿,广告说的很好，辛辛苦苦邀请新用户攒了40元，每天按照规定做任务提现。但是每天辛辛苦苦浪费时间做完任务了，邀请新用户也邀请了，提现就显示今日份数已用完。。玩不起就别玩，别用欺骗手段诱导大家浪费时间玩百度。什么黑心的公司,已回复
742,百度大字版不让签到，不让提现了,2021-10-10,https://tousu.sina.com.cn/complaint/view/17355348739/,投诉,手机百度技术支持,赔偿,新注册的百度大字版账号，用了十几天，推荐了几个人，今天突然不让签到了，不让提现了！,已回复
743,百度极速版不能30元提现只能0.8提现涉嫌虚假宣传也没有具体说明,2021-10-20,https://tousu.sina.com.cn/complaint/view/17355496830/,投诉,手机百度技术支持,提现30元微信红包,我只提现1次后，就没有提现了，我也没有怎样，就是不能提现，只有0.8可以提现,已回复
744,百度全民夺金组队红包不能提现,2021-10-21,https://tousu.sina.com.cn/complaint/view/17355513537/,投诉,手机百度技术支持,"恢复账号,给我提现",提现不了！一进去提现就说活动太火爆了进都进不去根本都提现不了,已回复
745,虚假宣传,2021-10-21,https://tousu.sina.com.cn/complaint/view/17355515130/,投诉,手机百度技术支持,"退款,改善服务",要求马上处理让我提现， 真的太假了，这样哪有人帮你们推广,已回复
746,盲盒迟迟不发货,2021-10-06,https://tousu.sina.com.cn/complaint/view/17355293515/,投诉,手机百度技术支持,赔偿,参加的0元盲盒活动，9.8提交申请发货，到现在一个月未发货,已回复
747,百度极速版提现不了,2021-10-07,https://tousu.sina.com.cn/complaint/view/17355308750/,投诉,手机百度技术支持,作出处罚,百度极速版，打着看资讯可以赚钱的名义，骗着下载，结果到了提现的时候，却就提现不了，出了一元钱可以提现，其他大一点的金额，完全提不了，一直显示今日份额用完，但每天都是这么显示的，完全是欺诈，是行为,已回复
748,支付宝里面的估吗回收预判价与实际严重不符 涉骗,2021-10-08,https://tousu.sina.com.cn/complaint/view/17355313595/,投诉,估吗手机回收,"赔偿,道歉,作出处罚",我在10月5日在估吗app下单了一台华为mate40pro4g 8G+256G版本，平台预判拍卖价5990元（我选择了与质检结果相同的售前评估，价格是5990元），结果10月8日给我的价格是4211元，，以高价为诱饵引导机主为其提供商品再以远低于预判价格卖出，且机主不能主动否定这个价格能否被成交或是退还机器！,已回复
749,百度app 购买的建行立减金 领取后不到账 联系不到客服,2021-10-08,https://tousu.sina.com.cn/complaint/view/17355324206/,投诉,手机百度技术支持,退款,订单号 205211007222148761*** 订单号 205211007222148761*** 订单号 205211007222218818*** 百度app 购买的建行立减金 领取后 卡包不到账 联系不到客服,已回复
750,黑鲨售后处理慢，没主板,2021-10-09,https://tousu.sina.com.cn/complaint/view/17355331496/,投诉,黑鲨游戏手机,赶快安排主板,主板待料，超过7天维修应该要免费给备用机，然后让我一直等，不给具体时间，备用机要钱就离谱,处理中
