序号,事件标题,日期,链接,数据来源,投诉对象,投诉要求,投诉内容,投诉进度
686,拼多多平台纵容商家虚假宣传，不处理,2021-09-07,https://tousu.sina.com.cn/complaint/view/17354834037/,投诉,拼多多客户服务,"赔偿,作出处罚,改善服务",在拼多多平台的康佳大家电旗舰店购买的冰箱不送货入户，该店明确标注送货入户，我的地址三楼也符合他们七楼以下送货入户的标准，与商家沟通多次无果，硬是要我自己下去搬上楼，与平台客服反馈也不处理，对于这种不处理的态度很是气愤。,处理中
687,“ 思祥源小家电专营店 思祥源小家电专营店的客服辱骂我,2021-08-18,https://tousu.sina.com.cn/complaint/view/17354514219/,投诉,拼多多客户服务,"道歉,作出处罚,改善服务",我买的东西，但两天他没发货，问客服也不回我，然后我就申请退款了，然后客服就直接骂我了，还一直骂我,处理中
688,价格欺诈，以答谢会名义，利用品牌口碑欺骗消费者,2021-10-10,https://tousu.sina.com.cn/complaint/view/17355327660/,投诉,TCL客服微博,"取缔不良商家,退货退款,退/换新机,赔偿解释","2021-05-20,地点:浙江海宁假日国际大酒店 参加tcl答谢会并短信通知活动信息，短信内容如下：【欢迎TCL与海家电】亲！CCTV家电大国品牌，邀请您参加大型绿色家电展览及周年庆典活动，于5月20日18:30入场(今晚19:00准时开始)凭此短信可享邀请2个好友名额到场+,凡是到场者均可免费领取空气净化器一套，还可参与(冰箱、空调...",已回复
689,三星家电旗舰店购买电视机有质量问题,2021-08-29,https://tousu.sina.com.cn/complaint/view/17354678324/,投诉,阿里客服,"退款,赔偿,退货",出于对三星品牌的信任，千挑万选在今年7月31日在三星家电旗舰店购买电视机，于8月25号电视机无故黑屏开不了机，维修人员判定为主板问题需要更换新的配件，且需要再等一个月的配件到了才能维修。这种质量问题并非人为造成，为什么未遭到任何创伤雷击说坏就坏了，之前不是没买过三星电视机，为什么就你们的电视机不到一个...,处理中
690,拼多多康佳大家电旗舰店虚假宣传欺骗消费者,2021-09-07,https://tousu.sina.com.cn/complaint/view/17354833611/,投诉,康佳洗衣机冰箱,赔偿解释,前两天在康佳大家电旗舰店购买的一个冰箱，该店明确表示会送货入户，送货地址是三楼，第一天派送让我自己找两个人下去抗，家里没有人于是第一时间联系商家处理，商家再次表示会沟通物流送货入户，然后今天物流再次派送还是要我自己下去搬，商家这样虚假宣传欺骗消费者很气愤，不标注送货入户我是不会购买的，这是一种诱...,已完成
691,“ 思祥源小家电专营店 思祥源小家电专营店的客服辱骂我,2021-08-18,https://tousu.sina.com.cn/complaint/view/17354514219/,投诉,拼多多客户服务,"道歉,作出处罚,改善服务",我买的东西，但两天他没发货，问客服也不回我，然后我就申请退款了，然后客服就直接骂我了，还一直骂我,处理中
692,京东第一次让我真的愤怒了，,2021-10-16,https://tousu.sina.com.cn/complaint/view/17355451066/,投诉,京东客服,"赔偿,道歉,作出处罚,改善服务,解释,维修",这种商家，怎么进的京东开旗舰店。10-9号承诺我1-3天维修，第三天也没来，第四天追问终于来个人，看一下说主板坏了，第六天过来，说的没带工具，走了，今天我给打电话，说让我出去借那种三口螺丝刀，给他拆了然后拍给他看，期间一直找客服，一直就给我说，反应，要回复没回复，要肯定没肯定，一个单位都不诚信了，今天七...,已完成
693,啄木鸟家庭维修，上门维修乱收费。,2021-07-29,https://tousu.sina.com.cn/complaint/view/17354232210/,投诉,啄木鸟家电,"退货退款,赔偿解释",58下单，啄木鸟家庭维修上门服务。问题是电路总跳闸，过来就是简单排查了下，说是空调的问题，外机的排水的管和里边电源线有问题。也没有维修，就这么走了，收费258，这个钱也太好赚了吧。上门直接费用计算器，算了一下显示258，上边标注根据维修难度费用会有浮动。开始也就没说什么，前后20分钟，也不能说什么都没做，...,处理中
694,三星家电旗舰店购买电视机有质量问题,2021-08-29,https://tousu.sina.com.cn/complaint/view/17354678324/,投诉,阿里客服,"退款,赔偿,退货",出于对三星品牌的信任，千挑万选在今年7月31日在三星家电旗舰店购买电视机，于8月25号电视机无故黑屏开不了机，维修人员判定为主板问题需要更换新的配件，且需要再等一个月的配件到了才能维修。这种质量问题并非人为造成，为什么未遭到任何创伤雷击说坏就坏了，之前不是没买过三星电视机，为什么就你们的电视机不到一个...,处理中
695,拼多多康佳大家电旗舰店虚假宣传欺骗消费者,2021-09-07,https://tousu.sina.com.cn/complaint/view/17354833611/,投诉,康佳洗衣机冰箱,赔偿解释,前两天在康佳大家电旗舰店购买的一个冰箱，该店明确表示会送货入户，送货地址是三楼，第一天派送让我自己找两个人下去抗，家里没有人于是第一时间联系商家处理，商家再次表示会沟通物流送货入户，然后今天物流再次派送还是要我自己下去搬，商家这样虚假宣传欺骗消费者很气愤，不标注送货入户我是不会购买的，这是一种诱...,已完成
696,京东家电,2021-08-12,https://tousu.sina.com.cn/complaint/view/17354416980/,投诉,京东客服,"赔偿,补发赠品",4月9号付款下单至今未收到，多次投诉无果，平台客服态度恶劣,已完成
697,卖假货的店铺倒闭无法退款,2021-09-18,https://tousu.sina.com.cn/complaint/view/17355015340/,投诉,阿里客服,"退款,赔偿",一年前在淘宝家电电视销售店铺，买了一台标注规格为80寸4 64G的创维电视，一直不在家，最近才发现此电视实际尺寸小于70寸，查不到运行内存，机身自带储存空间为5000MB，并且电视机身的logo为创维之家，并不是创维，查找订单发现此店铺已经倒闭，找淘宝小二介入处理无果。,处理中
698,杭州小电科技烦请退款！,2021-10-02,https://tousu.sina.com.cn/complaint/view/17355232748/,投诉,小电科技,退款,本身与9月28日在威海那香海black coffee 借了小电充电宝，当时用了一个多小时随后放回充电口，但绿灯没有亮，本人下午要赶飞机回北京（图中有航班时间），就没有继续看直接离开了，回到北京10月2日微信免密扣费99元，提示订单完成。联系在线客服，在线客服先告知说让我提供当时已经归还的照片，我无法提前知悉此充电宝无...,已回复
699,乱扣费收钱，没开通的业务突然开通,2021-08-27,https://tousu.sina.com.cn/complaint/view/17354654279/,投诉,中国移动10086,"退货退款,赔偿解释",办卡时候客服跟我说每个月只收取58元，但是查账单多了好几项收费，而且绑定我支付宝强制收取费用，打电话给10086客服说本应该给我一个小家电，但是也没有,已完成
700,小米商城购买的4A65寸电视机,2021-09-01,https://tousu.sina.com.cn/complaint/view/17354720697/,投诉,小米服务那些事,"赔偿,下架产品",这个产品普遍存在这个问题，不是个案，如果碰到汽车，肯定要召回的，就是因为这是小家电，所以才没人管，我们在使用的时候经常会黑屏，但是重启又会好的，所以我们重视，直到现在已经开不了机，才发现这个是通病,已完成
701,小米商城购买的4A65寸电视机,2021-09-01,https://tousu.sina.com.cn/complaint/view/17354720697/,投诉,小米服务那些事,"赔偿,下架产品",这个产品普遍存在这个问题，不是个案，如果碰到汽车，肯定要召回的，就是因为这是小家电，所以才没人管，我们在使用的时候经常会黑屏，但是重启又会好的，所以我们重视，直到现在已经开不了机，才发现这个是通病,已完成
702,爱博绿拍拍优品家电专营店 未按时发货，客服无诚意,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354809589/,投诉,京东客服,赔偿,9月3日凌晨下的单（冰箱），9月6日却跟我说没货了，推荐另一款，但只愿意赔偿20元（后又说补偿50元）。因为他们的延迟给我造成的损失远不止这些。,已完成
703,淘宝联合旗舰店坑运费,2021-09-20,https://tousu.sina.com.cn/complaint/view/17355046655/,投诉,阿里客服,退款,事情是这样的 我在淘宝买了个冰箱 但是是二次销售的 我要求退货退款 卖家不同意 没有客服介入入口 我就认栽了谈好了取完货给我退货单号我买了运费险的 结果他们自己淘宝的店子把那个订单自己客服介入 自己操作一翻把订单操作没有了 另外退货单号也没有给我 我没办法找保险理赔 找客服客服说解决不了 找什么都没用 工商局...,处理中
704,淘宝梦联家电体验店夸大质保时间诱骗消费者淘宝客服维护卖家不予处理。,2021-09-16,https://tousu.sina.com.cn/complaint/view/17354977216/,投诉,阿里客服,"作出处罚,履行售时讲的质保时长",大概今年4月买冰箱的时候问卖家是不是和京东一样整机质保6年，压缩机质保10年，卖家当时明确告知说和京东上是一样的。前天我在冰箱官方APP上查到整机质保只有一年，压缩机质保只有三年，于是联系卖家，卖家说查的不准确，就是十年加六年，让我不信打官方电话问，结果我打官方电话官方回应就是三年加一年，需要延保才是十...,处理中
705,未授权技领大家电专营店西门子洗衣机无三包服务,2021-09-05,https://tousu.sina.com.cn/complaint/view/17354801170/,投诉,拼多多客户服务,"退款,作出处罚,退货,运费和货物寄存费用",在拼多多这家店铺购买西门子洗衣机，安装后使用发现甩干时候不稳晃动特严重，打电话联系西门子客服询问得知，该店铺没有经过西门子品牌授权，我买的商品没有三包服务，出任何问题都不管，之后联系拼多多客服说明情况，在经过两个星期的处理后，平台最终同意退货退款，我找了顺丰快递上门取件，并且担心运输搬运途中出意...,处理中
706,要求save money app退回所有消费券,2021-10-15,https://tousu.sina.com.cn/complaint/view/17355427233/,投诉,东莞聚势网络科技有限公司,退款,2021年10月4日，在古镇镇海州健身广场那里，遇到一个说帮他一个忙投票，投票之后可以抽奖，结果扫码就中奖了，然后到门店去领，去门店过后，有人就开始说在某app上只要10年消费 4950就可以免费送一个家电，后来仔细看过app里面的产品，结果后来发现里面的APP东西很贵，价格都高于市场价2-3倍 更夸张的甚至10倍以上！感觉...,待分配
707,天猫金交椅旗舰店不处理售后服务,2021-10-20,https://tousu.sina.com.cn/complaint/view/17355510853/,投诉,天猫,"道歉,换货",我于2018年在天猫金交椅旗舰店购买了一台价值216元的足疗机，前几天机器出现故障无法正常运行使用，去咨询客服如何处理售后问题图，客服一直推脱让我去找第三方的家电维修看一下，并没有给出后续的处理方法，由此可见此店铺售后服务不到位，提到十年换新问题客服只是简单回复一句“嗯嗯好” 再联系就换成了服务助手。现在...,处理中
708,宝鸡市瑞嘉城房地产开发有限公司,2021-10-23,https://tousu.sina.com.cn/complaint/view/17355551243/,投诉,宝鸡瑞嘉城房地产开发有限公司,"退款,赔偿,道歉,作出处罚",本人于2021年7月底在宝鸡三迪金域高新楼盘购买一套商品房，并且在该楼盘并未取得预售证的情况下购得，交易后才知晓没有预售证，直到现在我要退房，该栋楼依然没有预售证，而且在我目前提出退房的前提下，扣我8000家电团购金，剩下16.6万余元，给我说的150个工作日才能到账，我要求最多15个工作日返回我所有首付款，并且...,已完成
709,阿姨打扫不到位且随意丢弃屋主私人物品导致经济损失,2021-10-28,https://tousu.sina.com.cn/complaint/view/17355624756/,投诉,e家政品牌运营管理中心,"退款,赔偿",本人于10月26日在“大众点评”软加上下单e家政保洁家电清洗，预约10月27日上午8-11点的“3小时家庭日常保洁”服务，保洁阿姨不仅打扫不过关，还未经过我的允许随意丢弃我的快递，导致丢失四个未拆封的快递，一箱抽纸，一个婴儿洗澡盆，一个博朗料理棒，一幅定制窗帘（窗帘已在垃圾桶找到），丢失物品总价值大约500元人民币。...,处理中
710,消费欺诈，服务不作为,2021-10-16,https://tousu.sina.com.cn/complaint/view/17355450025/,投诉,成都华筑万家房地产经纪有限公司,"退款,赔偿,作出处罚",入住之前说好家电齐全，都能正常使用，非人为损坏可以免费保修。入住之后花洒一直没热水，空调只能制冷不能制热。像房管反映后他回答“这个空调能启动，有冷风就不算是问题，不予处理，让我盖厚点就行，坚决不退房租”。这种情况算不算消费欺诈，以次充好，强买强卖。希望有关部门对于此类中介严肃处理，避免更多人上当受骗,处理中
711,通过抖音购买集渔泰式海鲜火锅（新光天地店）套餐券后，集渔不接待,2021-10-15,https://tousu.sina.com.cn/complaint/view/17355435113/,投诉,集渔泰式海鲜火锅,"退款,解释,改善服务,赔偿",2021年9月20日，我通过抖音平台购买了集渔泰式海鲜火锅（新光天地店）一份268元套餐，套餐有效期至2021年10月20日，备注里标明使用不需预约，双休日节假日通用。我在10月15日想要用餐，与亲人在即将抵达时特意致电抖音平台提供的集渔商家电话询问是否需要排位，却被集渔告知无法提供，且并无任何补救措施，只能自行退款...,处理中
712,拼多多九阳小家电旗舰店不给发货，说平台关闭订单，平台官方客服说解决不了。,2021-10-18,https://tousu.sina.com.cn/complaint/view/17355468088/,投诉,拼多多客户服务,发货,一天一宿砍价成功了，审核通过。平台把订单关闭了，说地址啥的有问题，自己花钱买东西地址就没问题，就是在欺骗人。,处理中
713,手机号被搜狗号码通错误标记，一直无法联系与更改,2021-10-28,https://tousu.sina.com.cn/complaint/view/17355629417/,投诉,搜狗客服,改善服务,此号码（15700***XXX）为二次放号，是我个人使用的号码。前任号主被搜狗号码通标记为某某家电维修部 ，本人使用此号码时标记仍在，使用了很多方法，搜狗号码通官网也打不开，也联系不到官方客服，不能取消标记，这给我的工作和生活带来了极大的困扰和不便。特向贵平台发起投诉，希望贵平台能协助我向搜狗号码通平台反馈...,已回复
714,大数据杀熟，区别对待，用上优惠卷的领不到,2021-11-01,https://tousu.sina.com.cn/complaint/view/17355681751/,投诉,阿里客服,补发优惠券,淘宝平台昨天发放一批优惠卷两千减两百，我这边先尝试领了一下领不到让我朋友领了很轻易就领到了，我看了一下我和他们的区别就是我的购物车里加了家电可以用到那个券，他们用不到，平台利用大数据，或者监视我的购物车的行为控制那个券让用到的人领不到，用不到的人可以领到，我期间换了手机登录，更新了软件，用电脑登...,处理中
715,繁峙县滨河二小区对面京东家电专卖店欺诈消费者,2021-10-20,https://tousu.sina.com.cn/complaint/view/17355511467/,投诉,易百分学习机,退货退款,2021年10月20日，15点钟我被电话邀请到繁峙某店免费领搅肉机为感谢老用户。到店后有三四十人都在等着领，搅肉机是领到了，可不让走说是拍照交差，接着又免费发放拖布，随后又拿出易百分智能H1同步学习机，机子免费，但需100元激活卡，大家都拿出100元，想要，可又退回去了，说这也免费，但上面孩子的学课程需3899元，现...,已回复
716,京东购买家电，承诺30天价格保护，10天后发生降价150元，不给退差价！,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355704189/,投诉,京东客服,退款,我10月10日下单海尔洗衣机，已订单完成，当时成交价1794 ，无任何活动，无任何赠品。 我10月31日下单海尔洗衣机，下单未付款 ，付款价格1649，活动是前1000名返100元京豆，赠品是延保 一年+清洗服务。 我10月28日，曾向在线客服咨询过，自己 没有机会参加前1000名返100元京豆，购...,已回复
717,页面写明家电自营可以价保30天，结果未超10天就发生降价，客服不给予保价,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355704016/,投诉,京东客服,执行价保,于10-23，10-31，11-1分别购买三个美的q6吸尘器，价格为1399，该商品于11-2 0点到7点实行直播间活动价1149，并未说明地址管控，全国都是可以下单的，差价达到250，按照价保30天规则应予以赔付，客服一直以没有同地址订单为由不执行赔付。,已回复
718,京东客服无视plus付费客户价保诉求，焉能称之客户关怀?,2021-10-21,https://tousu.sina.com.cn/complaint/view/17355525980/,投诉,京东客服,"道歉,改善服务,补偿差价",10月05日，在京东自营购买小米灯具，现10月20日出现预售付定金降价活动，因京东霸王条款定金不退，迷惑消费者，致使无法下订单作证(怕jd扣定金)，已发订单咨询小米客服，告知灯是大家电支持30天价保，须联系京东客服申请价格保护。联系京东客服却无人接待，投诉也不行，辜负plus付费用户的合理诉求，现需黑猫平台协助处...,已完成
719,电饭锅购买不到一个月降价接近500，武汉山姆拒绝退差价,2021-10-19,https://tousu.sina.com.cn/complaint/view/17355481548/,投诉,山姆会员商店,"退货退款,解释,赔偿",去年7月3日购买榨汁机238元，14天后发现降价为198，当时直接给退补了差价40，山姆的退换货服务给我留下了良好的印象，随之决定续卡。今年9月25日购买电饭煲2399元，10月16日发现降价至1839.2元，差价接近500，要求退补差价，被武汉山姆负责人戴靖颖拒绝，并被告知家电、数码产品除非质量问题，售出概不退换。同时戴女士...,已回复
720,龙港龙跃天猫优品虚假宣传,2021-10-17,https://tousu.sina.com.cn/complaint/view/17355457574/,投诉,阿里客服,退款,2021年4月天猫优品龙跃店（以下简称天猫优品）进行手机抽奖活动本人中奖，去到门店领奖说要充值6960才能提货，并承诺款项可以用于8折充话费，充满6个月后每月额度由50升为300。 考虑到后期换家电以及充话费的需求后本人办理相关手续后付款，但随后实体店关闭，微信渠道关闭，故申诉维权。,处理中
721,zuojihui254***这个会员账户的PLUS综合分异常下降,2021-10-24,https://tousu.sina.com.cn/complaint/view/17355557993/,投诉,京东客服,恢复账号,会员名zuojihui254***在10月17日开通的会员，到10月24日分值降低了近40分，期间就购买了一个袜子和一个加湿器，加湿器因为购买地址不让下单就取消了，然后分值就下降了，我看了一下说是信用分不足，我这么多年买东西，用微信支付宝从来没有过说信用有问题的，请求恢复我的账号，客服这边居然反馈让近期不买家电，我本来...,已回复
722,龙港龙跃天猫优品虚假宣传,2021-10-17,https://tousu.sina.com.cn/complaint/view/17355457574/,投诉,阿里客服,退款,2021年4月天猫优品龙跃店（以下简称天猫优品）进行手机抽奖活动本人中奖，去到门店领奖说要充值6960才能提货，并承诺款项可以用于8折充话费，充满6个月后每月额度由50升为300。 考虑到后期换家电以及充话费的需求后本人办理相关手续后付款，但随后实体店关闭，微信渠道关闭，故申诉维权。,处理中
723,云米智能京东自营旗舰店存在物流管理不到位，物流状态显示正常发货，实际没有发货,2021-10-30,https://tousu.sina.com.cn/complaint/view/17355654912/,投诉,京东客服,"赔偿,道歉,作出处罚",我于10月21日在此店买了5件家电，第一次约定配送时间为24日，但因为站点未到货改成10月30日收货。10月29日下午2点半，本地京东站点打电话说，我的货一直未到，30日送不了货。我从2点40一直联系京东到晚上9点，京东第一次回复不知道，第二次回复货少发了一件，第三次回复有件货外包装有损坏，最后也没给出解决方案，并没...,已回复
724,信用卡服务私自开通好享贷，自动分期扣我款,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355698487/,投诉,交通银行信用卡中心,"退款,解释,改善服务",我是10月份刷信用卡买家电了，每个月9号还款，距离信用卡还款还有7天，今天打算还款的时候发现交通银行信用卡买单吧，我并没有开通好享贷，却发现银行自动帮我分期了三期，还扣掉了第一次分期的利息，我想知道这是什么服务？不通过客户同意就私自开通嘛？要求给我解释清楚，关闭我不需要的分期，退我分期利息,已回复
725,系统bug凭什么要1.3万消费者买单,2021-10-29,https://tousu.sina.com.cn/complaint/view/17355635159/,投诉,小电科技,"退款,解释,作出处罚",2021年9月27日晚我与朋友在江夏区光谷一路水晶丽都20栋5号吃饭，手机没电了就扫了小电的充电宝，吃完饭直接还了此充电宝，也没看手机打车回家。 在9月30日早上显示我未归还和扣费，在9月30日下午17:40致电小电科技客服。客服表示未归还，要求我是否能提供照片，或者回到店内进行拍照，我表示不可以并要求客服与商家致电...,已回复
726,拼多多九阳小家电旗舰店不给发货，说平台关闭订单，平台官方客服说解决不了。,2021-10-18,https://tousu.sina.com.cn/complaint/view/17355468088/,投诉,拼多多客户服务,发货,一天一宿砍价成功了，审核通过。平台把订单关闭了，说地址啥的有问题，自己花钱买东西地址就没问题，就是在欺骗人。,处理中
727,繁峙县滨河二小区对面京东家电专卖店欺诈消费者,2021-10-20,https://tousu.sina.com.cn/complaint/view/17355511467/,投诉,易百分学习机,退货退款,2021年10月20日，15点钟我被电话邀请到繁峙某店免费领搅肉机为感谢老用户。到店后有三四十人都在等着领，搅肉机是领到了，可不让走说是拍照交差，接着又免费发放拖布，随后又拿出易百分智能H1同步学习机，机子免费，但需100元激活卡，大家都拿出100元，想要，可又退回去了，说这也免费，但上面孩子的学课程需3899元，现...,已回复
728,页面写明家电自营可以价保30天，结果未超10天就发生降价，客服不给予保价,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355704016/,投诉,京东客服,执行价保,于10-23，10-31，11-1分别购买三个美的q6吸尘器，价格为1399，该商品于11-2 0点到7点实行直播间活动价1149，并未说明地址管控，全国都是可以下单的，差价达到250，按照价保30天规则应予以赔付，客服一直以没有同地址订单为由不执行赔付。,已回复
729,京东购买家电，承诺30天价格保护，10天后发生降价150元，不给退差价！,2021-11-02,https://tousu.sina.com.cn/complaint/view/17355704189/,投诉,京东客服,退款,我10月10日下单海尔洗衣机，已订单完成，当时成交价1794 ，无任何活动，无任何赠品。 我10月31日下单海尔洗衣机，下单未付款 ，付款价格1649，活动是前1000名返100元京豆，赠品是延保 一年+清洗服务。 我10月28日，曾向在线客服咨询过，自己 没有机会参加前1000名返100元京豆，购...,已回复
730,咸闲鱼回收的家电，为什么到账不是现金金额，而且红包抵用券，这不是变相欺骗吗，,2021-10-02,https://tousu.sina.com.cn/complaint/view/17355234958/,投诉,天猫,"退款,赔偿,道歉",自己没有做任何选项，本以为到账是支付宝收款，结果是天猫抵用券，欺骗消费者，不能容忍,处理中
731,购买闪电送第二天都没发货，申请退款却被拒绝，拨打店家电话无人接听,2021-10-25,https://tousu.sina.com.cn/complaint/view/17355579971/,投诉,屈臣氏中国,退货退款,商品迟迟不发货且无人配送，拨打电话没有人接,已完成
732,京东家电,2021-08-11,https://tousu.sina.com.cn/complaint/view/17354398406/,投诉,京东客服,"赔偿,补发赠品",1、2020年 京东618活动买了洁碧洗牙器，当时查过洗牙器最好的品牌是洁碧，价格是598元，收货后，商家返现100元，实际支付价格498元（含券和余额），现在商品已经下架，难道这个品牌的使用寿命只有一年，那商家为什么当时不讲，而且可以维修，问题是修好也行啊。 2、用了快10个月的时候，明显感觉电量不够用，3天就要充电...,已完成
733,京东到家下单，漏送西瓜，本人在一点多三点多六点多多次致电告我补送都均未送达,2021-09-19,https://tousu.sina.com.cn/complaint/view/17355035011/,投诉,7FRESH七鲜,道歉,在京东到家下单，一点多到货后发现两款桃均有不同程度坏损，还有一个西瓜未送，致电商家后告知我给我补送西瓜并且换货！三点半左右还未送到致电商家，换了个人还是告知我补送换货，同时我又在七鲜下了一单，四点多到货，还未见到第一单商品，接到客服电话告知我未提交订单马上补送，但是黄金蜜桃无货我就同意退货了！结...,已完成
734,京东售后无期拖延不处理，打了无数次电话，说时间待定待定,2021-09-27,https://tousu.sina.com.cn/complaint/view/17355149860/,投诉,京东客服,"赔偿,道歉,改善服务,换货",电脑买了几个月的时间不到一年，连续两台电脑严重花屏发白重影，这边于8月18日提交售后申请维修，八月二十多号我致电给京东售后说维修时间是15-30天，让我耐心等待，这期间我打了无数次电话催促尽快维修京东那边还是让我等，现在不知不觉已经超时了一个多月了，居然跟我说时间待定，未知，还要继续等，已经是侵犯到我消...,已回复
735,【松下家电】授权经销商在【拼多多】平台兜售破旧商品，不予履行售后服务,2021-09-28,https://tousu.sina.com.cn/complaint/view/17355179431/,投诉,松下服务,"赔偿,道歉,作出处罚,改善服务,换货",本人于2021年9月25日在拼多多平台松下亿安德专卖店店铺完成20人助力任务后，购买了松下牌EH-NA82型号的电吹风机，于9月27日完成收货。 收货后发现快递盒完好，但是商品包装盒破损、有压痕，无塑封，查看商品后发现吹风机塑料包装袋上有明显烫痕与破洞。我第一时间联系店铺客服，拉扯后店铺答应可以换货，我于当天按客服...,已完成
736,惠而浦小家电 涉嫌活动欺诈,2021-08-21,https://tousu.sina.com.cn/complaint/view/17354560452/,投诉,天猫,"退款,赔偿,作出处罚",本人2021年8月15号在该店下单一款空气炸锅，并参加了前5名下单0元购活动，下完单之后聚划算实时销量才4件，理应在免单名额中，但商家声称1秒不到已有25人付款，且数据延迟要到第二天9点更新，商家满嘴谎言，聚划算销量都是实时的，且第二天早上也不过才7件销量，商家欺骗消费者，毫无诚信可言，本人无须等待名单，商家除...,处理中
737,云米空调安装不抽真空,2021-07-28,https://tousu.sina.com.cn/complaint/view/17354209611/,投诉,云米全屋互联网家电,"退/换新机,维修",云米空调购买后安装师傅不抽真空。导致制冷量差，一直跟云米售后协商多次，售后只看数据就说正常。我使用放假温度降不下来。隔几天过来检测数据往空调里面打了r22氟利昂，现在一直推脱数据正常。空调打16度半小时还是24度。降温慢。是晚上时间。安装差，售后网点一样差。忽悠说已经抽了真空，特此来投诉,已完成
738,天猫名为正品大家电企业店卖二手万和燃气热水器,2021-09-03,https://tousu.sina.com.cn/complaint/view/17354761117/,投诉,阿里客服,"退款,赔偿,道歉,作出处罚",商家淘宝店名：正品大家电企业店 我是在2021年8月4号在淘宝上店名叫：正品大家电企业店，买的万和燃气热水器，型号为：JSQ20-10ST56，订单编号是：2002022353648756***，目前热水器问题是不能正常打火出热水，9月1号我找到了店铺工作人员反应了热水器打不着火这个事，工作人员的回复是让我自己预约售后维修师傅上门维修...,处理中
739,5G生活馆虚假宣传,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354926292/,投诉,5G网盟,退款,去年在西安火车站被一个5G生活馆的人员拉进去，说免费送手机平板手表（都是一千多的），进去后说是先支付宝交4599元（说可以花呗分期，每月手续费他们出），一年后在他们总公司想买什么都可以用那4599元全额抵扣，一年内买东西部分抵扣（抵扣300-1000），当时想的是一年后想换个手机，就问手机也可以全额抵扣？客服说可...,处理中
740,投诉拼多多介入客服 和商家佰仕特贸易,2021-09-25,https://tousu.sina.com.cn/complaint/view/17355130671/,投诉,拼多多客户服务,退款,本人买了一个爆米花机器 不好用申请退款，商家不同意，申请客服介入让提供举证，已提供，客服同意退货退款，我按照地址寄回，快到了目的地，物流显示给我退回中，然后找客服，客服回电话说她们的客服处理错误了，这笔订单超过7天无理由退货，我说那现在货物已经寄回，商家说没收到 我也没有货物，客服就叫一直等待她们的...,处理中
741,联通沃租乐百旅,2021-09-24,https://tousu.sina.com.cn/complaint/view/17355114170/,投诉,中国联通客服,"快速处理,解除合约",本人今天接到联通客服的电话，被告知联通回馈老用户，赠送一台智能家电。期间询问支付分是否在600以上，600分以下的用户不能领取。负责配送的人在没有告知我真实目的情况下，让我扫了码，办理了合约，反复确认都告诉我没有任何影响，现在我想解除合约，尝试多次，均显示无法解除，之后打人工客服也没有解决问题，通过在...,已完成
742,不退款，人工客服不给予有用的回应,2021-08-25,https://tousu.sina.com.cn/complaint/view/17354622868/,投诉,Sulv速绿充电,"退款,改善服务",问了两三遍等了四五个小时，不明白退款怎么会这么困难，退回押金这种流程都做不好开什么公司？建议回收你们家电宝，别放出来害别人。还以为押金被吞了,已完成
743,关于中国移动和包支付信用购不返还补贴,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354807966/,投诉,中国移动和包支付,"快速处理,赔偿解释,解除合约",我是2020年12月在当地办理消费够128元每月换家电活动！共740元，每个月从话费扣除38元到和包支付，说扣的钱都会25号左右返还，也说会返还到话费！但是就没有收到过！不知道这个钱返还哪去了！给打电话也是踢皮球！不清不楚！不知道钱去哪了。返哪里了！,已完成
744,京东购买家电严重质量问题发生爆炸，京东平台以不当理由拒绝退换！,2021-09-23,https://tousu.sina.com.cn/complaint/view/17355091226/,投诉,京东客服,"道歉,改善服务,解释",1、2021年8月9日在京东下单的集成灶，收货后一直不通电。本着不让平台难做，不让卖家有失的心态同意售后维修，维修人员多次上门检修皆无果。期间申请京东客服介入提出再修不好会影响退换时效，客服均表示会备注订单延后挂起。 2、然而维修进行了一个月才得以开机，也不知是否偶然，通电以后客服告知先试用几天如果无问...,已回复
745,米思特罗大家电专营店充值保证金一直未到账,2021-09-03,https://tousu.sina.com.cn/complaint/view/17354764062/,投诉,拼多多客户服务,"退款,赔偿,道歉,立即退款",详情如下： 1-2021.8.2 14:36:18通过店铺后台保证金充值页面（充值方式：网银充值）充值50301.81元，一直到2021.9.3一直未到账，金额也未退回。 2-期间给客服电话（02153395***）打了不下8次电话，每次都是已记录，会处理，但是除了给我打过一次电话让我通过邮件反馈情况，都是迟迟没有实际结果 3-其中8月中旬客服给我...,处理中
746,乱收费，收费毫无依据，事后要求开具发票，说要加钱给他们缴税！,2021-07-24,https://tousu.sina.com.cn/complaint/view/17354164674/,投诉,啄木鸟家电,"退货退款,赔偿解释",啄木鸟平台派人上门修理门锁，无法修理导致需更换新锁，家里就两老人，工作人员没有出具任何收费标准，开价换整个锁，需要880元，这个价格是否合理？事后要求开发票，工作人员万般托辞，说什么税点要他自己承担之类！打过啄木鸟客服电话，无果！,处理中
