序号,事件标题,日期,链接,数据来源,投诉对象,投诉要求,投诉内容,投诉进度
84,淘宝小奇网红大码女装新裤子里面有口罩，,2021-10-15,https://tousu.sina.com.cn/complaint/view/17355429959/,投诉,阿里客服,赔偿,我在淘宝小奇大码网红大码女装购买了一条裤子，收到货后试裤子，发现口袋里面有一个使用过的口罩并且扣子坏了，店铺发货极不认真，疫情期间不重视货品卫生情况，太令人担心，因为不知道究竟是什么人使用过的口罩，现在疫情严重，不知道是否有感染风险，客服不给解决,处理中
85,打车，车上有其他人员，且不佩戴口罩,2021-09-28,https://tousu.sina.com.cn/complaint/view/17355178992/,投诉,滴滴出行客服,"退款,赔偿,道歉",2021年9月25日晚上2043分打专车，车上有其他人员，且其他乘坐人员未佩戴口罩，司机是否有营运资质,已回复
86,小静家的杂店,2021-08-21,https://tousu.sina.com.cn/complaint/view/17354558945/,投诉,快手小客服,"退款,赔偿,作出处罚",在快手平台购买的口罩链接明明是3D立体口罩，但是店家发过来的却是普通口罩联系客服也没有人回复，打电话也不接,已完成
87,疫情期间购买口罩商家页面存在误导人佩戴口罩 正反面不分,2021-10-04,https://tousu.sina.com.cn/complaint/view/17355262527/,投诉,阿里健康客户服务,"赔偿,作出处罚,修改宣传内容",我于2021年陆陆续续在淘宝阿里健康大药房购买一款白色的维德口罩 详情页与实际收到货的不一样我去咨询客服 客服告知我就是要反着戴 这样子就不能起到防护效果 误导人 客服还发了之前的宣传佩戴错误的方式给我 以下是聊天记录 可参考蓝色口罩正确的佩戴方式,处理中
88,处罚不合理，还不能申诉，强制性处罚。,2021-10-05,https://tousu.sina.com.cn/complaint/view/17355279150/,投诉,饿了么客户关怀,撤销处罚,现在疫情期间，我都是戴口罩跑单，饿了吗的抽查一般都不需要带口罩，甚至不需要戴帽子。哪知道这次抽查要戴口罩和帽子，我为了这次抽查取下口罩和帽子，你这不是蒙人吗在外面跑单，这次在电梯里，信号就不好，哪里能够看见这么多的规则。跑外卖，你说哪里来的这么规则，就不能统一吗再说不通过怎么就不提示下，直接...,已回复
89,司机服务态度问题,2021-10-11,https://tousu.sina.com.cn/complaint/view/17355366872/,投诉,高德地图客户服务团队,退款,德地图APP明确要求司机佩戴口罩，且目前处于疫情多发时期，浙江省嘉兴市已有19起密切接触者，进出嘉兴市均需要做核酸检测，该车浙F37AD6孙姓司机接触众多乘客，在中央要求接种新冠疫苗，做核酸检测的情况下，仍然拒绝佩戴口罩，这是极大的对所有人生命财产的不负责任该人逍遥法外，无法无天，应该予以制止此等行...,已完成
90,饿了么医药新人专享口罩拒不发货,2021-08-22,https://tousu.sina.com.cn/complaint/view/17354577283/,投诉,饿了么客户关怀,发货,买的口罩标明的八月十号到八月十二号送到，结果现在都八月二十二号还一直没有配送，不想退款，想要口罩,已完成
91,商家名:小瑞在的喔。涉嫌销售假冒且不合格伪劣口罩,2021-09-03,https://tousu.sina.com.cn/complaint/view/17354758847/,投诉,转转客服中心,赔偿,2021年8月16日8点58分，我在转转平台购买到该名义为全新销售品的假冒伪劣口罩非二手闲置物品，是在收货后不久通过多方媒体以及工商行政管理局得知该款口罩为假冒伪劣产品仿造奥运会同款口罩。我向转转平台要求承担自身的法律责任，口罩并非儿戏，伪劣口罩不仅不能防疫甚至会有工业化学品残留危害身体。但转转平台得知此...,已回复
92,有赞精选卖假冒伪劣产品,2021-08-27,https://tousu.sina.com.cn/complaint/view/17354658188/,投诉,有赞服务指南,赔偿,我在2021年8月25号时候在有赞精选app买了一个名为标题的奥运会同款口罩，是假货，北京朋来制药有限公司奥运会口罩制造商和新闻辟谣在线上线下出售的奥运会同款口罩均为假冒伪劣商品，国旗法商标，奥林匹克商标。 我需要有赞精选app赔偿我的损失,已完成
93,淘宝商家欺诈消费者，购买与实物不符,2021-09-29,https://tousu.sina.com.cn/complaint/view/17355194231/,投诉,阿里客服,"赔偿,道歉,作出处罚,发货",在淘宝上买的口罩，50个成人的 50个儿童的，收到货后只有50个儿童的我这是急用的，现在已经严重耽误我了,处理中
94,滴滴平台,2021-10-15,https://tousu.sina.com.cn/complaint/view/17355425833/,投诉,滴滴出行客服,作出处罚,我是一名司机…接到乘客订单后…看见乘客没带口罩…我说没办法载…乘客执意要上车…我不同意…我说等五分钟后我取消订单…平台判我有责取消…现在疫情那么严重…平台一点也不重视………现在要求平台恢复我服务分…我都上传了乘客的照片…他是没带口罩的…,已回复
95,在京东自营购买口罩保质期不一样,2021-10-07,https://tousu.sina.com.cn/complaint/view/17355301774/,投诉,京东客服,"退款,赔偿,道歉,下架产品",买了一盒口罩出现两个保质期，自己客服都说了误导消费者，然后耍无赖不承认，就说没问题,已回复
96,T3司机说话态度恶略，不戴口罩，单手危险驾驶，绕道行驶。T3平台48小时不处理，,2021-09-26,https://tousu.sina.com.cn/complaint/view/17355142401/,投诉,T3出行官方微博,"退款,赔偿,道歉,改善服务",T3司机说话态度恶略，不戴口罩，单手危险驾驶，绕道行驶。T3平台48小时不处理，,已回复
97,乘客拒绝佩戴口罩，平台违规判责,2021-09-29,https://tousu.sina.com.cn/complaint/view/17355195432/,投诉,滴滴出行客服,"恢复账号,恢复账号服务分",乘客拒绝戴口罩，态度十分恶劣，还有在车上抽烟行为。司机取消订单后滴滴平台无故判司机有责。,已回复
98,曹操出行司机不送达目的地,2021-10-17,https://tousu.sina.com.cn/complaint/view/17355456263/,投诉,曹操出行,"退款,改善服务,解释道歉,处罚",曹操出行司机态度极其恶劣 疫情期间不佩戴口罩不遵守国家规定 拒绝送达目的地,已完成
99,商家虚假发货，不予退款,2021-09-19,https://tousu.sina.com.cn/complaint/view/17355032420/,投诉,京东客服,"退款,赔偿,道歉,作出处罚",首先商家发货所谓的礼包是两只口罩，付有下图。商家含糊其辞，先说是快件丢失妄图踢皮球，然后说在还在仓库没有发货，购买了接近十天，只得到两只口罩。申请退款迟迟不退，严重影响我的时间精力。,已完成
100,违反国家相关法律。,2021-09-18,https://tousu.sina.com.cn/complaint/view/17355014638/,投诉,抖音短视频,"赔偿,作出处罚,改善服务",我购买了口罩之后，随后发现口罩上面没有中文标识，但是根据相关法律规定，在海外产品入关的时候必须带有中文标识，如果没有算是违法行为。并且里面并没有相关的中文介绍生产日期等的时间，属于误导消费者，欺诈消费者。我申请退款金额并且10倍赔偿。总共大概100元。,已完成
101,恶意链接,2021-09-03,https://tousu.sina.com.cn/complaint/view/17354766393/,投诉,悟空保,道歉赔偿/解释,买口罩出现恶意链接，利用人们的粗心。恶意骗保。电话退保时，没声音。,已完成
102,发货不符，应该是立体口罩，发成了一次性口罩,2021-08-22,https://tousu.sina.com.cn/complaint/view/17354567410/,投诉,快手小客服,"退款,赔偿,道歉,解释,发货",发货不符，应该是立体口罩，发成了一次性的口罩，而且客服不回复，没有解决方案,已完成
103,证明深圳市某公司的儿童口罩竟然用成人口罩的执行标准,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354807380/,投诉,抖音短视频,赔偿,本人在抖音平台买到这款儿童口罩，发现执行标准是成人GB/T32610-2016。这个口罩标准是不适用于与儿童的，该标准有明文规定。但是商家还是这样用了，那么大的公司竟然犯这个错误这属于虚假宣传欺骗消费者身为消费者我要退1赔3不满500按500处理,已完成
104,虚假发货，货不对板,2021-09-30,https://tousu.sina.com.cn/complaint/view/17355205791/,投诉,拼多多客户服务,"退款,赔偿,作出处罚",我要投诉（北极绒倾优专卖店），虚假发货。买的10单裤子发来口罩，商家这种行为一定要严惩，给我赔偿,处理中
105,蓝色风暴,2021-09-24,https://tousu.sina.com.cn/complaint/view/17355113794/,投诉,饿了么客户关怀,退款罚金,本人佩戴口罩，抽检符合标准，平台判定不符合，罚款无法申诉,已完成
106,外卖小哥不戴口罩不穿工服进行配送,2021-10-05,https://tousu.sina.com.cn/complaint/view/17355277912/,投诉,美团网客服小美,"赔偿,核酸报告",疫情期间不按照国家规定合格佩戴口罩进行配送，涉及食品安全，要求工作人员核酸，告知无法配合,已回复
107,欺骗消费者,2021-10-08,https://tousu.sina.com.cn/complaint/view/17355317071/,投诉,抖音短视频,退款,我买的是衣服和裤子，但实际收到的是口罩，2021-9-27.下的单，快半个月的时间，一直不给我处理，怀疑卖家有欺骗行为,已完成
108,以康居家日用专营店的白色口罩里面有虫子，生产时就打在口罩里面那种,2021-09-22,https://tousu.sina.com.cn/complaint/view/17355080843/,投诉,拼多多客户服务,"赔偿,道歉,作出处罚,解释",商家先是要求好评返现2元结果好评不全返，追评才又返一元，后发现产品质量有问题，白色的口罩里面有生产时就打在口罩里面那种虫子，非常明显。对我造成了严重的困扰，在如今疫情肆虐的情况下，安全仿佛都失去了保障。希望能得到商家的道歉与赔偿。,处理中
109,赔偿道歉,2021-09-05,https://tousu.sina.com.cn/complaint/view/17354800551/,投诉,拼多多客户服务,"赔偿,道歉,作出处罚,解释",起初买了一双鞋 收到了口罩 去投诉以后一直浮躁我 甚至一个解释一点赔偿也没有 之后一直反馈一直敷衍 卖家发口罩 平台也不管 客服也跟机器人一样 一直不给解决，之后擅自帮我申请退货退款卖家也意识到我在投诉主动给我退款，之后反馈就是说我已经退款成功了，事情就解决了，我在想以后我能不能在这里当卖家，发口罩骗,处理中
110,自拍照罚款,2021-10-01,https://tousu.sina.com.cn/complaint/view/17355216282/,投诉,达达客户服务,"退款,撤销处罚",这达达平台中最坑人的这达达标识没有漏出来吗头盔没戴吗口罩没戴吗胡乱扣我钱,已回复
111,虚假宣传，客服不处理,2021-08-22,https://tousu.sina.com.cn/complaint/view/17354574436/,投诉,快手小客服,"退款,赔偿,道歉,作出处罚,解释,退货,修改宣传内容",我在快手直播间买了100个3D立体白色口罩，结果商家发了不足100个的普通白色口罩，联系客服客服不回信息,已完成
112,维修的产品收货人姓名不符，里面装满满垃圾，还有别的客户详细信息,2021-09-02,https://tousu.sina.com.cn/complaint/view/17354739335/,投诉,科沃斯售后,退/换新机,机器的收货人姓名不符，与寄回用过的口罩及卫生纸,已完成
113,阿里健康大药房售卖口罩质量严重不合格,2021-08-23,https://tousu.sina.com.cn/complaint/view/17354584212/,投诉,阿里客服,"退款,赔偿,道歉,作出处罚,改善服务",阿里健康大药房售卖的界面医疗口罩，一盒50袋，购买200个，前期使用80个口罩中有三分之一的口罩边与包装袋塑封在一起，无法拆开不好使用，找客服回应，客服从赔偿三分之一的退款金额到优惠5元到只退款剩余口罩，从承认口罩质量问题到完全否认质量问题，完全不问及消费者的诉求，不断自己更改处理结果，虽然涉及金额不大...,处理中
114,货不对板,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354913818/,投诉,拼多多客户服务,赔偿,买的是万代正版rg海牛拼装模型，发给我的是个口罩欺诈性销售假冒伪劣产品,处理中
115,阿里健康大药房售卖假冒伪劣kn95口罩,2021-09-01,https://tousu.sina.com.cn/complaint/view/17354733492/,投诉,阿里健康客户服务,"道歉,作出处罚,解释,下架产品",本人于8月1号在淘宝平台阿里健康大药房店铺购买了一包kn95级别口罩，家人今天外出到超市门口打开，准备佩戴时，发现口罩缺了一块，根本无法使用。,处理中
116,下单的是3D儿童立体口罩，收到的是一包发了霉的，一次性口罩，敢给孩子用吗？,2021-08-18,https://tousu.sina.com.cn/complaint/view/17354504583/,投诉,快手小客服,"退款,作出处罚,下架产品",下单的是3D儿童立体口罩，收到的是一包发了霉的，一次性口罩，敢给孩子用吗商家这是挂羊头卖狗肉，最主要的是孩子的口罩发了霉，哪个家长敢给孩子用发了霉的口罩要求对这种无良商家做出处罚，下架垃圾产品。,已完成
117,商家贩卖违反国家法律的奥运会口罩。,2021-09-05,https://tousu.sina.com.cn/complaint/view/17354798187/,投诉,抖音短视频,"退款,赔偿",我在抖音平台购买了口罩。到货后发现上面带有国旗以及奥运会样式。而奥运会口罩的制作方北京朋来有限公司，已经明确表示没有多来贩卖奥运会口罩，属于假冒伪劣产品。并且上面带有国旗已经违反了中华人民共和国国旗法，第20条国旗不能作为商用的规定。我要求按照消费者权益保护法第55条对我进行退役赔偿不满500为500的赔偿。,已完成
118,金牛电商绝对是骗人的，,2021-08-21,https://tousu.sina.com.cn/complaint/view/17354559917/,投诉,快手小客服,退款,在他家买的口罩，说是3D口罩，收到货结果都是一次性普通口罩，又买的小孩子玩的东西，回来都坏了，我联系商家，人家质量说不管，我说给他退回去，商量承担运费，人家直接说自己自理运费，金牛电商绝对是骗子,已完成
119,三无产品,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354911761/,投诉,拼多多客户服务,赔偿,拼多多上卖的口罩，没有生产日期，他说是忘了，但是我看评论区都没有生产日期，还有人说有虫,处理中
120,挂羊头，卖狗肉,2021-08-18,https://tousu.sina.com.cn/complaint/view/17354501505/,投诉,快手小客服,赔偿,我买的是3D口罩，结果给我的是普通口罩，想联系商家，信息也不回，电话也打不通,已完成
121,京东客服包庇假货,2021-09-05,https://tousu.sina.com.cn/complaint/view/17354791205/,投诉,京东客服,"退款,赔偿,道歉",我在京东平台上购买了一款奥运口罩，然后官方就出来辟谣了，说是假货，京东客服不承认也就罢了，那我后面申请纠纷单，和商家对峙，这个口罩我收到货是妥妥的三无产品，商家也没有出来作证，也没有提供口罩相关的来源渠道，京东客服就说，只有一个方案，你爱要不要，态度强硬，根本就没有把我们消费者放在眼里，店大欺客,已回复
122,虚假发货。跟宣传图片根本不一样，客服还不回消息。骗子。要求退款。,2021-08-26,https://tousu.sina.com.cn/complaint/view/17354635738/,投诉,快手小客服,"退款,赔偿,道歉,作出处罚",买的是3D口罩结果收到货一看，就是普通的蓝色口罩，非常薄，而且还很松，跟客服说话根本没人理，而且这个产品已经下架了。纯纯的牛马商家。,已完成
123,商家发错货，申请退货退款。货返回商家拒收。不给予处理！,2021-08-25,https://tousu.sina.com.cn/complaint/view/17354613571/,投诉,快手小客服,退款,在金牛电商拍下3D口罩，收到的全部是普通口罩后申请退货退款，货已返回但商家拒收。现在客服不回复也不接电话,已完成
124,疫情期间在饿了么买口罩,2021-09-11,https://tousu.sina.com.cn/complaint/view/17354900602/,投诉,饿了么客户关怀,"退款,道歉,作出处罚,改善服务,解释",扬州疫情封城之前在饿了么买了口罩，8.1号购买的，说2~4天发货，过了好久我去看订单，显示已经收货了，但是实际并没有收到，联系客服，一开始说没有发货，又说我签收了，问他在哪里签收的，说是在贵州，但是实际，我的收获地址并不在那边。后来我多次联系平台，一直不处理，最后一次说让我到，一直等到今天没有等到任何...,已回复
125,卖假货的,2021-08-24,https://tousu.sina.com.cn/complaint/view/17354609841/,投诉,拼多多客户服务,赔偿,市面上没有零到三岁口罩执行标准 没有任何人能造出来 市面上 任何人都不能制造出来 所以没有0-3口罩执行标准 所以他是假货,处理中
126,天猫超市发货，被退运，补发称无库存,2021-09-09,https://tousu.sina.com.cn/complaint/view/17354846611/,投诉,阿里客服,发货,8.7在天猫超市购买口罩，因为扬州疫情一直没有发货，理解并一直等待，并告知商家我们可以收到中通和邮政，9.3口罩快递用申通发出，9.8被退运签收，联系客服让退款，沟通重新登记补发，被短信通知无货，但是该商品还在售卖。请问天猫超市不要搞事情，诱导我们退款不要商品，我们需要的是东西,处理中
127,金牛电商卖的口罩，19.9块钱50个,2021-08-14,https://tousu.sina.com.cn/complaint/view/17354448229/,投诉,快手小客服,"退款,赔偿,作出处罚,下架产品",这个商家卖的是白色3D口罩，结果拆开一看是蓝色的普通口罩，和实物不符合，本来期待口罩到来，结果满满的失望,已回复
128,量子出行司机不送到目的地，辱骂乘客，疫情期间不佩戴口罩,2021-09-07,https://tousu.sina.com.cn/complaint/view/17354825090/,投诉,量子出行,"退款,赔偿,道歉,作出处罚,改善服务",量子出行司机不送到目的地，辱骂乘客，疫情期间不佩戴口罩，客服处理不到位，未有实际惩罚手段,待分配
129,商家发虚假广告，收到的东西和广告里不一样，卖家是优品生活严选,2021-08-19,https://tousu.sina.com.cn/complaint/view/17354522569/,投诉,快手小客服,退款,卖家广告里是三层立体口罩，发来的只是普通口罩，和卖家联系一直不回复,已完成
130,京东客服一直不处理问题，包庇商家不作为,2021-09-01,https://tousu.sina.com.cn/complaint/view/17354727357/,投诉,京东客服,"退款,赔偿,作出处罚,改善服务,下架产品",在京东上购买了奥运口罩，收到货后发现是假劣商品，没有任何许可证，向京东客服反映了，专员也只是一直推辞也承认了口罩有问题，不对我的问题进行赔偿，一直拖着不联系我。京东让我仅退款我不认可这种方式，疫情那么严重口罩有质量问题让我们消费者怎么敢使用，希望京东客服尽快联系我，尽快按规定退一赔三给我处理问题,已回复
131,商家:优品生活严选。1604774241532126***,2021-08-17,https://tousu.sina.com.cn/complaint/view/17354491592/,投诉,快手小客服,赔偿,广告订单说的是3D立体口罩，结果发来的是次品普通口罩，还有异味,已完成
132,几天前在快手上购买了60元的3D立体口罩320个今天收到货了结果是普通口罩300,2021-08-17,https://tousu.sina.com.cn/complaint/view/17354487797/,投诉,快手小客服,"退款,赔偿,解释,道歉",您好我前几天在快手平台上购买了60的3D立体口罩320个，今天收到口罩打开一看是普通口罩而且还少20个，和客服说话也不回电话打不通 所以才找您给解决这个问题，,已回复
133,赔偿运费8元，并道歉,2021-08-30,https://tousu.sina.com.cn/complaint/view/17354680530/,投诉,快手小客服,赔偿,在快手买立体口罩，收货后发现是民用普通口罩，几经周折投诉才退货退款，但卖家没有赔偿退货运费。要求卖家以最快速度陪运费，并道歉。服务没诚意，不回消息。赔运费，谢谢,已回复
134,京东商家君霖旗舰店销售劣质医疗用品京东客服不负责,2021-09-02,https://tousu.sina.com.cn/complaint/view/17354747679/,投诉,京东客服,下架产品,在该旗舰店购买口罩，发现口罩中有蚊子等异物，去店铺中看评价，发现自己所发现的问题并不是个例，口罩夹层中大量出现异物，昆虫，污渍的情况，联系京东官方投诉，官客服表示需要，质量问题需要京东内部质检部负责，质检部不与买家沟通，询问客服是否能将质量有问题产品下架，客服说不能，这个情况不是个例，查看评价失...,已回复
135,质量问题,2021-08-26,https://tousu.sina.com.cn/complaint/view/17354636059/,投诉,淘特官博,"退款,赔偿,改善服务",买了几包质量问题。质量太差了口罩带子都是断的。商家不退款,处理中
136,上车后发现高德地图及时经济型司机未佩戴口罩,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354815570/,投诉,高德地图客户服务团队,"退款,赔偿",高德地图APP明确要求司机佩戴口罩，且目前处于疫情多发时期，浙江省已有一起密切接触者，进出嘉兴市均需要做核酸检测，浙FD35172王姓司机接触众多乘客，在中央要求接种新冠疫苗，做核酸检测的情况下，仍然拒绝佩戴口罩，这是极大的对所有人生命财产的不负责任该人逍遥法外，无法无天，应该予以制止此等行为。本...,已完成
137,快手广告看到，卖的是三D立体口罩，收到货是普通口罩,2021-08-20,https://tousu.sina.com.cn/complaint/view/17354545260/,投诉,快手小客服,"退款,作出处罚",8月10号在快手上买的口罩，宣传的是三D立体口罩，收到货是几分钱一个的普通口罩，找商家退货，商家不给退货，还说退货运费要买家承担。联系快手客服介入，三天了还没有处理消息，退货的时候才知道是金牛电商卖的东西。,已完成
138,抖音商城售卖三无产品,2021-08-31,https://tousu.sina.com.cn/complaint/view/17354712117/,投诉,抖音短视频,"退款,赔偿,道歉,改善服务,修改宣传内容",在抖音商城购买了300个口罩，下单的是纯洁白口罩，商品图片详情宣传的也是白色的，收到货耳带是红色的，产品包装就一个透明塑料包装袋，用皮筋一捆一捆装快递袋里面发过来，包装啥都没有，就一个透明塑料袋包装，合格证也没有，口罩是关系到生命的问题，产品什么都没有这让我怎么放心戴，这不是虚假宣传加售卖三无产品和...,已完成
139,投诉快手金牛电商,2021-08-16,https://tousu.sina.com.cn/complaint/view/17354475867/,投诉,快手小客服,"退款,赔偿,道歉,作出处罚",在快手平台上29.9元 买了200只口罩 宣传是3D立体口罩 结果收到货确是普通的口罩并且还不是医用的 打商家电话显示骚扰电话 在平台联系商家 没有回复,已完成
140,泡泡玛特七夕活动消费满赠随机口罩实则没有随机,2021-08-23,https://tousu.sina.com.cn/complaint/view/17354580610/,投诉,POPMART泡泡玛特,"更换,解释",我分别下了两个订单，泡泡玛特七夕活动是消费满额赠送口罩，每满169元送一包，店铺直播间也说一共有好几款口罩，发货的时候会随机进行发放。但是我实际两个订单被打包一起发货了，赠送的口罩只有一款。我觉得泡泡玛特的宣传涉嫌欺诈，根本就没有随机口罩，如果有随机发放，那我所收到的七八份口罩为什么全都是一款呢我...,已完成
141,买的口罩东西不负家货,2021-08-16,https://tousu.sina.com.cn/complaint/view/17354469957/,投诉,拼多多客户服务,退款,我买的是3D口罩，他给我发成最普通的口罩 小静家的杂店,处理中
142,易店无忧以预定款名义，骗取我2000元,2021-08-27,https://tousu.sina.com.cn/complaint/view/17354653767/,投诉,易店无忧网,退款,本人在这个平台预想购买一个公司加商标，购买前告诉他们我从事的行业是卖口罩的，买过来的公司加商标是想经营口罩，和客服沟通中客服只告诉我商标是4个中文字，注册范围包含口罩，至于我想知道商标的名字，就必须交了2000元预定款才能告知名字等我交了这2000元以后我才知道这个商标的名字叫《潮趣十八》，平台估计欺瞒...,已完成
143,买到假货了然后对方不按国家法律赔偿我,2021-08-15,https://tousu.sina.com.cn/complaint/view/17354460972/,投诉,拼多多客户服务,赔偿,我买了一款奥运口罩上面印有国旗 后来官方辟谣说奥运口罩都是假的,处理中
144,今日头条百万粉丝主播“米奇沃克斯”在今日头条带货三无盗版口罩,2021-08-27,https://tousu.sina.com.cn/complaint/view/17354652021/,投诉,巨量引擎,作出处罚,本人于2021年8月5日看到今日头条用户“米奇沃克斯”发布图文售卖中国体育代表团专用口罩，对于对今日头条的信任，本人通过字节跳动的今日头条点击下图链接到小店下单购买，订单号482774891811***XXXX，购买流程详见附件1视频。 对于字节跳动进行违法售卖中国体育代表团专用口罩的举报 购买后，通过各个新闻渠道得知中...,已回复
145,质量有问题,2021-08-27,https://tousu.sina.com.cn/complaint/view/17354652167/,投诉,天猫,"退款,道歉,作出处罚,改善服务,解释,下架产品",拆开两包，口罩挂耳带一碰就开，沟通中商家默认质量有问题。广告标题N95 质量却连普通口罩都不如，涉嫌违反广告法，差评区各种投诉，商家依然售卖，此举已经涉嫌商业欺诈。。,处理中
146,口罩有质量问题 已允许退款不退货 但客服不予退款,2021-09-03,https://tousu.sina.com.cn/complaint/view/17354771091/,投诉,京东客服,退款,在快手平台主播吴召国的带货直播中购买了一份7.9元的一次性自用口罩 但口罩出现了过薄 物流包装破损的严重问题 且购买此商品的多人均出现此问题 经过协商 主播吴召国同意退款不退货并让我们自行联系客服处理 但在实际联系客服过程中 客服一再不予退款,已完成
147,医用口罩无法提供相关资质，客服拒不处理,2021-09-03,https://tousu.sina.com.cn/complaint/view/17354763706/,投诉,天猫,"退款,赔偿,作出处罚,下架产品",在天猫平台采购医用口罩，要求商家提供产品相关资质，商家以工作忙，没时间为由拒绝提供，反馈至天猫客服，天猫客服拒不处理。,处理中
148,收到的口罩和下单的口罩完全不一样，虚假宣传，欺骗消费者,2021-08-22,https://tousu.sina.com.cn/complaint/view/17354573004/,投诉,快手小客服,"退款,赔偿,道歉,作出处罚",收到的口罩和下单的口罩完全不一样，虚假宣传，欺骗消费者客服不回信息，电话也没人接，商品已退回，商家却迟迟不确认收货并退款,已完成
149,滴滴司机不佩戴口罩,2021-08-27,https://tousu.sina.com.cn/complaint/view/17354651520/,投诉,滴滴出行客服,"退款,改善服务,解释道歉,赔偿",滴滴司机不佩戴口罩服务，反馈客服无用，我还带了小孩一起出行,已完成
150,商品和宣传视频不符合,2021-08-26,https://tousu.sina.com.cn/complaint/view/17354639000/,投诉,快手小客服,"退款,赔偿,道歉,作出处罚",商品与宣传视频不符合，而且寄过来的口罩是三无产品,已完成
151,平台监控司机，未经同意。调取视频，查看个人隐私,2021-08-16,https://tousu.sina.com.cn/complaint/view/17354480569/,投诉,滴滴出行客服,"赔偿,道歉,作出处罚,改善服务,解释,恢复账号",15号说我未戴口罩，封一天我带了他说没带。因为。嗯，叫戴口罩拍照，我也拍了。然后他人脸识别是戴口罩说有遮挡物不能用，然后我就摘掉口罩识别，然后他就说我没戴口罩封禁我一天15号封的。然后16号1145解封的。我没有出车，也没有接单。只是开我租的车出去拿个快递。我没有戴口罩，然后他平台又检测出来，我多次未戴口...,已完成
152,司机不戴口罩，打电话，抽电子烟,2021-09-02,https://tousu.sina.com.cn/complaint/view/17354742311/,投诉,滴滴出行客服,"退款,处罚",首先，作为一个滴滴优享司机，不戴口罩。 其次，开车过程中一直在打电话闲聊，打了三个电话，中间不打电话的时候在外放听语音。 再次，司机行驶过程中一直在抽电子烟。,已完成
153,纪兵医用口罩独立包装,2021-08-15,https://tousu.sina.com.cn/complaint/view/17354460503/,投诉,美团网客服小美,"退款,作出处罚",美团优选小程序购买的一次性医用口罩 之前买回来忘记查看执行标准了 今天就拿出来看了一眼还特地找了医用口罩防护标准号对照表 这个订单购买的口罩外包装根本没有执行标准号 还有其他订单的口罩执行标准号也不符合医用口罩标准 是没有防护措施的 也就是说现在疫情还存在的情况下美团优选售卖的口罩戴了跟没戴一样 没有...,已完成
154,客服不回复消息，退款不给退,2021-08-21,https://tousu.sina.com.cn/complaint/view/17354561893/,投诉,快手小客服,"退款,道歉,改善服务",八月十五日晚上在快手小店金牛电商上下单了一次性3D口罩，等发货后却收到的是普通口罩，十九号给客服发消息却是一直未读，二十号申请退款也不给退。,已完成
155,卖家卖假口罩,2021-08-17,https://tousu.sina.com.cn/complaint/view/17354490080/,投诉,阿里客服,"退款,赔偿,下架产品",本人于七八月五日购买淘宝旗舰店生产的国旗口罩，后于收到货经朋友之口了解到该口罩为假货，要求下架商品并做出根据《消费者权益保护法》规定退一赔三。,处理中
156,该司机非法营运,2021-08-17,https://tousu.sina.com.cn/complaint/view/17354478486/,投诉,高德地图客户服务团队,退款,该司机非法营运，疫情期间不佩戴口罩，我上车告诉司机戴好口罩，他不光不戴，而且还辱骂我。,已完成
157,司机绕路，去花小猪客服投诉，客服竟说路程没有问题,2021-10-03,https://tousu.sina.com.cn/complaint/view/17355254626/,投诉,花小猪打车官方客服,退款,从江西旅游商贸职业学院到南昌山姆会员超市只需要7.4公里，但是花小猪司机计时绕路走了10.9公里，我去客服投诉无果，客服竟说是正常路程（而且司机全程没有戴口罩）,已完成
158,虚假发货，裤子发来口罩，这种假发货为什么不处理,2021-10-03,https://tousu.sina.com.cn/complaint/view/17355205707/,投诉,拼多多客户服务,赔偿,我要投诉（北极绒倾优专卖店），商家虚假发货，买的10单裤子，给我发来口罩，商家这种行为存在欺骗 消费者，给我赔偿无门槛优惠券,处理中
159,我是达达平台的众包骑手，因达达平台的自拍抽查恶意扣出我30元，原因是视线模糊。,2021-09-29,https://tousu.sina.com.cn/complaint/view/17355188533/,投诉,达达客户服务,"赔偿解释,快速配送,退费,道歉",我已按照要求漏出平台达达标志，并且佩戴了头盔，还有口罩， 然而就因为白天光线强烈，而产生罚款，这和合理吗 有人性吗 我们骑手一单才几块钱，容易吗,已完成
160,悟空保险和泰康人寿误导免费领取口罩的旅客购买保险,2021-08-23,https://tousu.sina.com.cn/complaint/view/17354592334/,投诉,泰康保险集团,取消保险合同,2021年8月23日早上650，本人在尚双塘地铁口免费领取口罩的自助服务机上，按要求提示，扫描自助机上指定二维码时，跳出要求输入电话号码、姓名、身份证号的页面等，本人误认为是必须填写才可以领取口罩，填写并输验证码，发现不对才退出界面，并没有支付任何费用，重新扫描自助机上指定二维码，咨询工作人员后，关注一...,已完成
161,疫情期间人员聚集不戴口罩。排队二维码扫不起，导致业务办理迟滞，人口聚集。,2021-08-31,https://tousu.sina.com.cn/complaint/view/17354711495/,投诉,中国移动10086,"作出处罚,改善服务,解释",排队二维码扫不起，导致业务办理迟滞，人口聚集，且部分聚集群众不戴口罩，造成防疫隐患……,已完成
